predictor,PrcIncMSE,metric,region,iteration
pet_mm_jas,6.623056130767158,peak2z_length,Western Mountains,3
pet_mm_ond,4.430629205183422,peak2z_length,Western Mountains,3
pet_mm_jfm,5.946396822778105,peak2z_length,Western Mountains,3
pet_mm_amj,5.572872447884296,peak2z_length,Western Mountains,3
T_max_c_cy,5.494587268867962,peak2z_length,Western Mountains,3
T_max_c_jas,4.365402016809968,peak2z_length,Western Mountains,3
T_max_c_ond,2.9214463566279307,peak2z_length,Western Mountains,3
T_max_c_jfm,5.178215812864701,peak2z_length,Western Mountains,3
T_max_c_amj,5.310272191737919,peak2z_length,Western Mountains,3
swe_mm_cy,3.2228024992337616,peak2z_length,Western Mountains,3
swe_mm_jas,0.5660643148395327,peak2z_length,Western Mountains,3
swe_mm_ond,4.384754873546463,peak2z_length,Western Mountains,3
swe_mm_jfm,4.40348509550289,peak2z_length,Western Mountains,3
swe_mm_amj,3.705308774636597,peak2z_length,Western Mountains,3
p.pet_cy,2.5698546110488225,peak2z_length,Western Mountains,3
swe.p_cy,5.038158022938065,peak2z_length,Western Mountains,3
p.pet_jfm,5.297910403985765,peak2z_length,Western Mountains,3
swe.p_jfm,4.035123837970526,peak2z_length,Western Mountains,3
p.pet_amj,4.351178715602508,peak2z_length,Western Mountains,3
swe.p_amj,2.2066026806527583,peak2z_length,Western Mountains,3
p.pet_jas,7.063211178099231,peak2z_length,Western Mountains,3
swe.p_jas,2.1045469649954365,peak2z_length,Western Mountains,3
p.pet_ond,6.038212180393907,peak2z_length,Western Mountains,3
swe.p_ond,7.215595095468249,peak2z_length,Western Mountains,3
p_mm_cy.previous,5.3925812625984975,peak2z_length,Western Mountains,3
p_mm_jas.previous,4.863711349643654,peak2z_length,Western Mountains,3
p_mm_ond.previous,3.683573454125536,peak2z_length,Western Mountains,3
p_mm_jfm.previous,2.9380401997563124,peak2z_length,Western Mountains,3
p_mm_amj.previous,1.090117695804189,peak2z_length,Western Mountains,3
pet_mm_cy.previous,4.1793506125264495,peak2z_length,Western Mountains,3
pet_mm_jas.previous,5.740395292975675,peak2z_length,Western Mountains,3
pet_mm_ond.previous,6.006038088290938,peak2z_length,Western Mountains,3
pet_mm_jfm.previous,4.60429159538476,peak2z_length,Western Mountains,3
pet_mm_amj.previous,5.367765078919916,peak2z_length,Western Mountains,3
T_max_c_cy.previous,8.301496103402727,peak2z_length,Western Mountains,3
T_max_c_jas.previous,4.14246998859859,peak2z_length,Western Mountains,3
T_max_c_ond.previous,4.3982860795493215,peak2z_length,Western Mountains,3
T_max_c_jfm.previous,5.4285076095407305,peak2z_length,Western Mountains,3
T_max_c_amj.previous,4.885312352473189,peak2z_length,Western Mountains,3
swe_mm_cy.previous,5.006151450974929,peak2z_length,Western Mountains,3
swe_mm_jas.previous,4.2457303614893345,peak2z_length,Western Mountains,3
swe_mm_ond.previous,4.515373470469232,peak2z_length,Western Mountains,3
swe_mm_jfm.previous,4.816457963589187,peak2z_length,Western Mountains,3
swe_mm_amj.previous,4.320288982219489,peak2z_length,Western Mountains,3
p.pet_cy.previous,5.123048399220921,peak2z_length,Western Mountains,3
swe.p_cy.previous,5.369985635040772,peak2z_length,Western Mountains,3
p.pet_jfm.previous,3.1298589427514654,peak2z_length,Western Mountains,3
swe.p_jfm.previous,2.5926163838285756,peak2z_length,Western Mountains,3
p.pet_amj.previous,2.201356859288673,peak2z_length,Western Mountains,3
swe.p_amj.previous,2.081263402171845,peak2z_length,Western Mountains,3
p.pet_jas.previous,7.2542896858843395,peak2z_length,Western Mountains,3
swe.p_jas.previous,3.7056755574048976,peak2z_length,Western Mountains,3
p.pet_ond.previous,4.061258163761657,peak2z_length,Western Mountains,3
swe.p_ond.previous,3.3797706322182974,peak2z_length,Western Mountains,3
dams_n,3.218136968171949,peak2z_length,Western Mountains,3
maxstorage_af,7.864097508374358,peak2z_length,Western Mountains,3
normstorage_af,9.344197461670918,peak2z_length,Western Mountains,3
majordams_n,4.55201382200185,peak2z_length,Western Mountains,3
wuse_mm,11.441193678242364,peak2z_length,Western Mountains,3
irrig_prc,8.58682506693407,peak2z_length,Western Mountains,3
lulc_water_prc,7.242705486983924,peak2z_length,Western Mountains,3
lulc_dev_prc,8.418130543412214,peak2z_length,Western Mountains,3
lulc_wetland_prc,5.6911331043303,peak2z_length,Western Mountains,3
lulc_forest_prc,9.661626693860066,peak2z_length,Western Mountains,3
lulc_barren_prc,8.568230924715289,peak2z_length,Western Mountains,3
lulc_grass_prc,10.485162438126162,peak2z_length,Western Mountains,3
lulc_ag_prc,6.477041210407526,peak2z_length,Western Mountains,3
drain_sqkm,11.107924709412657,peak2z_length,Western Mountains,3
elev_mean_m_basin,8.04995263034557,peak2z_length,Western Mountains,3
slope_pct,7.556614326679632,peak2z_length,Western Mountains,3
awcave,4.497858977058753,peak2z_length,Western Mountains,3
permave,6.486972756397451,peak2z_length,Western Mountains,3
topwet,4.167064891843842,peak2z_length,Western Mountains,3
depth_bedrock_m,12.914002856871013,peak2z_length,Western Mountains,3
porosity,8.530184010412901,peak2z_length,Western Mountains,3
storage_m,9.518979553914972,peak2z_length,Western Mountains,3
clayave,5.840035819583882,peak2z_length,Western Mountains,3
siltave,10.53452466724294,peak2z_length,Western Mountains,3
sandave,6.2958052711801535,peak2z_length,Western Mountains,3
p_mm_cy,6.841690178235695,peak2z_length,Western Mountains,4
p_mm_jas,3.504905713592506,peak2z_length,Western Mountains,4
p_mm_ond,3.316269839460497,peak2z_length,Western Mountains,4
p_mm_jfm,5.00226957634335,peak2z_length,Western Mountains,4
p_mm_amj,2.713559019944696,peak2z_length,Western Mountains,4
pet_mm_cy,4.2387186352626225,peak2z_length,Western Mountains,4
pet_mm_jas,8.518825465334926,peak2z_length,Western Mountains,4
pet_mm_ond,6.340239301633701,peak2z_length,Western Mountains,4
pet_mm_jfm,5.371719156649056,peak2z_length,Western Mountains,4
pet_mm_amj,3.826477148346112,peak2z_length,Western Mountains,4
T_max_c_cy,6.361592661189278,peak2z_length,Western Mountains,4
T_max_c_jas,7.656783638552957,peak2z_length,Western Mountains,4
T_max_c_ond,5.780720594408455,peak2z_length,Western Mountains,4
T_max_c_jfm,4.410837664819544,peak2z_length,Western Mountains,4
T_max_c_amj,4.077399652169633,peak2z_length,Western Mountains,4
swe_mm_cy,3.595361340160871,peak2z_length,Western Mountains,4
swe_mm_jas,1.9506189956879005,peak2z_length,Western Mountains,4
swe_mm_ond,4.939783742601277,peak2z_length,Western Mountains,4
swe_mm_jfm,4.560155518397503,peak2z_length,Western Mountains,4
swe_mm_amj,5.399340682836463,peak2z_length,Western Mountains,4
