mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config,metric,region_rf
8,1451,7,rmse,standard,0.14482572179339934,5,3.7026969731000206e-4,Model065,annualfractionnoflow,National
8,1451,7,rsq,standard,0.7562580701865967,5,0.0038398866487863786,Model065,annualfractionnoflow,National
8,1751,7,mae,standard,0.09921549214761392,5,2.2333053210169053e-4,Model066,annualfractionnoflow,National
8,1751,7,rmse,standard,0.14481293621443544,5,3.0349614165169173e-4,Model066,annualfractionnoflow,National
8,1751,7,rsq,standard,0.7562969143274795,5,0.003924330781696257,Model066,annualfractionnoflow,National
10,251,7,mae,standard,0.09904122642772686,5,3.506365578917288e-4,Model067,annualfractionnoflow,National
10,251,7,rmse,standard,0.14509763449084745,5,4.8486995323499075e-4,Model067,annualfractionnoflow,National
10,251,7,rsq,standard,0.7539575588865685,5,0.003345563543674203,Model067,annualfractionnoflow,National
10,551,7,mae,standard,0.09892769366101994,5,2.6788738166480227e-4,Model068,annualfractionnoflow,National
10,551,7,rmse,standard,0.14472957557582322,5,3.510448108715483e-4,Model068,annualfractionnoflow,National
10,551,7,rsq,standard,0.7554521240253839,5,0.0039051900851819667,Model068,annualfractionnoflow,National
10,851,7,mae,standard,0.09882497985843962,5,2.819621628598092e-4,Model069,annualfractionnoflow,National
10,851,7,rmse,standard,0.14478282432175416,5,3.2609707689648464e-4,Model069,annualfractionnoflow,National
10,851,7,rsq,standard,0.7552413108253484,5,0.003746914401565046,Model069,annualfractionnoflow,National
10,1151,7,mae,standard,0.09877718226354198,5,3.033235864142323e-4,Model070,annualfractionnoflow,National
10,1151,7,rmse,standard,0.14461162208891398,5,3.7403776874910346e-4,Model070,annualfractionnoflow,National
10,1151,7,rsq,standard,0.7559948804275515,5,0.003782293435082655,Model070,annualfractionnoflow,National
10,1451,7,mae,standard,0.09897898217942024,5,2.863713392407362e-4,Model071,annualfractionnoflow,National
10,1451,7,rmse,standard,0.14477377340755596,5,3.567358632749295e-4,Model071,annualfractionnoflow,National
10,1451,7,rsq,standard,0.7554601816587391,5,0.0038100182619680858,Model071,annualfractionnoflow,National
10,1751,7,mae,standard,0.09887553576658721,5,3.0021436820441036e-4,Model072,annualfractionnoflow,National
10,1751,7,rmse,standard,0.14464991369522226,5,3.7054451351441854e-4,Model072,annualfractionnoflow,National
10,1751,7,rsq,standard,0.7559563943512563,5,0.0037662382166400413,Model072,annualfractionnoflow,National
1,251,11,mae,standard,0.11265914246603108,5,7.671401634744427e-4,Model073,annualfractionnoflow,National
1,251,11,rmse,standard,0.15836618580710995,5,9.096744296660078e-4,Model073,annualfractionnoflow,National
1,251,11,rsq,standard,0.7240675690068089,5,0.004564157996695062,Model073,annualfractionnoflow,National
1,551,11,mae,standard,0.1125356769587811,5,6.031762264790406e-4,Model074,annualfractionnoflow,National
1,551,11,rmse,standard,0.15796148985811637,5,7.736446207947902e-4,Model074,annualfractionnoflow,National
1,551,11,rsq,standard,0.7265887948373934,5,0.004698988140740311,Model074,annualfractionnoflow,National
1,851,11,mae,standard,0.11237827837512115,5,6.85876216410576e-4,Model075,annualfractionnoflow,National
1,851,11,rmse,standard,0.1578236847925363,5,8.34269475542722e-4,Model075,annualfractionnoflow,National
1,851,11,rsq,standard,0.7268826837351394,5,0.0043450192902794475,Model075,annualfractionnoflow,National
1,1151,11,mae,standard,0.11245913242903442,5,6.617430895792889e-4,Model076,annualfractionnoflow,National
1,1151,11,rmse,standard,0.1579261685793627,5,8.27568804555473e-4,Model076,annualfractionnoflow,National
1,1151,11,rsq,standard,0.7265849965553277,5,0.004532999660970553,Model076,annualfractionnoflow,National
1,1451,11,mae,standard,0.11240839439206707,5,6.535214488764898e-4,Model077,annualfractionnoflow,National
1,1451,11,rmse,standard,0.15783317343061765,5,7.937275464710044e-4,Model077,annualfractionnoflow,National
1,1451,11,rsq,standard,0.7271514174527898,5,0.004481303200551052,Model077,annualfractionnoflow,National
1,1751,11,mae,standard,0.1124817388143608,5,6.744036723011477e-4,Model078,annualfractionnoflow,National
1,1751,11,rmse,standard,0.15791645405292545,5,8.367412409431802e-4,Model078,annualfractionnoflow,National
1,1751,11,rsq,standard,0.7268474511825532,5,0.004458267748185115,Model078,annualfractionnoflow,National
2,251,11,mae,standard,0.10554482474359227,5,5.57312253430892e-4,Model079,annualfractionnoflow,National
2,251,11,rmse,standard,0.15124116953565175,5,8.000799067397433e-4,Model079,annualfractionnoflow,National
2,251,11,rsq,standard,0.7412303263596051,5,0.0036201629049080883,Model079,annualfractionnoflow,National
2,551,11,mae,standard,0.10562907652080791,5,4.866534968587423e-4,Model080,annualfractionnoflow,National
2,551,11,rmse,standard,0.15118022276662801,5,6.397260022542521e-4,Model080,annualfractionnoflow,National
2,551,11,rsq,standard,0.7418034870752905,5,0.0045140601630312156,Model080,annualfractionnoflow,National
2,851,11,mae,standard,0.1055504682884422,5,4.6758858546523137e-4,Model081,annualfractionnoflow,National
2,851,11,rmse,standard,0.1509827796208753,5,6.649791908121663e-4,Model081,annualfractionnoflow,National
2,851,11,rsq,standard,0.7427447626930128,5,0.004375393345243582,Model081,annualfractionnoflow,National
2,1151,11,mae,standard,0.10563446672287036,5,4.244265272677381e-4,Model082,annualfractionnoflow,National
2,1151,11,rmse,standard,0.15110122053368333,5,5.88632628715562e-4,Model082,annualfractionnoflow,National
2,1151,11,rsq,standard,0.7422241649742427,5,0.004580960945255816,Model082,annualfractionnoflow,National
2,1451,11,mae,standard,0.10554248106824217,5,4.4894188777978134e-4,Model083,annualfractionnoflow,National
2,1451,11,rmse,standard,0.1509712830934039,5,6.318656869319435e-4,Model083,annualfractionnoflow,National
2,1451,11,rsq,standard,0.7426929284310126,5,0.004283888875935367,Model083,annualfractionnoflow,National
2,1751,11,mae,standard,0.10558064807786298,5,4.6586666169650206e-4,Model084,annualfractionnoflow,National
2,1751,11,rmse,standard,0.1510579663393351,5,6.372121420409961e-4,Model084,annualfractionnoflow,National
2,1751,11,rsq,standard,0.7424163231643099,5,0.004458979766356588,Model084,annualfractionnoflow,National
4,251,11,mae,standard,0.10302188670746222,5,2.6904841484024275e-4,Model085,annualfractionnoflow,National
4,251,11,rmse,standard,0.1486878579956059,5,3.7295834759297925e-4,Model085,annualfractionnoflow,National
4,251,11,rsq,standard,0.7461836550847233,5,0.004688103147923397,Model085,annualfractionnoflow,National
4,551,11,mae,standard,0.10292544343731246,5,4.253589457284174e-4,Model086,annualfractionnoflow,National
4,551,11,rmse,standard,0.14851064258650915,5,5.447128578438577e-4,Model086,annualfractionnoflow,National
4,551,11,rsq,standard,0.7472379912291964,5,0.0038916949212785663,Model086,annualfractionnoflow,National
4,851,11,mae,standard,0.10278394550701904,5,3.5755510567486444e-4,Model087,annualfractionnoflow,National
4,851,11,rmse,standard,0.1483195519268186,5,4.57155632652955e-4,Model087,annualfractionnoflow,National
4,851,11,rsq,standard,0.7480122201390251,5,0.0041721226024899576,Model087,annualfractionnoflow,National
4,1151,11,mae,standard,0.10272086046996362,5,4.0694311439330624e-4,Model088,annualfractionnoflow,National
4,1151,11,rmse,standard,0.1481628827252284,5,5.5172933416731e-4,Model088,annualfractionnoflow,National
4,1151,11,rsq,standard,0.7486769716827095,5,0.003932911243413009,Model088,annualfractionnoflow,National
4,1451,11,mae,standard,0.1026224471886247,5,3.228764455627039e-4,Model089,annualfractionnoflow,National
4,1451,11,rmse,standard,0.1480107221841764,5,4.3584703459696847e-4,Model089,annualfractionnoflow,National
4,1451,11,rsq,standard,0.7491454523163998,5,0.004109786091513529,Model089,annualfractionnoflow,National
4,1751,11,mae,standard,0.10265750075768713,5,3.660573182620896e-4,Model090,annualfractionnoflow,National
4,1751,11,rmse,standard,0.14812091017176035,5,4.5533227358251317e-4,Model090,annualfractionnoflow,National
4,1751,11,rsq,standard,0.7487049498796551,5,0.0040696815996258615,Model090,annualfractionnoflow,National
6,251,11,mae,standard,0.10193207641710483,5,2.382752946445963e-4,Model091,annualfractionnoflow,National
6,251,11,rmse,standard,0.14765093734653598,5,3.356633588973089e-4,Model091,annualfractionnoflow,National
6,251,11,rsq,standard,0.7482374920923429,5,0.004363446361564411,Model091,annualfractionnoflow,National
