mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config,metric,region_rf
1,1250,6,rmse,standard,58.49560924417997,5,0.7223567103884999,Preprocessor1_Model070,annualnoflowdays,National
1,1250,6,rsq,standard,0.7338537173554759,5,0.0069728418889785084,Preprocessor1_Model070,annualnoflowdays,National
1,1450,6,mae,standard,42.301160045199126,5,0.526564965189434,Preprocessor1_Model071,annualnoflowdays,National
1,1450,6,rmse,standard,58.473740173840625,5,0.7542406244302302,Preprocessor1_Model071,annualnoflowdays,National
1,1450,6,rsq,standard,0.7339269538414472,5,0.007259723946408842,Preprocessor1_Model071,annualnoflowdays,National
1,1650,6,mae,standard,42.402177625758206,5,0.48614354374782676,Preprocessor1_Model072,annualnoflowdays,National
1,1650,6,rmse,standard,58.52225662253455,5,0.7203325329492184,Preprocessor1_Model072,annualnoflowdays,National
1,1650,6,rsq,standard,0.7339000623275668,5,0.006936269059077327,Preprocessor1_Model072,annualnoflowdays,National
2,250,6,mae,standard,40.06174833241223,5,0.4472090874470416,Preprocessor1_Model073,annualnoflowdays,National
2,250,6,rmse,standard,56.36646702893776,5,0.676251737485457,Preprocessor1_Model073,annualnoflowdays,National
2,250,6,rsq,standard,0.7481636593885196,5,0.005949660679437019,Preprocessor1_Model073,annualnoflowdays,National
2,450,6,mae,standard,40.03147134800537,5,0.4561895898188409,Preprocessor1_Model074,annualnoflowdays,National
2,450,6,rmse,standard,56.28970902354044,5,0.6877474463078513,Preprocessor1_Model074,annualnoflowdays,National
2,450,6,rsq,standard,0.7489990523968791,5,0.006123978923576673,Preprocessor1_Model074,annualnoflowdays,National
2,650,6,mae,standard,40.05382413664248,5,0.4930177814132607,Preprocessor1_Model075,annualnoflowdays,National
2,650,6,rmse,standard,56.274091910117534,5,0.7368175887142931,Preprocessor1_Model075,annualnoflowdays,National
2,650,6,rsq,standard,0.7491774815975394,5,0.006517525286366179,Preprocessor1_Model075,annualnoflowdays,National
