metric,tau,pval,slope,n_years,gage_ID
pet_mm_jfm,0.18776671408250356,0.09913750746000649,0.5,38,2263869
T_max_c_cy,0.10953058321479374,0.33934271674572325,0.009251843846153808,38,2263869
T_max_c_amj,0.22901849217638692,0.044272167655270867,0.022527472499999757,38,2263869
T_max_c_jas,0.02275960170697013,0.850411446414006,0.0015595460869562935,38,2263869
T_max_c_ond,0.10099573257467995,0.3788412517838009,0.014239129999999989,38,2263869
T_max_c_jfm,0.112375533428165,0.32678580538480584,0.016397306363636448,38,2263869
T_min_c_cy,0.155049786628734,0.17453803699062687,0.012945204999999996,38,2263869
T_min_c_amj,0.31152204836415365,0.006131307648371331,0.03095869655172417,38,2263869
T_min_c_jas,0.3940256045519203,5.207574018217809e-4,0.028759057916666702,38,2263869
T_min_c_ond,0.08392603129445235,0.46582688617070067,0.015165631428571472,38,2263869
T_min_c_jfm,0.00995732574679943,0.9398714539943918,0.00374999999999992,38,2263869
pcumdist10days,-0.13655761024182078,0.23159717045306172,-0.3125,38,2263869
pcumdist50days,-0.1593172119487909,0.16246062598958355,-0.35294117647058826,38,2263869
pcumdist90days,-0.2460881934566145,0.030502148337149704,-1.2,38,2263869
swe_mm_cy,0,1,0,37,2263869
swe_mm_amj,0,1,0,36,2263869
swe_mm_jas,0,1,0,36,2263869
swe_mm_ond,0,1,0,36,2263869
swe_mm_jfm,0,1,0,36,2263869
srad_wm2_cy,0.4395448079658606,1.0788099856262612e-4,0.4579275818181801,38,2263869
srad_wm2_amj,0.26600284495021337,0.019367840358964994,0.44065934000000195,38,2263869
srad_wm2_jas,0.4523470839260313,6.73073285089032e-5,0.6776937652173917,38,2263869
srad_wm2_ond,0.21763869132290184,0.05601363814589577,0.2636876000000004,38,2263869
srad_wm2_jfm,0.3285917496443812,0.0038336110917904787,0.3814814777777763,38,2263869
pdsi_cy,0,1,-0,38,2263869
pdsi_amj,0,1,-0,38,2263869
pdsi_jas,0,1,-0,38,2263869
pdsi_ond,0,1,-0,38,2263869
pdsi_jfm,0,1,-0,38,2263869
annualfractionnoflow,-0.05546218487394958,0.6422775737311266,-0,35,2264000
zeroflowfirst,NA,NA,NA,23,2264000
peak2z_length,NA,NA,NA,24,2264000
p_mm_cy,0.06970128022759602,0.546208417913761,2.5,38,2264000
p_mm_amj,0.12802275960170698,0.26314527641187535,2.2142857142857144,38,2264000
p_mm_jas,0.19203413940256045,0.092058968036413,2.25,38,2264000
p_mm_ond,-0.15220483641536273,0.1825867512981323,-1.8076923076923077,38,2264000
p_mm_jfm,-0.13940256045519203,0.22262749043638297,-2.0384615384615383,38,2264000
pet_mm_cy,0.39260312944523473,5.425411590935791e-4,3.5789473684210527,38,2264000
pet_mm_amj,0.30867709815078237,0.006591245565612303,1.3478260869565217,38,2264000
pet_mm_jas,0.4395448079658606,1.063538311880663e-4,1.1538461538461537,38,2264000
pet_mm_ond,0.31436699857752487,0.005637490624793129,0.6129032258064516,38,2264000
pet_mm_jfm,0.17496443812233287,0.12482708145257493,0.5,38,2264000
T_max_c_cy,0.12375533428165007,0.279615358042137,0.009564867058823456,38,2264000
T_max_c_amj,0.22617354196301565,0.04699325890555883,0.021799821891891835,38,2264000
T_max_c_jas,0.015647226173541962,0.899954323586782,0.0010869566666667479,38,2264000
T_max_c_ond,0.10099573257467995,0.3788412517838009,0.014246894642857047,38,2264000
T_max_c_jfm,0.13229018492176386,0.24742959333188774,0.018814814666666752,38,2264000
T_min_c_cy,0.155049786628734,0.17453803699062687,0.013574097272727282,38,2264000
T_min_c_amj,0.3058321479374111,0.007136906790599307,0.03145604406250002,38,2264000
T_min_c_jas,0.3940256045519203,5.207574018217809e-4,0.028019323333333308,38,2264000
T_min_c_ond,0.0953058321479374,0.4066825687346334,0.016425120740740776,38,2264000
T_min_c_jfm,0.001422475106685633,1,9.259250000000681e-5,38,2264000
pcumdist10days,-0.13940256045519203,0.22221285617992104,-0.30434782608695654,38,2264000
pcumdist50days,-0.13940256045519203,0.22199311636391816,-0.3076923076923077,38,2264000
pcumdist90days,-0.20483641536273114,0.07203883667957722,-1,38,2264000
swe_mm_cy,0,1,0,37,2264000
swe_mm_amj,0,1,0,36,2264000
swe_mm_jas,0,1,0,36,2264000
swe_mm_ond,0,1,0,36,2264000
swe_mm_jfm,0,1,0,36,2264000
srad_wm2_cy,0.44096728307254623,1.0231910339242312e-4,0.45960745599999997,38,2264000
srad_wm2_amj,0.26600284495021337,0.019367840358964994,0.44835164799999805,38,2264000
srad_wm2_jas,0.4480796586059744,7.89457687861983e-5,0.663043475000002,38,2264000
srad_wm2_ond,0.2147937411095306,0.059323836552730214,0.25217391333333317,38,2264000
srad_wm2_jfm,0.3285917496443812,0.0038336110917904787,0.38245614210526324,38,2264000
pdsi_cy,0,1,-0,38,2264000
pdsi_amj,0,1,-0,38,2264000
pdsi_jas,0,1,-0,38,2264000
pdsi_ond,0,1,-0,38,2264000
pdsi_jfm,0,1,-0,38,2264000
annualfractionnoflow,-0.30952380952380953,0.00700852166687449,-0.004411819706250001,36,2266200
zeroflowfirst,NA,NA,NA,24,2266200
peak2z_length,NA,NA,NA,22,2266200
p_mm_cy,0.08108108108108109,0.48141616651791197,2.28,38,2266200
p_mm_amj,0.11806543385490754,0.30258950281847774,2,38,2266200
p_mm_jas,0.16216216216216217,0.15532776042869267,2,38,2266200
p_mm_ond,-0.1251778093883357,0.27402420942569083,-1.2666666666666666,38,2266200
p_mm_jfm,-0.14366998577524892,0.2086127283107042,-2.3333333333333335,38,2266200
pet_mm_cy,0.40540540540540543,3.556407150002716e-4,3.7,38,2266200
pet_mm_amj,0.3229018492176387,0.004481053789332057,1.3333333333333333,38,2266200
pet_mm_jas,0.44096728307254623,1.0120292907034312e-4,1.125,38,2266200
pet_mm_ond,0.3157894736842105,0.0053661428030149505,0.6111111111111112,38,2266200
pet_mm_jfm,0.2034139402560455,0.07398320394066582,0.5,38,2266200
T_max_c_cy,0.17496443812233287,0.1250856595446186,0.01410958999999945,38,2266200
T_max_c_amj,0.2631578947368421,0.020709970695329094,0.026502908823529438,38,2266200
T_max_c_jas,0.06970128022759602,0.546208417913761,0.005370844117647146,38,2266200
T_max_c_ond,0.13086770981507823,0.25256817091132033,0.01725543500000004,38,2266200
T_max_c_jfm,0.08392603129445235,0.4658973881161268,0.016601307647058947,38,2266200
T_min_c_cy,0.12091038406827881,0.2909499400610436,0.012460274000000026,38,2266200
T_min_c_amj,0.2773826458036984,0.014730025500938382,0.029120879999999794,38,2266200
T_min_c_jas,0.3613086770981508,0.0014679635932801638,0.027006688846153946,38,2266200
T_min_c_ond,0.07539118065433854,0.5132799413524289,0.01226707999999986,38,2266200
T_min_c_jfm,-0.00995732574679943,0.9398714539943918,-0.0020512815384615434,38,2266200
pcumdist10days,-0.1166429587482219,0.3076685544018798,-0.25,38,2266200
pcumdist50days,-0.10953058321479374,0.33911360013116143,-0.28,38,2266200
pcumdist90days,-0.22190611664295876,0.05111092320849986,-1.0869565217391304,38,2266200
swe_mm_cy,0,1,0,37,2266200
swe_mm_amj,0,1,0,36,2266200
swe_mm_jas,0,1,0,36,2266200
swe_mm_ond,0,1,0,36,2266200
swe_mm_jfm,0,1,0,36,2266200
srad_wm2_cy,0.42816500711237554,1.6222270366861302e-4,0.4374877999999853,38,2266200
srad_wm2_amj,0.24893314366998578,0.028705209691544775,0.41025641250000194,38,2266200
srad_wm2_jas,0.4366998577524893,1.1957157384956396e-4,0.6446124739130438,38,2266200
srad_wm2_ond,0.2147937411095306,0.059323836552730214,0.2619047619047619,38,2266200
srad_wm2_jfm,0.3399715504978663,0.0027705338603001284,0.3879629638888886,38,2266200
pdsi_cy,0,1,-0,38,2266200
pdsi_amj,0,1,-0,38,2266200
pdsi_jas,0,1,-0,38,2266200
pdsi_ond,0,1,-0,38,2266200
pdsi_jfm,0,1,-0,38,2266200
annualfractionnoflow,0.6258064516129033,5.934858537948173e-7,0.036529680333333335,31,2266205
zeroflowfirst,NA,NA,NA,24,2266205
peak2z_length,NA,NA,NA,19,2266205
p_mm_cy,0.07965860597439545,0.48924546788379586,2.473684210526316,38,2266205
p_mm_amj,0.12091038406827881,0.2909499400610436,2,38,2266205
p_mm_jas,0.1678520625889047,0.14122035537766453,2.0588235294117645,38,2266205
p_mm_ond,-0.1251778093883357,0.27402420942569083,-1.2608695652173914,38,2266205
p_mm_jfm,-0.14366998577524892,0.20854076979664038,-2.3333333333333335,38,2266205
pet_mm_cy,0.406827880512091,3.3931169162726427e-4,3.7058823529411766,38,2266205
pet_mm_amj,0.32147937411095306,0.0046642741456410786,1.3333333333333333,38,2266205
pet_mm_jas,0.44096728307254623,1.0086135129561136e-4,1.1111111111111112,38,2266205
pet_mm_ond,0.3157894736842105,0.0053661428030149505,0.6086956521739131,38,2266205
pet_mm_jfm,0.2034139402560455,0.07398320394066582,0.5,38,2266205
T_max_c_cy,0.16642958748221906,0.14474658718199307,0.014223744166666682,38,2266205
T_max_c_amj,0.2631578947368421,0.020709970695329094,0.026244344117647162,38,2266205
T_max_c_jas,0.07254623044096728,0.5296140782563046,0.005370844117646728,38,2266205
T_max_c_ond,0.12944523470839261,0.2578567219573973,0.01731366464285714,38,2266205
T_max_c_jfm,0.08392603129445235,0.4658973881161268,0.016666666470588107,38,2266205
T_min_c_cy,0.12091038406827881,0.2909499400610436,0.01199034300000008,38,2266205
T_min_c_amj,0.27311522048364156,0.016331419185524165,0.02956043933333324,38,2266205
T_min_c_jas,0.3627311522048364,0.0014067436392866117,0.027018633571428703,38,2266205
T_min_c_ond,0.07823613086770982,0.4972120881203259,0.012432064999999937,38,2266205
T_min_c_jfm,-0.00995732574679943,0.9398714539943918,-0.002307692307692395,38,2266205
pcumdist10days,-0.11806543385490754,0.30169638709291013,-0.25,38,2266205
pcumdist50days,-0.10241820768136557,0.37187958732136583,-0.26666666666666666,38,2266205
pcumdist90days,-0.21621621621621623,0.05732654898340295,-1.088235294117647,38,2266205
swe_mm_cy,0,1,0,37,2266205
swe_mm_amj,0,1,0,36,2266205
swe_mm_jas,0,1,0,36,2266205
swe_mm_ond,0,1,0,36,2266205
swe_mm_jfm,0,1,0,36,2266205
srad_wm2_cy,0.42816500711237554,1.6222270366861302e-4,0.4363478857142858,38,2266205
srad_wm2_amj,0.24893314366998578,0.028705209691544775,0.41208791249999877,38,2266205
srad_wm2_jas,0.4366998577524893,1.1957157384956396e-4,0.64555765652174,38,2266205
srad_wm2_ond,0.2147937411095306,0.059323836552730214,0.26157082903225803,38,2266205
srad_wm2_jfm,0.3413940256045519,0.002656483366566542,0.38803418461538486,38,2266205
pdsi_cy,0,1,-0,38,2266205
pdsi_amj,0,1,-0,38,2266205
pdsi_jas,0,1,-0,38,2266205
pdsi_ond,0,1,-0,38,2266205
pdsi_jfm,0,1,-0,38,2266205
annualfractionnoflow,-0.06060606060606061,0.5544463048014621,-0,34,2266500
zeroflowfirst,NA,NA,NA,11,2266500
peak2z_length,NA,NA,NA,10,2266500
p_mm_cy,0.10241820768136557,0.3719552172005498,3.2142857142857144,38,2266500
p_mm_amj,0.16073968705547653,0.15911527765643196,2.357142857142857,38,2266500
p_mm_jas,0.21052631578947367,0.06457109226002711,2.769230769230769,38,2266500
p_mm_ond,-0.12091038406827881,0.2908736759458188,-1.3333333333333333,38,2266500
p_mm_jfm,-0.14082503556187767,0.21793165186589158,-2.269230769230769,38,2266500
pet_mm_cy,0.4139402560455192,2.6511595725997594e-4,3.5,38,2266500
pet_mm_amj,0.3129445234708393,0.005888973793320762,1.3103448275862069,38,2266500
pet_mm_jas,0.4438122332859175,9.121219911123468e-5,1.0769230769230769,38,2266500
pet_mm_ond,0.28733997155049784,0.011368696714450177,0.56,38,2266500
pet_mm_jfm,0.18207681365576103,0.10998184937836575,0.52,38,2266500
T_max_c_cy,0.12375533428165007,0.279615358042137,0.012294520416666602,38,2266500
T_max_c_amj,0.2233285917496444,0.04985369772147075,0.022893773333333495,38,2266500
T_max_c_jas,0.05547652916073969,0.632840693851598,0.002639751428571202,38,2266500
T_max_c_ond,0.11522048364153627,0.3145346985861923,0.014328063181818057,38,2266500
T_max_c_jfm,0.09815078236130868,0.3926123103751684,0.01772222249999995,38,2266500
T_min_c_cy,0.15647226173541964,0.17054774417666874,0.012936864285714072,38,2266500
T_min_c_amj,0.30867709815078237,0.006616949511313308,0.029532966874999955,38,2266500
T_min_c_jas,0.3840682788051209,7.193142121653118e-4,0.028260870000000042,38,2266500
T_min_c_ond,0.07539118065433854,0.5132799413524289,0.013604488064516092,38,2266500
T_min_c_jfm,0.00995732574679943,0.9398714539943918,0.0033671456153846055,38,2266500
pcumdist10days,-0.13655761024182078,0.23179443331295602,-0.2916666666666667,38,2266500
pcumdist50days,-0.14082503556187767,0.21734921334997992,-0.29411764705882354,38,2266500
pcumdist90days,-0.22617354196301565,0.04679594351386207,-1.1428571428571428,38,2266500
swe_mm_cy,0,1,0,37,2266500
swe_mm_amj,0,1,0,36,2266500
swe_mm_jas,0,1,0,36,2266500
swe_mm_ond,0,1,0,36,2266500
swe_mm_jfm,0,1,0,36,2266500
srad_wm2_cy,0.4395448079658606,1.0788099856262612e-4,0.4469519999999999,38,2266500
srad_wm2_amj,0.2603129445234708,0.022132474436973526,0.42994505416666584,38,2266500
srad_wm2_jas,0.45092460881934565,7.105598793399892e-5,0.6693840583333331,38,2266500
srad_wm2_ond,0.2147937411095306,0.059323836552730214,0.2681159407407405,38,2266500
srad_wm2_jfm,0.33712660028449504,0.0030029227690115956,0.3861111125000001,38,2266500
pdsi_cy,0,1,-0,38,2266500
pdsi_amj,0,1,-0,38,2266500
pdsi_jas,0,1,-0,38,2266500
pdsi_ond,0,1,-0,38,2266500
pdsi_jfm,0,1,-0,38,2266500
annualfractionnoflow,-0.5720430107526882,6.646639851837222e-6,-0.019178082199999995,31,2291580
zeroflowfirst,NA,NA,NA,29,2291580
peak2z_length,NA,NA,NA,26,2291580
p_mm_cy,0.1721194879089616,0.13133275604372385,4.888888888888889,38,2291580
p_mm_amj,0.22048364153627312,0.0528212494390905,3,38,2291580
p_mm_jas,0.24466571834992887,0.03153105215644314,3.25,38,2291580
p_mm_ond,-0.029871977240398292,0.8013318942594871,-0.3,38,2291580
p_mm_jfm,-0.21763869132290184,0.05597482146153365,-2.1666666666666665,38,2291580
pet_mm_cy,0.18776671408250356,0.09949431996755931,1.5833333333333333,38,2291580
pet_mm_amj,0.14082503556187767,0.21754348080362718,0.5,38,2291580
pet_mm_jas,0.14935988620199148,0.19055906092582742,0.36363636363636365,38,2291580
pet_mm_ond,0.05263157894736842,0.6506215671887592,0.125,38,2291580
pet_mm_jfm,0.09103840682788052,0.42767295398402827,0.21428571428571427,38,2291580
T_max_c_cy,-0.012802275960170697,0.9198876540782883,-7.165438461538105e-4,38,2291580
T_max_c_amj,0.03698435277382646,0.7532761413588642,0.005563186875000126,38,2291580
T_max_c_jas,-0.22475106685633,0.04838799156317419,-0.01784107965517244,38,2291580
T_max_c_ond,0.004267425320056899,0.9799402562507284,4.658385714283294e-4,38,2291580
T_max_c_jfm,0.112375533428165,0.32678580538480584,0.017481481333333448,38,2291580
T_min_c_cy,0.20056899004267426,0.07839650345012883,0.01725178076923078,38,2291580
T_min_c_amj,0.30440967283072545,0.007405716871607737,0.03366633363636366,38,2291580
T_min_c_jas,0.3812233285917496,7.880340841157629e-4,0.02493606176470585,38,2291580
T_min_c_ond,0.10668563300142248,0.35220493219511173,0.021949509032258084,38,2291580
T_min_c_jfm,0.07681365576102418,0.5051787129053549,0.010439560499999967,38,2291580
pcumdist10days,-0.10526315789473684,0.3572386581038993,-0.14285714285714285,38,2291580
pcumdist50days,-0.23897581792318634,0.035465678375459886,-0.37142857142857144,38,2291580
pcumdist90days,-0.2972972972972973,0.008887932153225808,-1.8333333333333333,38,2291580
swe_mm_cy,0,1,0,37,2291580
swe_mm_amj,0,1,0,36,2291580
swe_mm_jas,0,1,0,36,2291580
swe_mm_ond,0,1,0,36,2291580
swe_mm_jfm,0,1,0,36,2291580
srad_wm2_cy,0.25177809388335703,0.02692142348272375,0.23864455789473774,38,2291580
srad_wm2_amj,0.08108108108108109,0.48141616651791197,0.1357142849999974,38,2291580
srad_wm2_jas,0.31152204836415365,0.006131307648371331,0.35833333333333334,38,2291580
srad_wm2_ond,0.13940256045519203,0.22262749043638297,0.14198369374999942,38,2291580
srad_wm2_jfm,0.30014224751066854,0.008288156680590353,0.35347222187500016,38,2291580
pdsi_cy,0,1,-0,38,2291580
pdsi_amj,0,1,-0,38,2291580
pdsi_jas,0,1,-0,38,2291580
pdsi_ond,0,1,-0,38,2291580
pdsi_jfm,0,1,-0,38,2291580
annualfractionnoflow,0.2958748221906117,0.007821460940039326,0.001916556105263158,38,2292900
zeroflowfirst,NA,NA,NA,25,2292900
peak2z_length,NA,NA,NA,25,2292900
p_mm_cy,0.17923186344238975,0.11598283819870692,5.6,38,2292900
p_mm_amj,0.22048364153627312,0.05285871980753898,4,38,2292900
p_mm_jas,0.44950213371266,7.460865070640921e-5,3.8421052631578947,38,2292900
p_mm_ond,-0.10668563300142248,0.35212881058045653,-0.8888888888888888,38,2292900
p_mm_jfm,-0.22901849217638692,0.04419390662040423,-3.1818181818181817,38,2292900
pet_mm_cy,0.4139402560455192,2.6531434507881535e-4,2.962962962962963,38,2292900
pet_mm_amj,0.25604551920341395,0.02430894910536474,0.8888888888888888,38,2292900
pet_mm_jas,0.3684210526315789,0.0011635804001779437,0.8823529411764706,38,2292900
pet_mm_ond,0.2930298719772404,0.009890911020095539,0.5,38,2292900
pet_mm_jfm,0.3058321479374111,0.007097552126067219,0.8571428571428571,38,2292900
T_max_c_cy,0.17780938833570412,0.11901621744361224,0.014356163999999972,38,2292900
T_max_c_amj,0.17780938833570412,0.11901621744361224,0.017770800571428578,38,2292900
T_max_c_jas,-0.015647226173541962,0.899954323586782,-9.782610000002023e-4,38,2292900
T_max_c_ond,0.08392603129445235,0.4658973881161268,0.00710403714285717,38,2292900
T_max_c_jfm,0.12091038406827881,0.2909499400610436,0.022741148076923068,38,2292900
T_min_c_cy,0.11806543385490754,0.30258950281847774,0.013118452941176424,38,2292900
T_min_c_amj,0.2802275960170697,0.013736033704724093,0.02828652814814808,38,2292900
T_min_c_jas,0.422475106685633,1.9821251442775356e-4,0.028260869999999962,38,2292900
T_min_c_ond,0.059743954480796585,0.6062114699256704,0.01314229227272728,38,2292900
T_min_c_jfm,-0.03840682788051209,0.7437665722846407,-0.006171754000000007,38,2292900
pcumdist10days,-0.11806543385490754,0.301951888956681,-0.2,38,2292900
pcumdist50days,-0.2147937411095306,0.05873490275497795,-0.38095238095238093,38,2292900
pcumdist90days,-0.3442389758179232,0.0024411069326739643,-2.2,38,2292900
swe_mm_cy,0,1,0,37,2292900
swe_mm_amj,0,1,0,36,2292900
swe_mm_jas,0,1,0,36,2292900
swe_mm_ond,0,1,0,36,2292900
swe_mm_jfm,0,1,0,36,2292900
srad_wm2_cy,0.2972972972972973,0.00892389002816163,0.2842465749999998,38,2292900
srad_wm2_amj,0.07539118065433854,0.5132799413524289,0.15449257058823457,38,2292900
srad_wm2_jas,0.33712660028449504,0.003007507658724373,0.47282608333333087,38,2292900
srad_wm2_ond,0.14366998577524892,0.20868467068315733,0.17310788888888884,38,2292900
srad_wm2_jfm,0.33712660028449504,0.003007507658724373,0.4010989000000009,38,2292900
pdsi_cy,0,1,-0,38,2292900
pdsi_amj,0,1,-0,38,2292900
pdsi_jas,0,1,-0,38,2292900
pdsi_ond,0,1,-0,38,2292900
pdsi_jfm,0,1,-0,38,2292900
annualfractionnoflow,0.07308377896613191,0.5524675118803724,0.0030054644500000006,34,2294491
zeroflowfirst,NA,NA,NA,29,2294491
peak2z_length,0.05057471264367816,0.7077789708670263,0.02243589743589746,30,2294491
p_mm_cy,0.11806543385490754,0.30258950281847774,3.4642857142857144,38,2294491
p_mm_amj,0.16216216216216217,0.15532776042869267,2.4444444444444446,38,2294491
p_mm_jas,0.2361308677098151,0.03803027915545232,3.16,38,2294491
p_mm_ond,-0.13513513513513514,0.23715301689435386,-1.2608695652173914,38,2294491
p_mm_jfm,-0.10810810810810811,0.345621328285334,-1.6842105263157894,38,2294491
pet_mm_cy,0.36984352773826457,0.0011243362955475344,2.8461538461538463,38,2294491
pet_mm_amj,0.2631578947368421,0.020556160521045364,0.9310344827586207,38,2294491
pet_mm_jas,0.4395448079658606,1.0671168675413512e-4,1.04,38,2294491
pet_mm_ond,0.24324324324324326,0.03230551921709268,0.4444444444444444,38,2294491
pet_mm_jfm,0.10526315789473684,0.3584842524220446,0.3125,38,2294491
T_max_c_cy,-0.044096728307254626,0.706056827224919,-0.004332191875000002,38,2294491
T_max_c_amj,0.08677098150782361,0.4506605258238301,0.006170752307692185,38,2294491
T_max_c_jas,-0.22048364153627312,0.0528212494390905,-0.014970355454545564,38,2294491
T_max_c_ond,0.004267425320056899,0.9799402562507284,8.361207692308115e-4,38,2294491
T_max_c_jfm,0.03556187766714083,0.7628611639449314,0.006737272173913033,38,2294491
T_min_c_cy,0.2233285917496444,0.04985369772147075,0.018477929999999927,38,2294491
T_min_c_amj,0.3328591749644381,0.0033952384134812164,0.03968253972222227,38,2294491
T_min_c_jas,0.4480796586059744,7.89457687861983e-5,0.033528428461538556,38,2294491
T_min_c_ond,0.12091038406827881,0.2909499400610436,0.02559288545454542,38,2294491
T_min_c_jfm,0.02275960170697013,0.850411446414006,0.005455162222222161,38,2294491
pcumdist10days,-0.10953058321479374,0.338603638987383,-0.16666666666666666,38,2294491
pcumdist50days,-0.19203413940256045,0.09171625509184489,-0.4,38,2294491
pcumdist90days,-0.26458036984352773,0.019980070046855092,-1.1666666666666667,38,2294491
swe_mm_cy,0,1,0,37,2294491
swe_mm_amj,0,1,0,36,2294491
swe_mm_jas,0,1,0,36,2294491
swe_mm_ond,0,1,0,36,2294491
swe_mm_jfm,0,1,0,36,2294491
srad_wm2_cy,0.42816500711237554,1.6222270366861302e-4,0.4563728454545457,38,2294491
srad_wm2_amj,0.24039829302987198,0.03467958795505921,0.40552995483870935,38,2294491
srad_wm2_jas,0.422475106685633,1.9821251442775356e-4,0.6572889999999999,38,2294491
srad_wm2_ond,0.2233285917496444,0.04985369772147075,0.24812593448275827,38,2294491
srad_wm2_jfm,0.3485064011379801,0.0021582513207520915,0.383010642857142,38,2294491
pdsi_cy,0,1,-0,38,2294491
pdsi_amj,0,1,-0,38,2294491
pdsi_jas,0,1,-0,38,2294491
pdsi_ond,0,1,-0,38,2294491
pdsi_jfm,0,1,-0,38,2294491
annualfractionnoflow,0.012012012012012012,0.9222804432925498,0,37,2297155
zeroflowfirst,NA,NA,NA,19,2297155
peak2z_length,NA,NA,NA,21,2297155
p_mm_cy,0.1251778093883357,0.27402420942569083,4.333333333333333,38,2297155
p_mm_amj,0.16358463726884778,0.15173678409927627,2.9166666666666665,38,2297155
p_mm_jas,0.20625889046941678,0.07024086338946312,3.4,38,2297155
p_mm_ond,-0.1166429587482219,0.30840914945219833,-0.8095238095238095,38,2297155
p_mm_jfm,-0.17354196301564723,0.1281190529741294,-2.1,38,2297155
pet_mm_cy,0.2759601706970128,0.015204757077458941,2.2,38,2297155
pet_mm_amj,0.19203413940256045,0.09176766568277617,0.6363636363636364,38,2297155
pet_mm_jas,0.3385490753911807,0.002875721202493464,0.7894736842105263,38,2297155
pet_mm_ond,0.1721194879089616,0.1308650721491762,0.3333333333333333,38,2297155
pet_mm_jfm,0.07823613086770982,0.4963714391820555,0.2,38,2297155
T_max_c_cy,0.04694167852062589,0.6874625535563468,0.004082191500000043,38,2297155
T_max_c_amj,0.14082503556187767,0.21793165186589158,0.014350355294117467,38,2297155
T_max_c_jas,-0.15362731152204837,0.17852833187966866,-0.010117056923076663,38,2297155
T_max_c_ond,-0.015647226173541962,0.899954323586782,-8.152175000000206e-4,38,2297155
T_max_c_jfm,0.07823613086770982,0.4972120881203259,0.014444444642857133,38,2297155
T_min_c_cy,0.007112375533428165,0.959893189819583,0.0010909904545454456,38,2297155
T_min_c_amj,0.2119487908961593,0.06279476272993412,0.018984463793103513,38,2297155
T_min_c_jas,0.38264580369843526,7.536743083065289e-4,0.02414596285714283,38,2297155
T_min_c_ond,-0.00995732574679943,0.9398714539943918,-0.001426630625000036,38,2297155
T_min_c_jfm,-0.08392603129445235,0.4658973881161268,-0.01740740737499998,38,2297155
pcumdist10days,-0.07823613086770982,0.49634866101810404,-0.1111111111111111,38,2297155
pcumdist50days,-0.24182076813655762,0.033405549871873275,-0.46153846153846156,38,2297155
pcumdist90days,-0.34708392603129445,0.0022369449153263332,-1.7142857142857142,38,2297155
swe_mm_cy,0.03003003003003003,0.3735966374564359,0,37,2297155
swe_mm_amj,0,1,0,36,2297155
swe_mm_jas,0,1,0,36,2297155
swe_mm_ond,0,1,0,36,2297155
swe_mm_jfm,0.03333333333333333,0.3357373020359409,0,36,2297155
srad_wm2_cy,0.3883357041251778,6.272293691227393e-4,0.3739725999999998,38,2297155
srad_wm2_amj,0.20625889046941678,0.07024086338946312,0.29963370000000017,38,2297155
srad_wm2_jas,0.40540540540540543,3.564079960705069e-4,0.5686758909090912,38,2297155
srad_wm2_ond,0.19487908961593173,0.08730673860921656,0.25051760000000034,38,2297155
srad_wm2_jfm,0.3456614509246088,0.0023469904045185785,0.3741258727272726,38,2297155
pdsi_cy,0,1,-0,38,2297155
pdsi_amj,0,1,-0,38,2297155
pdsi_jas,0,1,-0,38,2297155
pdsi_ond,0,1,-0,38,2297155
pdsi_jfm,0,1,-0,38,2297155
annualfractionnoflow,0.167816091954023,0.1614157219349579,-0,30,2298202
zeroflowfirst,NA,NA,NA,14,2298202
peak2z_length,NA,NA,NA,13,2298202
p_mm_cy,0.16500711237553342,0.1481458093820318,5.5,38,2298202
p_mm_amj,0.18207681365576103,0.11031963971553482,2.727272727272727,38,2298202
p_mm_jas,0.3485064011379801,0.0021582513207520915,4.52,38,2298202
p_mm_ond,-0.06685633001422475,0.5627270192806564,-0.5,38,2298202
p_mm_jfm,-0.23470839260312945,0.03916544241814024,-2.2222222222222223,38,2298202
pet_mm_cy,0.37980085348506404,8.201895846007279e-4,3.6296296296296298,38,2298202
pet_mm_amj,0.2460881934566145,0.030537220201316995,1,38,2298202
pet_mm_jas,0.41251778093883357,2.7828598835477614e-4,1.0909090909090908,38,2298202
pet_mm_ond,0.39971550497866287,4.2116142437964577e-4,0.7037037037037037,38,2298202
pet_mm_jfm,0.25889046941678523,0.02269932695652188,0.8571428571428571,38,2298202
T_max_c_cy,0.1379800853485064,0.22746955681557246,0.010821917857142895,38,2298202
T_max_c_amj,0.16642958748221906,0.14474658718199307,0.014560439999999453,38,2298202
T_max_c_jas,-0.03840682788051209,0.7437665722846407,-0.0035714285714283684,38,2298202
T_max_c_ond,0.1379800853485064,0.22746955681557246,0.009782604999999833,38,2298202
T_max_c_jfm,0.14082503556187767,0.21793165186589158,0.025776964000000173,38,2298202
T_min_c_cy,0.06970128022759602,0.546208417913761,0.005403348333333311,38,2298202
T_min_c_amj,0.23044096728307253,0.04294580900586231,0.023972324074074066,38,2298202
T_min_c_jas,0.3940256045519203,5.207574018217809e-4,0.025000000000000355,38,2298202
T_min_c_ond,0.015647226173541962,0.899954323586782,0.0027459952631579206,38,2298202
T_min_c_jfm,-0.08108108108108109,0.48141616651791197,-0.01631633323076911,38,2298202
pcumdist10days,-0.09957325746799431,0.38497466024319205,-0.16129032258064516,38,2298202
pcumdist50days,-0.1593172119487909,0.16223878349370624,-0.2777777777777778,38,2298202
pcumdist90days,-0.34992887624466573,0.00205962605400023,-2,38,2298202
swe_mm_cy,0,1,0,37,2298202
swe_mm_amj,0,1,0,36,2298202
swe_mm_jas,0,1,0,36,2298202
