predictor,boruta_decision,boruta_imp_median,metric,region_rf
p.pet_ond,Confirmed,4.98086382436499,zeroflowfirst,Eastern Forests
swe.p_ond,Rejected,-Inf,zeroflowfirst,Eastern Forests
p_mm_cy.previous,Confirmed,6.968188098404459,zeroflowfirst,Eastern Forests
p_mm_jas.previous,Confirmed,5.331721264982044,zeroflowfirst,Eastern Forests
p_mm_ond.previous,Confirmed,8.484598878329223,zeroflowfirst,Eastern Forests
p_mm_jfm.previous,Confirmed,8.824304009335492,zeroflowfirst,Eastern Forests
p_mm_amj.previous,Rejected,-Inf,zeroflowfirst,Eastern Forests
pet_mm_cy.previous,Confirmed,5.165123330880412,zeroflowfirst,Eastern Forests
pet_mm_jas.previous,Confirmed,4.552099584385588,zeroflowfirst,Eastern Forests
pet_mm_ond.previous,Confirmed,6.074707883692466,zeroflowfirst,Eastern Forests
pet_mm_jfm.previous,Confirmed,9.839198583881373,zeroflowfirst,Eastern Forests
pet_mm_amj.previous,Confirmed,5.147761367552372,zeroflowfirst,Eastern Forests
T_max_c_cy.previous,Confirmed,8.108913059451941,zeroflowfirst,Eastern Forests
T_max_c_jas.previous,Confirmed,4.901330773624293,zeroflowfirst,Eastern Forests
T_max_c_ond.previous,Confirmed,6.129480327968396,zeroflowfirst,Eastern Forests
T_max_c_jfm.previous,Confirmed,10.170428004521568,zeroflowfirst,Eastern Forests
T_max_c_amj.previous,Confirmed,5.587186804695973,zeroflowfirst,Eastern Forests
swe_mm_cy.previous,Rejected,2.54549321440744,zeroflowfirst,Eastern Forests
swe_mm_jas.previous,Rejected,-Inf,zeroflowfirst,Eastern Forests
swe_mm_ond.previous,Rejected,-Inf,zeroflowfirst,Eastern Forests
swe_mm_jfm.previous,Rejected,-Inf,zeroflowfirst,Eastern Forests
swe_mm_amj.previous,Rejected,-Inf,zeroflowfirst,Eastern Forests
p.pet_cy.previous,Confirmed,10.060718312191204,zeroflowfirst,Eastern Forests
swe.p_cy.previous,Tentative,2.8924079989431637,zeroflowfirst,Eastern Forests
p.pet_jfm.previous,Confirmed,11.922012672411165,zeroflowfirst,Eastern Forests
swe.p_jfm.previous,Tentative,2.786260886006071,zeroflowfirst,Eastern Forests
p.pet_amj.previous,Tentative,3.336426548725376,zeroflowfirst,Eastern Forests
swe.p_amj.previous,Rejected,-Inf,zeroflowfirst,Eastern Forests
p.pet_jas.previous,Confirmed,5.607204937391497,zeroflowfirst,Eastern Forests
swe.p_jas.previous,Rejected,-Inf,zeroflowfirst,Eastern Forests
p.pet_ond.previous,Confirmed,9.183865895202047,zeroflowfirst,Eastern Forests
swe.p_ond.previous,Rejected,1.795529998316783,zeroflowfirst,Eastern Forests
dams_n,Confirmed,8.102791841735248,zeroflowfirst,Western Mountains
maxstorage_af,Confirmed,12.487554007790596,zeroflowfirst,Western Mountains
normstorage_af,Confirmed,12.317313156422507,zeroflowfirst,Western Mountains
majordams_n,Confirmed,10.339343261038739,zeroflowfirst,Western Mountains
wuse_mm,Confirmed,9.442962947631415,zeroflowfirst,Western Mountains
irrig_prc,Confirmed,6.646065995586477,zeroflowfirst,Western Mountains
lulc_water_prc,Confirmed,10.938187279976576,zeroflowfirst,Western Mountains
lulc_dev_prc,Confirmed,6.665975414219678,zeroflowfirst,Western Mountains
lulc_wetland_prc,Confirmed,7.377973164452772,zeroflowfirst,Western Mountains
lulc_forest_prc,Confirmed,10.387786789391344,zeroflowfirst,Western Mountains
lulc_barren_prc,Confirmed,9.783625283754324,zeroflowfirst,Western Mountains
lulc_grass_prc,Confirmed,9.685389701973223,zeroflowfirst,Western Mountains
lulc_ag_prc,Confirmed,6.672039241963888,zeroflowfirst,Western Mountains
drain_sqkm,Confirmed,9.287460906292777,zeroflowfirst,Western Mountains
elev_mean_m_basin,Confirmed,9.23888821357302,zeroflowfirst,Western Mountains
slope_pct,Confirmed,9.120423110534862,zeroflowfirst,Western Mountains
awcave,Confirmed,7.377446446195069,zeroflowfirst,Western Mountains
permave,Confirmed,8.431440200534837,zeroflowfirst,Western Mountains
topwet,Confirmed,7.854624317805336,zeroflowfirst,Western Mountains
depth_bedrock_m,Confirmed,8.388556285128043,zeroflowfirst,Western Mountains
porosity,Confirmed,10.595677984206613,zeroflowfirst,Western Mountains
storage_m,Confirmed,8.843322839947248,zeroflowfirst,Western Mountains
clayave,Confirmed,8.009437114774741,zeroflowfirst,Western Mountains
siltave,Confirmed,8.848166630386409,zeroflowfirst,Western Mountains
sandave,Confirmed,8.082371433294464,zeroflowfirst,Western Mountains
p_mm_cy,Confirmed,5.047488809319668,zeroflowfirst,Western Mountains
p_mm_jas,Confirmed,5.311585587562625,zeroflowfirst,Western Mountains
p_mm_ond,Confirmed,5.745185438494688,zeroflowfirst,Western Mountains
p_mm_jfm,Confirmed,6.17636761242106,zeroflowfirst,Western Mountains
p_mm_amj,Confirmed,4.715065145803535,zeroflowfirst,Western Mountains
pet_mm_cy,Confirmed,6.6661892509362906,zeroflowfirst,Western Mountains
pet_mm_jas,Confirmed,5.3963932681089455,zeroflowfirst,Western Mountains
pet_mm_ond,Confirmed,5.539220343438065,zeroflowfirst,Western Mountains
pet_mm_jfm,Confirmed,5.963116694245315,zeroflowfirst,Western Mountains
pet_mm_amj,Confirmed,8.192952842322418,zeroflowfirst,Western Mountains
T_max_c_cy,Confirmed,7.116299320471523,zeroflowfirst,Western Mountains
T_max_c_jas,Confirmed,5.9541702440698625,zeroflowfirst,Western Mountains
T_max_c_ond,Confirmed,6.112231367279191,zeroflowfirst,Western Mountains
T_max_c_jfm,Confirmed,5.790197220484786,zeroflowfirst,Western Mountains
T_max_c_amj,Confirmed,5.7612329734476715,zeroflowfirst,Western Mountains
swe_mm_cy,Confirmed,4.887476524184328,zeroflowfirst,Western Mountains
swe_mm_jas,Rejected,-Inf,zeroflowfirst,Western Mountains
swe_mm_ond,Confirmed,4.076686072201823,zeroflowfirst,Western Mountains
swe_mm_jfm,Confirmed,5.110451874761706,zeroflowfirst,Western Mountains
swe_mm_amj,Confirmed,4.9051087570216305,zeroflowfirst,Western Mountains
p.pet_cy,Confirmed,5.913435827473956,zeroflowfirst,Western Mountains
swe.p_cy,Confirmed,5.324873453985531,zeroflowfirst,Western Mountains
p.pet_jfm,Confirmed,5.933943441998474,zeroflowfirst,Western Mountains
swe.p_jfm,Confirmed,4.107241733009148,zeroflowfirst,Western Mountains
p.pet_amj,Confirmed,4.95036717877303,zeroflowfirst,Western Mountains
swe.p_amj,Confirmed,4.968726174798227,zeroflowfirst,Western Mountains
p.pet_jas,Confirmed,5.46089438433859,zeroflowfirst,Western Mountains
swe.p_jas,Rejected,0.8485293064830975,zeroflowfirst,Western Mountains
p.pet_ond,Confirmed,6.039010005827187,zeroflowfirst,Western Mountains
swe.p_ond,Confirmed,4.049167043072438,zeroflowfirst,Western Mountains
p_mm_cy.previous,Confirmed,9.547596054068709,zeroflowfirst,Western Mountains
p_mm_jas.previous,Confirmed,4.772880048783334,zeroflowfirst,Western Mountains
p_mm_ond.previous,Confirmed,7.906916264480195,zeroflowfirst,Western Mountains
p_mm_jfm.previous,Confirmed,9.89126635723111,zeroflowfirst,Western Mountains
p_mm_amj.previous,Confirmed,5.190782463820592,zeroflowfirst,Western Mountains
pet_mm_cy.previous,Confirmed,7.604581363495637,zeroflowfirst,Western Mountains
pet_mm_jas.previous,Confirmed,5.138418564969192,zeroflowfirst,Western Mountains
pet_mm_ond.previous,Confirmed,6.411386458822033,zeroflowfirst,Western Mountains
pet_mm_jfm.previous,Confirmed,7.777057015218786,zeroflowfirst,Western Mountains
pet_mm_amj.previous,Confirmed,6.824890262177605,zeroflowfirst,Western Mountains
T_max_c_cy.previous,Confirmed,6.47899917693574,zeroflowfirst,Western Mountains
T_max_c_jas.previous,Confirmed,6.432092734878006,zeroflowfirst,Western Mountains
T_max_c_ond.previous,Confirmed,6.7292922409449965,zeroflowfirst,Western Mountains
T_max_c_jfm.previous,Confirmed,4.887712574144322,zeroflowfirst,Western Mountains
T_max_c_amj.previous,Confirmed,5.376856454059235,zeroflowfirst,Western Mountains
swe_mm_cy.previous,Confirmed,5.068863345190065,zeroflowfirst,Western Mountains
swe_mm_jas.previous,Rejected,1.842245164790401,zeroflowfirst,Western Mountains
swe_mm_ond.previous,Confirmed,3.42370501101782,zeroflowfirst,Western Mountains
swe_mm_jfm.previous,Confirmed,5.703014153039654,zeroflowfirst,Western Mountains
swe_mm_amj.previous,Confirmed,4.695565800203575,zeroflowfirst,Western Mountains
p.pet_cy.previous,Confirmed,10.096598336979499,zeroflowfirst,Western Mountains
swe.p_cy.previous,Confirmed,4.5025029004735995,zeroflowfirst,Western Mountains
p.pet_jfm.previous,Confirmed,9.655593690024064,zeroflowfirst,Western Mountains
swe.p_jfm.previous,Confirmed,3.769789537046244,zeroflowfirst,Western Mountains
p.pet_amj.previous,Confirmed,5.422179063010641,zeroflowfirst,Western Mountains
swe.p_amj.previous,Confirmed,4.011517006393886,zeroflowfirst,Western Mountains
p.pet_jas.previous,Confirmed,5.150707954306435,zeroflowfirst,Western Mountains
swe.p_jas.previous,Rejected,2.4618736814310287,zeroflowfirst,Western Mountains
p.pet_ond.previous,Confirmed,7.171021193361312,zeroflowfirst,Western Mountains
swe.p_ond.previous,Confirmed,4.3393071993182,zeroflowfirst,Western Mountains
dams_n,Confirmed,10.629804080835793,peak2z_length,National
maxstorage_af,Confirmed,11.817538400052843,peak2z_length,National
normstorage_af,Confirmed,12.081846939343448,peak2z_length,National
majordams_n,Confirmed,9.69430608722695,peak2z_length,National
wuse_mm,Confirmed,17.524025583368914,peak2z_length,National
irrig_prc,Confirmed,13.895578117427064,peak2z_length,National
lulc_water_prc,Confirmed,11.986104039352968,peak2z_length,National
lulc_dev_prc,Confirmed,15.365709774701836,peak2z_length,National
lulc_wetland_prc,Confirmed,10.670568158795616,peak2z_length,National
lulc_forest_prc,Confirmed,10.467343531521227,peak2z_length,National
lulc_barren_prc,Confirmed,12.679660384518016,peak2z_length,National
lulc_grass_prc,Confirmed,12.574710542345667,peak2z_length,National
lulc_ag_prc,Confirmed,12.106462738148316,peak2z_length,National
drain_sqkm,Confirmed,13.900046978375084,peak2z_length,National
elev_mean_m_basin,Confirmed,10.529021809690734,peak2z_length,National
slope_pct,Confirmed,10.843911520130346,peak2z_length,National
awcave,Confirmed,10.776256072034949,peak2z_length,National
permave,Confirmed,10.81487853341152,peak2z_length,National
topwet,Confirmed,9.443445765786379,peak2z_length,National
depth_bedrock_m,Confirmed,13.034260554916814,peak2z_length,National
porosity,Confirmed,12.723118897499477,peak2z_length,National
storage_m,Confirmed,13.3548699250087,peak2z_length,National
clayave,Confirmed,9.331122195839093,peak2z_length,National
siltave,Confirmed,8.360848878270591,peak2z_length,National
sandave,Confirmed,8.486151409977335,peak2z_length,National
p_mm_cy,Confirmed,6.12511877378129,peak2z_length,National
p_mm_jas,Confirmed,7.974133969313073,peak2z_length,National
p_mm_ond,Confirmed,5.537862882196004,peak2z_length,National
p_mm_jfm,Confirmed,6.616331132793387,peak2z_length,National
p_mm_amj,Confirmed,7.650033090503256,peak2z_length,National
pet_mm_cy,Confirmed,7.133298505264034,peak2z_length,National
pet_mm_jas,Confirmed,6.579583792256706,peak2z_length,National
pet_mm_ond,Confirmed,6.993837384842072,peak2z_length,National
pet_mm_jfm,Confirmed,8.637005069377109,peak2z_length,National
pet_mm_amj,Confirmed,8.679059927148911,peak2z_length,National
T_max_c_cy,Confirmed,8.435288137274895,peak2z_length,National
T_max_c_jas,Confirmed,7.0604715725813625,peak2z_length,National
T_max_c_ond,Confirmed,7.243039004541055,peak2z_length,National
T_max_c_jfm,Confirmed,7.285402174753376,peak2z_length,National
T_max_c_amj,Confirmed,7.382022792568267,peak2z_length,National
swe_mm_cy,Confirmed,5.914201755187805,peak2z_length,National
swe_mm_jas,Rejected,-Inf,peak2z_length,National
swe_mm_ond,Confirmed,5.623037640044754,peak2z_length,National
swe_mm_jfm,Confirmed,5.080826119381862,peak2z_length,National
swe_mm_amj,Confirmed,4.221974806500765,peak2z_length,National
p.pet_cy,Confirmed,6.833396684019603,peak2z_length,National
swe.p_cy,Confirmed,5.138712386462356,peak2z_length,National
p.pet_jfm,Confirmed,7.000458832002914,peak2z_length,National
swe.p_jfm,Confirmed,5.114928239059428,peak2z_length,National
p.pet_amj,Confirmed,7.5208449929570005,peak2z_length,National
swe.p_amj,Confirmed,4.961799165247319,peak2z_length,National
p.pet_jas,Confirmed,8.665071925105897,peak2z_length,National
swe.p_jas,Tentative,2.8276882229995746,peak2z_length,National
p.pet_ond,Confirmed,6.399416251025422,peak2z_length,National
swe.p_ond,Confirmed,5.842334591045331,peak2z_length,National
p_mm_cy.previous,Confirmed,8.202823949815524,peak2z_length,National
p_mm_jas.previous,Confirmed,8.963481816738106,peak2z_length,National
p_mm_ond.previous,Confirmed,5.549232811349735,peak2z_length,National
p_mm_jfm.previous,Confirmed,8.8146606211877,peak2z_length,National
p_mm_amj.previous,Confirmed,6.749818582055898,peak2z_length,National
pet_mm_cy.previous,Confirmed,8.288173458244257,peak2z_length,National
pet_mm_jas.previous,Confirmed,7.228583821889434,peak2z_length,National
pet_mm_ond.previous,Confirmed,8.227542971736462,peak2z_length,National
pet_mm_jfm.previous,Confirmed,9.067541063447237,peak2z_length,National
pet_mm_amj.previous,Confirmed,7.415596706672054,peak2z_length,National
T_max_c_cy.previous,Confirmed,8.470401314944576,peak2z_length,National
T_max_c_jas.previous,Confirmed,6.982093091954331,peak2z_length,National
T_max_c_ond.previous,Confirmed,7.486844022846743,peak2z_length,National
T_max_c_jfm.previous,Confirmed,7.772827490574861,peak2z_length,National
T_max_c_amj.previous,Confirmed,7.7457072217911955,peak2z_length,National
swe_mm_cy.previous,Confirmed,5.7867982863812255,peak2z_length,National
swe_mm_jas.previous,Rejected,-Inf,peak2z_length,National
swe_mm_ond.previous,Confirmed,4.758205123016456,peak2z_length,National
swe_mm_jfm.previous,Confirmed,5.20612633373928,peak2z_length,National
swe_mm_amj.previous,Confirmed,4.88545102846924,peak2z_length,National
p.pet_cy.previous,Confirmed,8.456670233375128,peak2z_length,National
swe.p_cy.previous,Confirmed,6.443291629528126,peak2z_length,National
p.pet_jfm.previous,Confirmed,8.873896435154968,peak2z_length,National
swe.p_jfm.previous,Confirmed,5.284409657724024,peak2z_length,National
p.pet_amj.previous,Confirmed,6.762953051962801,peak2z_length,National
swe.p_amj.previous,Confirmed,4.942348827303969,peak2z_length,National
p.pet_jas.previous,Confirmed,8.44197026141777,peak2z_length,National
swe.p_jas.previous,Rejected,-Inf,peak2z_length,National
p.pet_ond.previous,Confirmed,6.22253225361868,peak2z_length,National
swe.p_ond.previous,Confirmed,4.890138825281417,peak2z_length,National
dams_n,Confirmed,6.019288613101451,peak2z_length,North Great Plains
maxstorage_af,Confirmed,6.144284412211662,peak2z_length,North Great Plains
normstorage_af,Confirmed,6.443621882456191,peak2z_length,North Great Plains
majordams_n,Confirmed,5.921928198609712,peak2z_length,North Great Plains
wuse_mm,Confirmed,3.8016656062209746,peak2z_length,North Great Plains
irrig_prc,Confirmed,3.769052655294279,peak2z_length,North Great Plains
lulc_water_prc,Confirmed,3.6125765414620234,peak2z_length,North Great Plains
lulc_dev_prc,Tentative,3.1041027938620536,peak2z_length,North Great Plains
lulc_wetland_prc,Confirmed,5.052344505796204,peak2z_length,North Great Plains
lulc_forest_prc,Confirmed,3.8046297528555484,peak2z_length,North Great Plains
lulc_barren_prc,Tentative,3.0450887273100555,peak2z_length,North Great Plains
lulc_grass_prc,Confirmed,4.015440652999246,peak2z_length,North Great Plains
lulc_ag_prc,Confirmed,4.588305036925722,peak2z_length,North Great Plains
drain_sqkm,Confirmed,6.450379803626316,peak2z_length,North Great Plains
elev_mean_m_basin,Confirmed,4.404951917645982,peak2z_length,North Great Plains
slope_pct,Confirmed,4.172455458673608,peak2z_length,North Great Plains
awcave,Confirmed,5.15286759167519,peak2z_length,North Great Plains
permave,Confirmed,5.69967568742938,peak2z_length,North Great Plains
topwet,Tentative,2.7665438636131987,peak2z_length,North Great Plains
depth_bedrock_m,Confirmed,4.510252900608285,peak2z_length,North Great Plains
porosity,Confirmed,7.063736766796068,peak2z_length,North Great Plains
storage_m,Confirmed,5.319624188848655,peak2z_length,North Great Plains
clayave,Confirmed,5.874939646614192,peak2z_length,North Great Plains
siltave,Confirmed,5.855327274010932,peak2z_length,North Great Plains
sandave,Confirmed,5.319129887003614,peak2z_length,North Great Plains
p_mm_cy,Rejected,-Inf,peak2z_length,North Great Plains
p_mm_jas,Rejected,-Inf,peak2z_length,North Great Plains
p_mm_ond,Rejected,-Inf,peak2z_length,North Great Plains
p_mm_jfm,Rejected,-Inf,peak2z_length,North Great Plains
p_mm_amj,Rejected,-Inf,peak2z_length,North Great Plains
pet_mm_cy,Rejected,0.5227744852131714,peak2z_length,North Great Plains
pet_mm_jas,Rejected,-Inf,peak2z_length,North Great Plains
pet_mm_ond,Tentative,2.337470340351896,peak2z_length,North Great Plains
pet_mm_jfm,Tentative,2.3278327991488963,peak2z_length,North Great Plains
pet_mm_amj,Rejected,-Inf,peak2z_length,North Great Plains
T_max_c_cy,Confirmed,3.391006150764751,peak2z_length,North Great Plains
T_max_c_jas,Rejected,-Inf,peak2z_length,North Great Plains
T_max_c_ond,Confirmed,3.6269777875514486,peak2z_length,North Great Plains
T_max_c_jfm,Confirmed,3.386056906437965,peak2z_length,North Great Plains
T_max_c_amj,Rejected,-Inf,peak2z_length,North Great Plains
swe_mm_cy,Rejected,-Inf,peak2z_length,North Great Plains
swe_mm_jas,Rejected,-Inf,peak2z_length,North Great Plains
swe_mm_ond,Rejected,-Inf,peak2z_length,North Great Plains
swe_mm_jfm,Rejected,-Inf,peak2z_length,North Great Plains
swe_mm_amj,Rejected,-Inf,peak2z_length,North Great Plains
p.pet_cy,Rejected,-Inf,peak2z_length,North Great Plains
swe.p_cy,Rejected,-Inf,peak2z_length,North Great Plains
p.pet_jfm,Rejected,-Inf,peak2z_length,North Great Plains
swe.p_jfm,Tentative,3.294909378472535,peak2z_length,North Great Plains
p.pet_amj,Rejected,-Inf,peak2z_length,North Great Plains
swe.p_amj,Rejected,-Inf,peak2z_length,North Great Plains
p.pet_jas,Rejected,-Inf,peak2z_length,North Great Plains
swe.p_jas,Rejected,-Inf,peak2z_length,North Great Plains
p.pet_ond,Rejected,-Inf,peak2z_length,North Great Plains
swe.p_ond,Rejected,-Inf,peak2z_length,North Great Plains
p_mm_cy.previous,Confirmed,3.308194334018467,peak2z_length,North Great Plains
p_mm_jas.previous,Rejected,-Inf,peak2z_length,North Great Plains
p_mm_ond.previous,Rejected,-Inf,peak2z_length,North Great Plains
p_mm_jfm.previous,Rejected,-Inf,peak2z_length,North Great Plains
p_mm_amj.previous,Rejected,-Inf,peak2z_length,North Great Plains
pet_mm_cy.previous,Tentative,2.7246270778640027,peak2z_length,North Great Plains
pet_mm_jas.previous,Tentative,2.9181790341416614,peak2z_length,North Great Plains
pet_mm_ond.previous,Confirmed,3.5781259546782667,peak2z_length,North Great Plains
pet_mm_jfm.previous,Tentative,3.1816398767749408,peak2z_length,North Great Plains
pet_mm_amj.previous,Rejected,-Inf,peak2z_length,North Great Plains
T_max_c_cy.previous,Tentative,2.862773098702486,peak2z_length,North Great Plains
T_max_c_jas.previous,Confirmed,3.380171675856145,peak2z_length,North Great Plains
T_max_c_ond.previous,Tentative,2.9062169623105607,peak2z_length,North Great Plains
T_max_c_jfm.previous,Tentative,2.6080619016117383,peak2z_length,North Great Plains
T_max_c_amj.previous,Rejected,-Inf,peak2z_length,North Great Plains
swe_mm_cy.previous,Rejected,1.0939147520781916,peak2z_length,North Great Plains
swe_mm_jas.previous,Rejected,-Inf,peak2z_length,North Great Plains
swe_mm_ond.previous,Rejected,-Inf,peak2z_length,North Great Plains
swe_mm_jfm.previous,Rejected,-Inf,peak2z_length,North Great Plains
swe_mm_amj.previous,Rejected,-Inf,peak2z_length,North Great Plains
p.pet_cy.previous,Tentative,2.4748073525350662,peak2z_length,North Great Plains
swe.p_cy.previous,Rejected,-Inf,peak2z_length,North Great Plains
p.pet_jfm.previous,Rejected,-Inf,peak2z_length,North Great Plains
swe.p_jfm.previous,Rejected,-Inf,peak2z_length,North Great Plains
p.pet_amj.previous,Rejected,-Inf,peak2z_length,North Great Plains
swe.p_amj.previous,Rejected,-0.013107072150844955,peak2z_length,North Great Plains
p.pet_jas.previous,Rejected,-Inf,peak2z_length,North Great Plains
swe.p_jas.previous,Rejected,-Inf,peak2z_length,North Great Plains
p.pet_ond.previous,Rejected,-Inf,peak2z_length,North Great Plains
swe.p_ond.previous,Rejected,-Inf,peak2z_length,North Great Plains
dams_n,Confirmed,4.293058201721981,peak2z_length,Mediterranean California
maxstorage_af,Confirmed,5.665072834921868,peak2z_length,Mediterranean California
normstorage_af,Confirmed,5.7669899099991,peak2z_length,Mediterranean California
majordams_n,Confirmed,4.582102779004394,peak2z_length,Mediterranean California
wuse_mm,Confirmed,11.458628728049485,peak2z_length,Mediterranean California
irrig_prc,Confirmed,8.617259036049559,peak2z_length,Mediterranean California
lulc_water_prc,Confirmed,4.9095647628991035,peak2z_length,Mediterranean California
lulc_dev_prc,Confirmed,11.005682202116772,peak2z_length,Mediterranean California
lulc_wetland_prc,Confirmed,3.5342432769171417,peak2z_length,Mediterranean California
lulc_forest_prc,Confirmed,7.657659757936134,peak2z_length,Mediterranean California
lulc_barren_prc,Confirmed,8.596519970644485,peak2z_length,Mediterranean California
lulc_grass_prc,Confirmed,7.199822037630488,peak2z_length,Mediterranean California
lulc_ag_prc,Confirmed,8.450123679684076,peak2z_length,Mediterranean California
drain_sqkm,Confirmed,6.383007871607409,peak2z_length,Mediterranean California
elev_mean_m_basin,Confirmed,6.265194928754287,peak2z_length,Mediterranean California
slope_pct,Confirmed,6.154071380837104,peak2z_length,Mediterranean California
awcave,Confirmed,5.74351050525715,peak2z_length,Mediterranean California
permave,Confirmed,6.967608009260495,peak2z_length,Mediterranean California
topwet,Confirmed,5.724456533613898,peak2z_length,Mediterranean California
depth_bedrock_m,Confirmed,8.164086698780011,peak2z_length,Mediterranean California
porosity,Confirmed,5.829348104249939,peak2z_length,Mediterranean California
storage_m,Confirmed,8.245217733065298,peak2z_length,Mediterranean California
clayave,Confirmed,8.66513403006712,peak2z_length,Mediterranean California
siltave,Confirmed,6.112668111229125,peak2z_length,Mediterranean California
sandave,Confirmed,6.438795970006022,peak2z_length,Mediterranean California
p_mm_cy,Confirmed,3.855693458653079,peak2z_length,Mediterranean California
p_mm_jas,Tentative,3.029333697957982,peak2z_length,Mediterranean California
p_mm_ond,Rejected,-Inf,peak2z_length,Mediterranean California
p_mm_jfm,Tentative,2.6980343888047402,peak2z_length,Mediterranean California
p_mm_amj,Rejected,-Inf,peak2z_length,Mediterranean California
pet_mm_cy,Confirmed,4.503546237558021,peak2z_length,Mediterranean California
pet_mm_jas,Confirmed,3.7960962496110833,peak2z_length,Mediterranean California
pet_mm_ond,Confirmed,4.041533112088513,peak2z_length,Mediterranean California
pet_mm_jfm,Confirmed,4.469919960416591,peak2z_length,Mediterranean California
pet_mm_amj,Confirmed,4.213969478892709,peak2z_length,Mediterranean California
T_max_c_cy,Confirmed,5.13072584517491,peak2z_length,Mediterranean California
T_max_c_jas,Confirmed,5.49155787249842,peak2z_length,Mediterranean California
T_max_c_ond,Confirmed,5.248477785651515,peak2z_length,Mediterranean California
T_max_c_jfm,Confirmed,4.8119050618578125,peak2z_length,Mediterranean California
T_max_c_amj,Confirmed,4.376193094420405,peak2z_length,Mediterranean California
swe_mm_cy,Confirmed,3.9931877573871257,peak2z_length,Mediterranean California
swe_mm_jas,Rejected,-Inf,peak2z_length,Mediterranean California
swe_mm_ond,Confirmed,3.280053722264559,peak2z_length,Mediterranean California
swe_mm_jfm,Confirmed,3.178540895719671,peak2z_length,Mediterranean California
swe_mm_amj,Rejected,-Inf,peak2z_length,Mediterranean California
p.pet_cy,Confirmed,3.8822111603616904,peak2z_length,Mediterranean California
swe.p_cy,Confirmed,4.572887792538336,peak2z_length,Mediterranean California
p.pet_jfm,Tentative,2.8014139497343806,peak2z_length,Mediterranean California
swe.p_jfm,Confirmed,3.7159824580860694,peak2z_length,Mediterranean California
p.pet_amj,Rejected,-Inf,peak2z_length,Mediterranean California
swe.p_amj,Rejected,-Inf,peak2z_length,Mediterranean California
p.pet_jas,Tentative,3.2369265994765994,peak2z_length,Mediterranean California
swe.p_jas,Rejected,-Inf,peak2z_length,Mediterranean California
p.pet_ond,Tentative,2.4982958975294696,peak2z_length,Mediterranean California
swe.p_ond,Confirmed,3.4572129447916735,peak2z_length,Mediterranean California
p_mm_cy.previous,Tentative,3.154573129246605,peak2z_length,Mediterranean California
p_mm_jas.previous,Tentative,2.9533850215203783,peak2z_length,Mediterranean California
p_mm_ond.previous,Rejected,-Inf,peak2z_length,Mediterranean California
p_mm_jfm.previous,Rejected,-Inf,peak2z_length,Mediterranean California
p_mm_amj.previous,Rejected,-Inf,peak2z_length,Mediterranean California
pet_mm_cy.previous,Confirmed,3.575292769875133,peak2z_length,Mediterranean California
pet_mm_jas.previous,Tentative,3.3470895736956208,peak2z_length,Mediterranean California
pet_mm_ond.previous,Confirmed,4.811698076797061,peak2z_length,Mediterranean California
pet_mm_jfm.previous,Confirmed,4.541821784939493,peak2z_length,Mediterranean California
pet_mm_amj.previous,Tentative,2.550952533191014,peak2z_length,Mediterranean California
T_max_c_cy.previous,Confirmed,4.879324192197214,peak2z_length,Mediterranean California
T_max_c_jas.previous,Confirmed,5.104507817165145,peak2z_length,Mediterranean California
T_max_c_ond.previous,Confirmed,5.488389251285387,peak2z_length,Mediterranean California
T_max_c_jfm.previous,Confirmed,4.131532931758357,peak2z_length,Mediterranean California
T_max_c_amj.previous,Confirmed,3.2143330366809773,peak2z_length,Mediterranean California
swe_mm_cy.previous,Confirmed,3.9167019418149005,peak2z_length,Mediterranean California
swe_mm_jas.previous,Rejected,-Inf,peak2z_length,Mediterranean California
swe_mm_ond.previous,Confirmed,3.978923472025408,peak2z_length,Mediterranean California
swe_mm_jfm.previous,Confirmed,3.6665797680368244,peak2z_length,Mediterranean California
swe_mm_amj.previous,Tentative,2.595725198122943,peak2z_length,Mediterranean California
p.pet_cy.previous,Tentative,2.9985358458758467,peak2z_length,Mediterranean California
swe.p_cy.previous,Confirmed,4.661933104289935,peak2z_length,Mediterranean California
p.pet_jfm.previous,Rejected,-Inf,peak2z_length,Mediterranean California
swe.p_jfm.previous,Confirmed,4.899486516452684,peak2z_length,Mediterranean California
p.pet_amj.previous,Rejected,-Inf,peak2z_length,Mediterranean California
swe.p_amj.previous,Confirmed,3.71233972079869,peak2z_length,Mediterranean California
p.pet_jas.previous,Tentative,2.7163360399878007,peak2z_length,Mediterranean California
swe.p_jas.previous,Rejected,-Inf,peak2z_length,Mediterranean California
p.pet_ond.previous,Rejected,-Inf,peak2z_length,Mediterranean California
swe.p_ond.previous,Confirmed,4.0009978841083145,peak2z_length,Mediterranean California
dams_n,Confirmed,8.131296924415082,peak2z_length,South Great Plains
maxstorage_af,Confirmed,7.503514727887345,peak2z_length,South Great Plains
normstorage_af,Confirmed,7.67259795936266,peak2z_length,South Great Plains
majordams_n,Confirmed,5.508926025623075,peak2z_length,South Great Plains
wuse_mm,Confirmed,10.207906844486272,peak2z_length,South Great Plains
irrig_prc,Confirmed,8.584451218621085,peak2z_length,South Great Plains
lulc_water_prc,Confirmed,7.1449230851085606,peak2z_length,South Great Plains
lulc_dev_prc,Confirmed,8.272507240190711,peak2z_length,South Great Plains
lulc_wetland_prc,Confirmed,8.94653054752237,peak2z_length,South Great Plains
lulc_forest_prc,Confirmed,7.836011292761711,peak2z_length,South Great Plains
