predictor,boruta_decision,boruta_imp_median,metric,region_rf
drain_sqkm,Confirmed,9.486979952242411,annualfractionnoflow,Western Desert
elev_mean_m_basin,Confirmed,8.523870482632445,annualfractionnoflow,Western Desert
slope_pct,Confirmed,11.528865951909594,annualfractionnoflow,Western Desert
awcave,Confirmed,9.153264015350775,annualfractionnoflow,Western Desert
permave,Confirmed,12.156642386027496,annualfractionnoflow,Western Desert
topwet,Confirmed,9.180096194252283,annualfractionnoflow,Western Desert
depth_bedrock_m,Confirmed,11.182779934579912,annualfractionnoflow,Western Desert
porosity,Confirmed,14.788326898547048,annualfractionnoflow,Western Desert
storage_m,Confirmed,12.441690273115434,annualfractionnoflow,Western Desert
clayave,Confirmed,8.69689090189482,annualfractionnoflow,Western Desert
siltave,Confirmed,8.912423976124291,annualfractionnoflow,Western Desert
sandave,Confirmed,11.061056106014899,annualfractionnoflow,Western Desert
p_mm_cy,Confirmed,8.460405366906622,annualfractionnoflow,Western Desert
p_mm_jas,Confirmed,7.257629120887984,annualfractionnoflow,Western Desert
p_mm_ond,Confirmed,3.8370605933741357,annualfractionnoflow,Western Desert
p_mm_jfm,Confirmed,3.991123086263835,annualfractionnoflow,Western Desert
p_mm_amj,Confirmed,4.585411293017269,annualfractionnoflow,Western Desert
pet_mm_cy,Confirmed,8.438667419385748,annualfractionnoflow,Western Desert
pet_mm_jas,Confirmed,7.722340338612554,annualfractionnoflow,Western Desert
pet_mm_ond,Confirmed,6.979918971913117,annualfractionnoflow,Western Desert
pet_mm_jfm,Confirmed,7.081714439524358,annualfractionnoflow,Western Desert
pet_mm_amj,Confirmed,6.044611422776483,annualfractionnoflow,Western Desert
T_max_c_cy,Confirmed,9.60113103697559,annualfractionnoflow,Western Desert
T_max_c_jas,Confirmed,7.96065664368191,annualfractionnoflow,Western Desert
T_max_c_ond,Confirmed,5.949037324133271,annualfractionnoflow,Western Desert
T_max_c_jfm,Confirmed,5.995674331005774,annualfractionnoflow,Western Desert
T_max_c_amj,Confirmed,5.9296971117902695,annualfractionnoflow,Western Desert
swe_mm_cy,Confirmed,5.987617079921052,annualfractionnoflow,Western Desert
swe_mm_jas,Rejected,-Inf,annualfractionnoflow,Western Desert
swe_mm_ond,Tentative,2.9299739960413045,annualfractionnoflow,Western Desert
swe_mm_jfm,Confirmed,5.591383098297658,annualfractionnoflow,Western Desert
swe_mm_amj,Confirmed,7.791997456989088,annualfractionnoflow,Western Desert
p.pet_cy,Confirmed,8.248391339321918,annualfractionnoflow,Western Desert
swe.p_cy,Confirmed,5.951045607639451,annualfractionnoflow,Western Desert
p.pet_jfm,Confirmed,4.470101718688991,annualfractionnoflow,Western Desert
swe.p_jfm,Confirmed,4.364103306170034,annualfractionnoflow,Western Desert
p.pet_amj,Confirmed,4.981682059677804,annualfractionnoflow,Western Desert
swe.p_amj,Confirmed,7.674364554538516,annualfractionnoflow,Western Desert
p.pet_jas,Confirmed,8.060731923379112,annualfractionnoflow,Western Desert
swe.p_jas,Tentative,2.230068977277502,annualfractionnoflow,Western Desert
p.pet_ond,Confirmed,3.8327910422984353,annualfractionnoflow,Western Desert
swe.p_ond,Confirmed,3.7150778261580917,annualfractionnoflow,Western Desert
p_mm_cy.previous,Confirmed,6.674628526836292,annualfractionnoflow,Western Desert
p_mm_jas.previous,Confirmed,5.772089485853747,annualfractionnoflow,Western Desert
p_mm_ond.previous,Confirmed,3.4228219445001313,annualfractionnoflow,Western Desert
p_mm_jfm.previous,Confirmed,4.9802823409972135,annualfractionnoflow,Western Desert
p_mm_amj.previous,Tentative,3.088809026136974,annualfractionnoflow,Western Desert
pet_mm_cy.previous,Confirmed,7.577516173464731,annualfractionnoflow,Western Desert
pet_mm_jas.previous,Confirmed,6.920482327201363,annualfractionnoflow,Western Desert
pet_mm_ond.previous,Confirmed,6.0395060270231395,annualfractionnoflow,Western Desert
pet_mm_jfm.previous,Confirmed,6.483986668869176,annualfractionnoflow,Western Desert
pet_mm_amj.previous,Confirmed,5.83755691179243,annualfractionnoflow,Western Desert
T_max_c_cy.previous,Confirmed,9.334640787912692,annualfractionnoflow,Western Desert
T_max_c_jas.previous,Confirmed,7.763419733227347,annualfractionnoflow,Western Desert
T_max_c_ond.previous,Confirmed,5.863517756781853,annualfractionnoflow,Western Desert
T_max_c_jfm.previous,Confirmed,5.991703121681643,annualfractionnoflow,Western Desert
T_max_c_amj.previous,Confirmed,6.427567960822967,annualfractionnoflow,Western Desert
swe_mm_cy.previous,Confirmed,6.757117110438627,annualfractionnoflow,Western Desert
swe_mm_jas.previous,Rejected,-Inf,annualfractionnoflow,Western Desert
swe_mm_ond.previous,Confirmed,3.22595244038249,annualfractionnoflow,Western Desert
swe_mm_jfm.previous,Confirmed,6.452004324501232,annualfractionnoflow,Western Desert
swe_mm_amj.previous,Confirmed,7.038433894477211,annualfractionnoflow,Western Desert
p.pet_cy.previous,Confirmed,7.145269584332384,annualfractionnoflow,Western Desert
swe.p_cy.previous,Confirmed,6.602107409904717,annualfractionnoflow,Western Desert
p.pet_jfm.previous,Confirmed,5.291088704181829,annualfractionnoflow,Western Desert
swe.p_jfm.previous,Confirmed,4.713250758522186,annualfractionnoflow,Western Desert
p.pet_amj.previous,Confirmed,3.2682297309159174,annualfractionnoflow,Western Desert
swe.p_amj.previous,Confirmed,6.8314734794212235,annualfractionnoflow,Western Desert
p.pet_jas.previous,Confirmed,5.828881421448178,annualfractionnoflow,Western Desert
swe.p_jas.previous,Rejected,-Inf,annualfractionnoflow,Western Desert
p.pet_ond.previous,Confirmed,3.3924232887329753,annualfractionnoflow,Western Desert
swe.p_ond.previous,Confirmed,3.764703890951467,annualfractionnoflow,Western Desert
dams_n,Confirmed,9.133868356666088,annualfractionnoflow,Eastern Forests
maxstorage_af,Confirmed,9.49818654616527,annualfractionnoflow,Eastern Forests
normstorage_af,Confirmed,9.263424525242435,annualfractionnoflow,Eastern Forests
majordams_n,Confirmed,4.21975071352869,annualfractionnoflow,Eastern Forests
wuse_mm,Confirmed,11.474798865704335,annualfractionnoflow,Eastern Forests
irrig_prc,Confirmed,8.601685515367807,annualfractionnoflow,Eastern Forests
lulc_water_prc,Confirmed,12.411619047122244,annualfractionnoflow,Eastern Forests
lulc_dev_prc,Confirmed,10.966566477007428,annualfractionnoflow,Eastern Forests
lulc_wetland_prc,Confirmed,9.521674154664764,annualfractionnoflow,Eastern Forests
lulc_forest_prc,Confirmed,10.746680615935258,annualfractionnoflow,Eastern Forests
lulc_barren_prc,Confirmed,10.483633747931199,annualfractionnoflow,Eastern Forests
lulc_grass_prc,Confirmed,10.560590746741006,annualfractionnoflow,Eastern Forests
lulc_ag_prc,Confirmed,11.05453598768917,annualfractionnoflow,Eastern Forests
drain_sqkm,Confirmed,16.95153094348891,annualfractionnoflow,Eastern Forests
elev_mean_m_basin,Confirmed,8.55376181423713,annualfractionnoflow,Eastern Forests
slope_pct,Confirmed,10.661428885202715,annualfractionnoflow,Eastern Forests
awcave,Confirmed,7.247062273190702,annualfractionnoflow,Eastern Forests
permave,Confirmed,10.711917405696731,annualfractionnoflow,Eastern Forests
topwet,Confirmed,8.474014311131546,annualfractionnoflow,Eastern Forests
depth_bedrock_m,Confirmed,11.408197412214026,annualfractionnoflow,Eastern Forests
porosity,Confirmed,8.558006772517896,annualfractionnoflow,Eastern Forests
storage_m,Confirmed,11.215289898692289,annualfractionnoflow,Eastern Forests
clayave,Confirmed,9.864041311874102,annualfractionnoflow,Eastern Forests
siltave,Confirmed,9.419134838358339,annualfractionnoflow,Eastern Forests
sandave,Confirmed,9.53879605836716,annualfractionnoflow,Eastern Forests
p_mm_cy,Confirmed,10.14913292508202,annualfractionnoflow,Eastern Forests
p_mm_jas,Confirmed,9.843048349491628,annualfractionnoflow,Eastern Forests
p_mm_ond,Rejected,0.821502525130071,annualfractionnoflow,Eastern Forests
p_mm_jfm,Confirmed,4.839789027175397,annualfractionnoflow,Eastern Forests
p_mm_amj,Confirmed,8.260247079868671,annualfractionnoflow,Eastern Forests
pet_mm_cy,Confirmed,8.392045629800643,annualfractionnoflow,Eastern Forests
pet_mm_jas,Confirmed,9.744204207488309,annualfractionnoflow,Eastern Forests
pet_mm_ond,Confirmed,5.7280054453804725,annualfractionnoflow,Eastern Forests
pet_mm_jfm,Confirmed,4.88694506091241,annualfractionnoflow,Eastern Forests
pet_mm_amj,Confirmed,10.648589917844395,annualfractionnoflow,Eastern Forests
T_max_c_cy,Confirmed,6.533975612857859,annualfractionnoflow,Eastern Forests
T_max_c_jas,Confirmed,8.673900460008085,annualfractionnoflow,Eastern Forests
T_max_c_ond,Confirmed,5.881087631023296,annualfractionnoflow,Eastern Forests
T_max_c_jfm,Confirmed,5.37354766905595,annualfractionnoflow,Eastern Forests
T_max_c_amj,Confirmed,8.2558902803964,annualfractionnoflow,Eastern Forests
swe_mm_cy,Tentative,2.855689687452751,annualfractionnoflow,Eastern Forests
swe_mm_jas,Rejected,-Inf,annualfractionnoflow,Eastern Forests
swe_mm_ond,Tentative,2.7920668793329093,annualfractionnoflow,Eastern Forests
swe_mm_jfm,Tentative,2.439649266587447,annualfractionnoflow,Eastern Forests
swe_mm_amj,Rejected,-Inf,annualfractionnoflow,Eastern Forests
p.pet_cy,Confirmed,12.47869867301809,annualfractionnoflow,Eastern Forests
swe.p_cy,Confirmed,3.1157012296950506,annualfractionnoflow,Eastern Forests
p.pet_jfm,Confirmed,5.023444255389925,annualfractionnoflow,Eastern Forests
swe.p_jfm,Tentative,2.89618861057521,annualfractionnoflow,Eastern Forests
p.pet_amj,Confirmed,8.45161906524863,annualfractionnoflow,Eastern Forests
swe.p_amj,Rejected,-Inf,annualfractionnoflow,Eastern Forests
p.pet_jas,Confirmed,11.225015684646259,annualfractionnoflow,Eastern Forests
swe.p_jas,Rejected,-Inf,annualfractionnoflow,Eastern Forests
p.pet_ond,Confirmed,3.6878279873553224,annualfractionnoflow,Eastern Forests
swe.p_ond,Confirmed,3.4487068387385205,annualfractionnoflow,Eastern Forests
p_mm_cy.previous,Confirmed,8.015846044143908,annualfractionnoflow,Eastern Forests
p_mm_jas.previous,Confirmed,6.067573402937921,annualfractionnoflow,Eastern Forests
p_mm_ond.previous,Confirmed,4.658146841057099,annualfractionnoflow,Eastern Forests
p_mm_jfm.previous,Confirmed,5.291135074698088,annualfractionnoflow,Eastern Forests
p_mm_amj.previous,Confirmed,3.3368816499703327,annualfractionnoflow,Eastern Forests
pet_mm_cy.previous,Confirmed,6.682977576235294,annualfractionnoflow,Eastern Forests
pet_mm_jas.previous,Confirmed,6.15283446312644,annualfractionnoflow,Eastern Forests
pet_mm_ond.previous,Confirmed,6.427147440097895,annualfractionnoflow,Eastern Forests
pet_mm_jfm.previous,Confirmed,7.567928648004054,annualfractionnoflow,Eastern Forests
pet_mm_amj.previous,Confirmed,5.6960138126986255,annualfractionnoflow,Eastern Forests
T_max_c_cy.previous,Confirmed,5.641700938927418,annualfractionnoflow,Eastern Forests
T_max_c_jas.previous,Confirmed,5.002463258060519,annualfractionnoflow,Eastern Forests
T_max_c_ond.previous,Confirmed,5.691141533812577,annualfractionnoflow,Eastern Forests
T_max_c_jfm.previous,Confirmed,6.3356998022984135,annualfractionnoflow,Eastern Forests
T_max_c_amj.previous,Confirmed,5.49994182424373,annualfractionnoflow,Eastern Forests
swe_mm_cy.previous,Tentative,2.7590239891250965,annualfractionnoflow,Eastern Forests
swe_mm_jas.previous,Rejected,-Inf,annualfractionnoflow,Eastern Forests
swe_mm_ond.previous,Rejected,-Inf,annualfractionnoflow,Eastern Forests
swe_mm_jfm.previous,Confirmed,3.064076262209985,annualfractionnoflow,Eastern Forests
swe_mm_amj.previous,Rejected,-Inf,annualfractionnoflow,Eastern Forests
p.pet_cy.previous,Confirmed,7.622037915918269,annualfractionnoflow,Eastern Forests
swe.p_cy.previous,Confirmed,3.1065264348045085,annualfractionnoflow,Eastern Forests
p.pet_jfm.previous,Confirmed,4.963809083697925,annualfractionnoflow,Eastern Forests
swe.p_jfm.previous,Confirmed,3.5974222286883513,annualfractionnoflow,Eastern Forests
p.pet_amj.previous,Confirmed,4.043468896060021,annualfractionnoflow,Eastern Forests
swe.p_amj.previous,Rejected,-Inf,annualfractionnoflow,Eastern Forests
p.pet_jas.previous,Confirmed,6.442711787101508,annualfractionnoflow,Eastern Forests
swe.p_jas.previous,Rejected,-Inf,annualfractionnoflow,Eastern Forests
p.pet_ond.previous,Confirmed,5.4588390440373615,annualfractionnoflow,Eastern Forests
swe.p_ond.previous,Rejected,-Inf,annualfractionnoflow,Eastern Forests
dams_n,Confirmed,8.075991659859252,annualfractionnoflow,Western Mountains
maxstorage_af,Confirmed,11.957661878357102,annualfractionnoflow,Western Mountains
normstorage_af,Confirmed,11.033435873326118,annualfractionnoflow,Western Mountains
majordams_n,Confirmed,9.18363100451053,annualfractionnoflow,Western Mountains
wuse_mm,Confirmed,14.662088495946003,annualfractionnoflow,Western Mountains
irrig_prc,Confirmed,11.689929945796179,annualfractionnoflow,Western Mountains
lulc_water_prc,Confirmed,12.451960971960233,annualfractionnoflow,Western Mountains
lulc_dev_prc,Confirmed,11.429085317949614,annualfractionnoflow,Western Mountains
lulc_wetland_prc,Confirmed,12.30640610861925,annualfractionnoflow,Western Mountains
lulc_forest_prc,Confirmed,15.972571731657355,annualfractionnoflow,Western Mountains
lulc_barren_prc,Confirmed,12.808909011066254,annualfractionnoflow,Western Mountains
lulc_grass_prc,Confirmed,14.657565950125802,annualfractionnoflow,Western Mountains
lulc_ag_prc,Confirmed,10.094866273758969,annualfractionnoflow,Western Mountains
drain_sqkm,Confirmed,12.825816128302161,annualfractionnoflow,Western Mountains
elev_mean_m_basin,Confirmed,14.854053754534474,annualfractionnoflow,Western Mountains
slope_pct,Confirmed,14.474028496700948,annualfractionnoflow,Western Mountains
awcave,Confirmed,9.7567130732987,annualfractionnoflow,Western Mountains
permave,Confirmed,14.245322066107672,annualfractionnoflow,Western Mountains
topwet,Confirmed,11.726325777461001,annualfractionnoflow,Western Mountains
depth_bedrock_m,Confirmed,11.680536504852927,annualfractionnoflow,Western Mountains
porosity,Confirmed,14.98989596721395,annualfractionnoflow,Western Mountains
storage_m,Confirmed,11.550245957361028,annualfractionnoflow,Western Mountains
clayave,Confirmed,13.533905593598645,annualfractionnoflow,Western Mountains
siltave,Confirmed,12.107918315805719,annualfractionnoflow,Western Mountains
sandave,Confirmed,11.706305718923344,annualfractionnoflow,Western Mountains
p_mm_cy,Confirmed,8.00540481965895,annualfractionnoflow,Western Mountains
p_mm_jas,Confirmed,8.145447091733553,annualfractionnoflow,Western Mountains
p_mm_ond,Confirmed,5.904746549582775,annualfractionnoflow,Western Mountains
p_mm_jfm,Confirmed,7.1785578385284055,annualfractionnoflow,Western Mountains
p_mm_amj,Confirmed,7.177895284186206,annualfractionnoflow,Western Mountains
pet_mm_cy,Confirmed,8.455583859117796,annualfractionnoflow,Western Mountains
pet_mm_jas,Confirmed,8.180071468068087,annualfractionnoflow,Western Mountains
pet_mm_ond,Confirmed,7.769681060497441,annualfractionnoflow,Western Mountains
pet_mm_jfm,Confirmed,7.475499407145211,annualfractionnoflow,Western Mountains
pet_mm_amj,Confirmed,7.446016574100134,annualfractionnoflow,Western Mountains
T_max_c_cy,Confirmed,10.325883935325082,annualfractionnoflow,Western Mountains
T_max_c_jas,Confirmed,9.153232660837142,annualfractionnoflow,Western Mountains
T_max_c_ond,Confirmed,10.071023294797508,annualfractionnoflow,Western Mountains
T_max_c_jfm,Confirmed,8.344138615933332,annualfractionnoflow,Western Mountains
T_max_c_amj,Confirmed,7.38112812965757,annualfractionnoflow,Western Mountains
swe_mm_cy,Confirmed,7.523759152826098,annualfractionnoflow,Western Mountains
swe_mm_jas,Rejected,1.9405414009157986,annualfractionnoflow,Western Mountains
swe_mm_ond,Confirmed,6.8050770894912915,annualfractionnoflow,Western Mountains
swe_mm_jfm,Confirmed,7.7235525444054325,annualfractionnoflow,Western Mountains
swe_mm_amj,Confirmed,6.549939910575731,annualfractionnoflow,Western Mountains
p.pet_cy,Confirmed,7.830740010831462,annualfractionnoflow,Western Mountains
swe.p_cy,Confirmed,7.674963154662905,annualfractionnoflow,Western Mountains
p.pet_jfm,Confirmed,7.053932433599328,annualfractionnoflow,Western Mountains
swe.p_jfm,Confirmed,6.340311078345612,annualfractionnoflow,Western Mountains
p.pet_amj,Confirmed,7.557699813289179,annualfractionnoflow,Western Mountains
swe.p_amj,Confirmed,6.55352779120071,annualfractionnoflow,Western Mountains
p.pet_jas,Confirmed,8.495013306223274,annualfractionnoflow,Western Mountains
swe.p_jas,Tentative,2.579706384412821,annualfractionnoflow,Western Mountains
p.pet_ond,Confirmed,6.448829578426987,annualfractionnoflow,Western Mountains
swe.p_ond,Confirmed,7.638094995331719,annualfractionnoflow,Western Mountains
p_mm_cy.previous,Confirmed,11.578315308462157,annualfractionnoflow,Western Mountains
p_mm_jas.previous,Confirmed,6.997931941916977,annualfractionnoflow,Western Mountains
p_mm_ond.previous,Confirmed,9.115101518317193,annualfractionnoflow,Western Mountains
p_mm_jfm.previous,Confirmed,9.344944596578113,annualfractionnoflow,Western Mountains
p_mm_amj.previous,Confirmed,6.891041686311415,annualfractionnoflow,Western Mountains
pet_mm_cy.previous,Confirmed,8.568564002700336,annualfractionnoflow,Western Mountains
pet_mm_jas.previous,Confirmed,6.72979315390424,annualfractionnoflow,Western Mountains
pet_mm_ond.previous,Confirmed,7.298658517868264,annualfractionnoflow,Western Mountains
pet_mm_jfm.previous,Confirmed,8.702542972616415,annualfractionnoflow,Western Mountains
pet_mm_amj.previous,Confirmed,6.872382580386715,annualfractionnoflow,Western Mountains
T_max_c_cy.previous,Confirmed,10.49770227832279,annualfractionnoflow,Western Mountains
T_max_c_jas.previous,Confirmed,8.950920307328415,annualfractionnoflow,Western Mountains
T_max_c_ond.previous,Confirmed,8.86554782263048,annualfractionnoflow,Western Mountains
T_max_c_jfm.previous,Confirmed,8.700820751256275,annualfractionnoflow,Western Mountains
T_max_c_amj.previous,Confirmed,6.945997105209146,annualfractionnoflow,Western Mountains
swe_mm_cy.previous,Confirmed,7.72594352879897,annualfractionnoflow,Western Mountains
swe_mm_jas.previous,Tentative,2.4945093931784625,annualfractionnoflow,Western Mountains
swe_mm_ond.previous,Confirmed,6.851637120919866,annualfractionnoflow,Western Mountains
swe_mm_jfm.previous,Confirmed,7.312221156097315,annualfractionnoflow,Western Mountains
swe_mm_amj.previous,Confirmed,6.335185151230787,annualfractionnoflow,Western Mountains
p.pet_cy.previous,Confirmed,11.151631080639115,annualfractionnoflow,Western Mountains
swe.p_cy.previous,Confirmed,7.2652865019765125,annualfractionnoflow,Western Mountains
p.pet_jfm.previous,Confirmed,9.515554890376217,annualfractionnoflow,Western Mountains
swe.p_jfm.previous,Confirmed,5.653627481026016,annualfractionnoflow,Western Mountains
p.pet_amj.previous,Confirmed,7.1075234638976585,annualfractionnoflow,Western Mountains
swe.p_amj.previous,Confirmed,6.288331044097774,annualfractionnoflow,Western Mountains
p.pet_jas.previous,Confirmed,7.277553509305779,annualfractionnoflow,Western Mountains
swe.p_jas.previous,Confirmed,3.26190179059235,annualfractionnoflow,Western Mountains
p.pet_ond.previous,Confirmed,9.213927690110019,annualfractionnoflow,Western Mountains
swe.p_ond.previous,Confirmed,7.823319215497493,annualfractionnoflow,Western Mountains
dams_n,Confirmed,14.586726004724369,zeroflowfirst,National
maxstorage_af,Confirmed,17.578722111872363,zeroflowfirst,National
normstorage_af,Confirmed,18.026935281946695,zeroflowfirst,National
majordams_n,Confirmed,13.570008121189721,zeroflowfirst,National
wuse_mm,Confirmed,15.917181623048688,zeroflowfirst,National
irrig_prc,Confirmed,14.743498918284946,zeroflowfirst,National
lulc_water_prc,Confirmed,18.168089396643907,zeroflowfirst,National
lulc_dev_prc,Confirmed,14.57241073887264,zeroflowfirst,National
lulc_wetland_prc,Confirmed,12.35266425634792,zeroflowfirst,National
lulc_forest_prc,Confirmed,16.886805610962945,zeroflowfirst,National
lulc_barren_prc,Confirmed,13.690193751050364,zeroflowfirst,National
lulc_grass_prc,Confirmed,17.052544673111253,zeroflowfirst,National
lulc_ag_prc,Confirmed,14.302588494547278,zeroflowfirst,National
drain_sqkm,Confirmed,19.40836957418003,zeroflowfirst,National
elev_mean_m_basin,Confirmed,17.670479613431358,zeroflowfirst,National
slope_pct,Confirmed,16.12332454679555,zeroflowfirst,National
awcave,Confirmed,15.025010825322301,zeroflowfirst,National
permave,Confirmed,17.765608636345313,zeroflowfirst,National
topwet,Confirmed,15.822716436142814,zeroflowfirst,National
depth_bedrock_m,Confirmed,13.852728792771623,zeroflowfirst,National
porosity,Confirmed,20.480080488974977,zeroflowfirst,National
storage_m,Confirmed,15.747098581240547,zeroflowfirst,National
clayave,Confirmed,15.481934835916292,zeroflowfirst,National
siltave,Confirmed,14.624232654863537,zeroflowfirst,National
sandave,Confirmed,12.862736607361004,zeroflowfirst,National
p_mm_cy,Confirmed,12.145747859482636,zeroflowfirst,National
p_mm_jas,Confirmed,10.053817294838248,zeroflowfirst,National
p_mm_ond,Confirmed,13.288616819938328,zeroflowfirst,National
p_mm_jfm,Confirmed,11.565750145899893,zeroflowfirst,National
p_mm_amj,Confirmed,15.322305526988695,zeroflowfirst,National
pet_mm_cy,Confirmed,10.844514784489293,zeroflowfirst,National
pet_mm_jas,Confirmed,7.934384823304345,zeroflowfirst,National
pet_mm_ond,Confirmed,10.186901279647692,zeroflowfirst,National
pet_mm_jfm,Confirmed,9.486343632057883,zeroflowfirst,National
pet_mm_amj,Confirmed,15.331196056338403,zeroflowfirst,National
T_max_c_cy,Confirmed,10.281748542589048,zeroflowfirst,National
T_max_c_jas,Confirmed,11.893801998447689,zeroflowfirst,National
T_max_c_ond,Confirmed,11.307294627275889,zeroflowfirst,National
T_max_c_jfm,Confirmed,10.292875970621477,zeroflowfirst,National
T_max_c_amj,Confirmed,12.956167061769435,zeroflowfirst,National
swe_mm_cy,Confirmed,7.676042419220274,zeroflowfirst,National
swe_mm_jas,Confirmed,3.991059261402866,zeroflowfirst,National
swe_mm_ond,Confirmed,7.663381783232111,zeroflowfirst,National
swe_mm_jfm,Confirmed,6.55229316123069,zeroflowfirst,National
swe_mm_amj,Confirmed,7.261588095494894,zeroflowfirst,National
p.pet_cy,Confirmed,11.046397733966492,zeroflowfirst,National
swe.p_cy,Confirmed,9.640861252361624,zeroflowfirst,National
p.pet_jfm,Confirmed,12.525614273889076,zeroflowfirst,National
swe.p_jfm,Confirmed,8.221853555539242,zeroflowfirst,National
p.pet_amj,Confirmed,15.933015708465689,zeroflowfirst,National
swe.p_amj,Confirmed,6.90495589585074,zeroflowfirst,National
p.pet_jas,Confirmed,9.013226681735313,zeroflowfirst,National
swe.p_jas,Confirmed,5.339508992668456,zeroflowfirst,National
p.pet_ond,Confirmed,12.844257343592066,zeroflowfirst,National
swe.p_ond,Confirmed,8.982732630722724,zeroflowfirst,National
p_mm_cy.previous,Confirmed,17.898897576815987,zeroflowfirst,National
p_mm_jas.previous,Confirmed,11.26117020908746,zeroflowfirst,National
p_mm_ond.previous,Confirmed,14.416380854421,zeroflowfirst,National
p_mm_jfm.previous,Confirmed,14.693315482898758,zeroflowfirst,National
p_mm_amj.previous,Confirmed,10.523076029827152,zeroflowfirst,National
pet_mm_cy.previous,Confirmed,14.09542824795767,zeroflowfirst,National
pet_mm_jas.previous,Confirmed,10.173431261934232,zeroflowfirst,National
pet_mm_ond.previous,Confirmed,12.599503222799882,zeroflowfirst,National
pet_mm_jfm.previous,Confirmed,13.14540281833144,zeroflowfirst,National
pet_mm_amj.previous,Confirmed,12.799772595764649,zeroflowfirst,National
T_max_c_cy.previous,Confirmed,12.26811956373852,zeroflowfirst,National
T_max_c_jas.previous,Confirmed,10.494668172992544,zeroflowfirst,National
T_max_c_ond.previous,Confirmed,10.598873754100035,zeroflowfirst,National
T_max_c_jfm.previous,Confirmed,12.212805044227151,zeroflowfirst,National
T_max_c_amj.previous,Confirmed,9.954289141102251,zeroflowfirst,National
swe_mm_cy.previous,Confirmed,9.150046660982994,zeroflowfirst,National
swe_mm_jas.previous,Rejected,1.588417898823216,zeroflowfirst,National
swe_mm_ond.previous,Confirmed,7.9528766860953395,zeroflowfirst,National
swe_mm_jfm.previous,Confirmed,8.463165221444237,zeroflowfirst,National
swe_mm_amj.previous,Confirmed,8.373958803888682,zeroflowfirst,National
p.pet_cy.previous,Confirmed,20.59937091844451,zeroflowfirst,National
swe.p_cy.previous,Confirmed,9.560253076657236,zeroflowfirst,National
p.pet_jfm.previous,Confirmed,17.88339278808053,zeroflowfirst,National
swe.p_jfm.previous,Confirmed,8.821537963475677,zeroflowfirst,National
p.pet_amj.previous,Confirmed,11.177949087480368,zeroflowfirst,National
swe.p_amj.previous,Confirmed,7.839832757452978,zeroflowfirst,National
p.pet_jas.previous,Confirmed,12.75563844176889,zeroflowfirst,National
swe.p_jas.previous,Rejected,1.6529917958295395,zeroflowfirst,National
p.pet_ond.previous,Confirmed,15.740532035947792,zeroflowfirst,National
swe.p_ond.previous,Confirmed,8.863219990033516,zeroflowfirst,National
dams_n,Confirmed,7.689119010145069,zeroflowfirst,North Great Plains
maxstorage_af,Confirmed,5.644270437198379,zeroflowfirst,North Great Plains
normstorage_af,Confirmed,5.949097625807406,zeroflowfirst,North Great Plains
majordams_n,Rejected,-Inf,zeroflowfirst,North Great Plains
wuse_mm,Confirmed,5.732702306508891,zeroflowfirst,North Great Plains
irrig_prc,Confirmed,5.764972503144464,zeroflowfirst,North Great Plains
lulc_water_prc,Confirmed,3.699626096452336,zeroflowfirst,North Great Plains
lulc_dev_prc,Confirmed,5.424650567946349,zeroflowfirst,North Great Plains
lulc_wetland_prc,Confirmed,5.21573615418762,zeroflowfirst,North Great Plains
lulc_forest_prc,Confirmed,7.4043643194159,zeroflowfirst,North Great Plains
lulc_barren_prc,Confirmed,4.566621149973637,zeroflowfirst,North Great Plains
lulc_grass_prc,Confirmed,7.441949931645439,zeroflowfirst,North Great Plains
lulc_ag_prc,Confirmed,6.743966904288081,zeroflowfirst,North Great Plains
drain_sqkm,Confirmed,6.9128880805564155,zeroflowfirst,North Great Plains
elev_mean_m_basin,Confirmed,5.763104081548492,zeroflowfirst,North Great Plains
slope_pct,Confirmed,5.006698498748668,zeroflowfirst,North Great Plains
awcave,Confirmed,5.633779280791654,zeroflowfirst,North Great Plains
permave,Confirmed,8.30234387502934,zeroflowfirst,North Great Plains
topwet,Confirmed,5.494185353619982,zeroflowfirst,North Great Plains
depth_bedrock_m,Confirmed,7.099727499952474,zeroflowfirst,North Great Plains
porosity,Confirmed,8.463047577621419,zeroflowfirst,North Great Plains
storage_m,Confirmed,6.686913091560055,zeroflowfirst,North Great Plains
clayave,Confirmed,5.232212812537001,zeroflowfirst,North Great Plains
siltave,Confirmed,12.391370144412361,zeroflowfirst,North Great Plains
sandave,Confirmed,6.942636668861625,zeroflowfirst,North Great Plains
p_mm_cy,Rejected,-Inf,zeroflowfirst,North Great Plains
p_mm_jas,Rejected,-Inf,zeroflowfirst,North Great Plains
p_mm_ond,Confirmed,4.297343243481268,zeroflowfirst,North Great Plains
p_mm_jfm,Tentative,2.447791611440772,zeroflowfirst,North Great Plains
p_mm_amj,Rejected,-Inf,zeroflowfirst,North Great Plains
pet_mm_cy,Confirmed,4.095363539525956,zeroflowfirst,North Great Plains
pet_mm_jas,Confirmed,4.525631380980022,zeroflowfirst,North Great Plains
pet_mm_ond,Confirmed,4.161053733659577,zeroflowfirst,North Great Plains
pet_mm_jfm,Confirmed,4.446141813865483,zeroflowfirst,North Great Plains
pet_mm_amj,Confirmed,3.9156853923777915,zeroflowfirst,North Great Plains
