value,yhat,predictor,metric
1.4328602625846596,0.0506185807990938,tau_pet_mm_amj,annualnoflowdays
1.5511699736887836,0.05049743867326065,tau_pet_mm_amj,annualnoflowdays
1.6694796847929085,0.05044665060832232,tau_pet_mm_amj,annualnoflowdays
1.7877893958970326,0.049005456930766654,tau_pet_mm_amj,annualnoflowdays
1.9060991070011575,0.04899259468004678,tau_pet_mm_amj,annualnoflowdays
2.0244088181052815,0.04899259468004678,tau_pet_mm_amj,annualnoflowdays
2.1427185292094064,0.048968083514666,tau_pet_mm_amj,annualnoflowdays
-1.6390892214811503,0.06196049566486431,p.pet_amj,annualnoflowdays
-1.5067354525572354,0.06193254017466189,p.pet_amj,annualnoflowdays
-1.3743816836333203,0.058916958446725946,p.pet_amj,annualnoflowdays
-1.2420279147094053,0.054606256931704025,p.pet_amj,annualnoflowdays
-1.1096741457854904,0.05379141976345494,p.pet_amj,annualnoflowdays
-0.9773203768615752,0.05451136862282109,p.pet_amj,annualnoflowdays
-0.8449666079376603,0.05385460744811057,p.pet_amj,annualnoflowdays
-0.7126128390137453,0.052615883965415104,p.pet_amj,annualnoflowdays
-0.5802590700898302,0.05193013308245142,p.pet_amj,annualnoflowdays
-0.4479053011659153,0.051603845904186894,p.pet_amj,annualnoflowdays
-0.31555153224200017,0.05156593008759679,p.pet_amj,annualnoflowdays
-0.18319776331808524,0.04785549989794003,p.pet_amj,annualnoflowdays
-0.05084399439417031,0.04343413481641689,p.pet_amj,annualnoflowdays
0.08150977452974484,0.04315591493298837,p.pet_amj,annualnoflowdays
0.21386354345365977,0.042159988886087095,p.pet_amj,annualnoflowdays
0.3462173123775749,0.041571229547582654,p.pet_amj,annualnoflowdays
0.47857108130148984,0.04183732019475424,p.pet_amj,annualnoflowdays
0.6109248502254048,0.042127564995365914,p.pet_amj,annualnoflowdays
0.7432786191493197,0.04118530392141087,p.pet_amj,annualnoflowdays
0.8756323880732351,0.040511010314794635,p.pet_amj,annualnoflowdays
1.00798615699715,0.040680826549409105,p.pet_amj,annualnoflowdays
1.140339925921065,0.03971608253357128,p.pet_amj,annualnoflowdays
1.2726936948449799,0.03622217303171414,p.pet_amj,annualnoflowdays
1.4050474637688948,0.036279037519166085,p.pet_amj,annualnoflowdays
1.5374012326928097,0.03641802626280751,p.pet_amj,annualnoflowdays
1.669755001616725,0.036503140885216195,p.pet_amj,annualnoflowdays
1.80210877054064,0.03694392970189638,p.pet_amj,annualnoflowdays
1.934462539464555,0.03693510189797789,p.pet_amj,annualnoflowdays
2.0668163083884696,0.03693510189797789,p.pet_amj,annualnoflowdays
2.1991700773123846,0.03693510189797789,p.pet_amj,annualnoflowdays
2.3315238462363004,0.03693510189797789,p.pet_amj,annualnoflowdays
2.4638776151602153,0.03693510189797789,p.pet_amj,annualnoflowdays
2.5962313840841302,0.03693510189797789,p.pet_amj,annualnoflowdays
2.728585153008045,0.03695080917539407,p.pet_amj,annualnoflowdays
2.86093892193196,0.03695080917539407,p.pet_amj,annualnoflowdays
2.993292690855875,0.03695080917539407,p.pet_amj,annualnoflowdays
3.12564645977979,0.03695080917539407,p.pet_amj,annualnoflowdays
3.258000228703705,0.03695080917539407,p.pet_amj,annualnoflowdays
3.3903539976276207,0.03698190323068709,p.pet_amj,annualnoflowdays
3.5227077665515356,0.03698190323068709,p.pet_amj,annualnoflowdays
3.6550615354754505,0.03698190323068709,p.pet_amj,annualnoflowdays
3.7874153043993655,0.03698786317070263,p.pet_amj,annualnoflowdays
3.9197690733232804,0.03698786317070263,p.pet_amj,annualnoflowdays
4.052122842247195,0.03698786317070263,p.pet_amj,annualnoflowdays
4.18447661117111,0.03698786317070263,p.pet_amj,annualnoflowdays
4.316830380095025,0.03698786317070263,p.pet_amj,annualnoflowdays
4.44918414901894,0.03698786317070263,p.pet_amj,annualnoflowdays
4.581537917942855,0.03698786317070263,p.pet_amj,annualnoflowdays
4.71389168686677,0.03698786317070263,p.pet_amj,annualnoflowdays
4.846245455790686,0.03698786317070263,p.pet_amj,annualnoflowdays
4.978599224714601,0.03698786317070263,p.pet_amj,annualnoflowdays
-2.501567589762323,0.05851788602001807,tau_p.pet_cy,annualnoflowdays
-2.40069589494428,0.05851788602001807,tau_p.pet_cy,annualnoflowdays
-2.299824200126236,0.05850892988431093,tau_p.pet_cy,annualnoflowdays
-2.198952505308193,0.05850892988431093,tau_p.pet_cy,annualnoflowdays
-2.0980808104901496,0.05925113285344479,tau_p.pet_cy,annualnoflowdays
-1.9972091156721061,0.05950767284646341,tau_p.pet_cy,annualnoflowdays
-1.8963374208540626,0.05825223956155952,tau_p.pet_cy,annualnoflowdays
-1.7954657260360194,0.05698965871016417,tau_p.pet_cy,annualnoflowdays
-1.6945940312179761,0.05902463760296044,tau_p.pet_cy,annualnoflowdays
-1.5937223363999327,0.0591132345505612,tau_p.pet_cy,annualnoflowdays
-1.4928506415818892,0.061097465857561324,tau_p.pet_cy,annualnoflowdays
-1.391978946763846,0.06169658036302815,tau_p.pet_cy,annualnoflowdays
-1.2911072519458024,0.061631635486581335,tau_p.pet_cy,annualnoflowdays
-1.1902355571277592,0.061420406057262865,tau_p.pet_cy,annualnoflowdays
-1.0893638623097157,0.060728595092060425,tau_p.pet_cy,annualnoflowdays
-0.9884921674916725,0.06017293971368066,tau_p.pet_cy,annualnoflowdays
-0.887620472673629,0.059835630872334164,tau_p.pet_cy,annualnoflowdays
-0.7867487778555855,0.05863561261305153,tau_p.pet_cy,annualnoflowdays
-0.6858770830375422,0.058050299241264425,tau_p.pet_cy,annualnoflowdays
-0.5850053882194988,0.05565705413429641,tau_p.pet_cy,annualnoflowdays
-0.4841336934014553,0.05546191864634055,tau_p.pet_cy,annualnoflowdays
-0.38326199858341203,0.05561422819134919,tau_p.pet_cy,annualnoflowdays
-0.2823903037653688,0.055559020689476935,tau_p.pet_cy,annualnoflowdays
-0.18151860894732552,0.04932326774581296,tau_p.pet_cy,annualnoflowdays
-0.08064691412928182,0.047581599654602603,tau_p.pet_cy,annualnoflowdays
0.020224780688761435,0.04818406689249885,tau_p.pet_cy,annualnoflowdays
0.12109647550680469,0.04788661918622069,tau_p.pet_cy,annualnoflowdays
0.2219681703248484,0.047458059743801656,tau_p.pet_cy,annualnoflowdays
0.32283986514289165,0.046737368505230144,tau_p.pet_cy,annualnoflowdays
0.4237115599609349,0.04543834304350537,tau_p.pet_cy,annualnoflowdays
0.5245832547789782,0.0432351967302295,tau_p.pet_cy,annualnoflowdays
0.6254549495970219,0.040607540176475505,tau_p.pet_cy,annualnoflowdays
0.7263266444150651,0.04020311279660949,tau_p.pet_cy,annualnoflowdays
0.8271983392331084,0.03891669876221276,tau_p.pet_cy,annualnoflowdays
0.9280700340511521,0.036285431321889536,tau_p.pet_cy,annualnoflowdays
1.0289417288691953,0.036098913964109434,tau_p.pet_cy,annualnoflowdays
1.1298134236872386,0.03604579252101358,tau_p.pet_cy,annualnoflowdays
1.2306851185052818,0.03552904113248058,tau_p.pet_cy,annualnoflowdays
1.3315568133233255,0.03444407179498963,tau_p.pet_cy,annualnoflowdays
1.4324285081413688,0.03300419849746933,tau_p.pet_cy,annualnoflowdays
1.5333002029594125,0.03255789221461718,tau_p.pet_cy,annualnoflowdays
1.6341718977774553,0.030345010430498646,tau_p.pet_cy,annualnoflowdays
1.735043592595499,0.030273339451982184,tau_p.pet_cy,annualnoflowdays
1.8359152874135427,0.030268362025062497,tau_p.pet_cy,annualnoflowdays
1.9367869822315855,0.03029401291929905,tau_p.pet_cy,annualnoflowdays
2.037658677049629,0.029862123932092706,tau_p.pet_cy,annualnoflowdays
2.138530371867672,0.02989569180863511,tau_p.pet_cy,annualnoflowdays
2.2394020666857157,0.029881270574194676,tau_p.pet_cy,annualnoflowdays
2.3402737615037594,0.030138504784940786,tau_p.pet_cy,annualnoflowdays
2.4411454563218022,0.03017300501543006,tau_p.pet_cy,annualnoflowdays
2.5420171511398455,0.030166017432859342,tau_p.pet_cy,annualnoflowdays
-2.2466757709962586,0.051193548430460215,tau_p.pet_amj,annualnoflowdays
-2.1308213853063327,0.051186898422071365,tau_p.pet_amj,annualnoflowdays
-2.014966999616407,0.05117686489626415,tau_p.pet_amj,annualnoflowdays
-1.8991126139264811,0.050891311935075276,tau_p.pet_amj,annualnoflowdays
-1.7832582282365552,0.05074612803209825,tau_p.pet_amj,annualnoflowdays
-1.6674038425466293,0.051011417698781245,tau_p.pet_amj,annualnoflowdays
-1.5515494568567036,0.05075749583384909,tau_p.pet_amj,annualnoflowdays
-1.4356950711667777,0.050185455948670965,tau_p.pet_amj,annualnoflowdays
-1.3198406854768518,0.04642040028297967,tau_p.pet_amj,annualnoflowdays
-1.203986299786926,0.04783782377812844,tau_p.pet_amj,annualnoflowdays
-1.088131914097,0.04976329296459795,tau_p.pet_amj,annualnoflowdays
-0.9722775284070744,0.049998213621195185,tau_p.pet_amj,annualnoflowdays
-0.8564231427171485,0.049894933230441516,tau_p.pet_amj,annualnoflowdays
-0.7405687570272226,0.04975157081610211,tau_p.pet_amj,annualnoflowdays
-0.6247143713372969,0.0510646245332576,tau_p.pet_amj,annualnoflowdays
-0.508859985647371,0.05151592192391811,tau_p.pet_amj,annualnoflowdays
-0.3930055999574451,0.05244149002319176,tau_p.pet_amj,annualnoflowdays
