mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config,metric
8,450,15,rmse,standard,0.19846331801784192,5,0.013220193315990275,Model306,annualnoflowdays
8,450,15,rsq,standard,0.26929154755376455,5,0.0363980132287159,Model306,annualnoflowdays
8,650,15,mae,standard,0.1518624735177549,5,0.00877625883103062,Model307,annualnoflowdays
8,650,15,rmse,standard,0.19883080360113634,5,0.013438206746074913,Model307,annualnoflowdays
8,650,15,rsq,standard,0.2678499826863821,5,0.03797492954121318,Model307,annualnoflowdays
8,850,15,mae,standard,0.15228901294300798,5,0.008816691803367298,Model308,annualnoflowdays
8,850,15,rmse,standard,0.19871001148062023,5,0.013330460251532074,Model308,annualnoflowdays
8,850,15,rsq,standard,0.2676526546197812,5,0.03635399121320733,Model308,annualnoflowdays
8,1050,15,mae,standard,0.1517563867171467,5,0.00880763895863308,Model309,annualnoflowdays
8,1050,15,rmse,standard,0.1983992885966153,5,0.013345772396843167,Model309,annualnoflowdays
8,1050,15,rsq,standard,0.2700867302687045,5,0.036967965992895944,Model309,annualnoflowdays
8,1250,15,mae,standard,0.1519825771128227,5,0.008635131020276295,Model310,annualnoflowdays
8,1250,15,rmse,standard,0.1985628080211775,5,0.012992934988503919,Model310,annualnoflowdays
8,1250,15,rsq,standard,0.2676854187979995,5,0.03450641903334799,Model310,annualnoflowdays
8,1450,15,mae,standard,0.15218749250403413,5,0.008738268871484359,Model311,annualnoflowdays
8,1450,15,rmse,standard,0.19880794083580045,5,0.013211445837743974,Model311,annualnoflowdays
8,1450,15,rsq,standard,0.26692096527044884,5,0.035657121664933546,Model311,annualnoflowdays
8,1650,15,mae,standard,0.15235805905194263,5,0.008742476152465586,Model312,annualnoflowdays
8,1650,15,rmse,standard,0.19937281860561412,5,0.013240052694672719,Model312,annualnoflowdays
8,1650,15,rsq,standard,0.26345298002235895,5,0.03608323967439102,Model312,annualnoflowdays
10,250,15,mae,standard,0.15349318581716423,5,0.00830967990090968,Model313,annualnoflowdays
10,250,15,rmse,standard,0.20017085585464142,5,0.012893698223279761,Model313,annualnoflowdays
10,250,15,rsq,standard,0.25859793018874244,5,0.033733086680614456,Model313,annualnoflowdays
10,450,15,mae,standard,0.1526088921136567,5,0.008670612694088942,Model314,annualnoflowdays
10,450,15,rmse,standard,0.19957893998568527,5,0.01302497123676494,Model314,annualnoflowdays
10,450,15,rsq,standard,0.26158704517817233,5,0.034636017654235234,Model314,annualnoflowdays
10,650,15,mae,standard,0.15238036076374972,5,0.00843051871234977,Model315,annualnoflowdays
10,650,15,rmse,standard,0.19939180775884502,5,0.012748747688642158,Model315,annualnoflowdays
10,650,15,rsq,standard,0.26247170300788153,5,0.03314623293079811,Model315,annualnoflowdays
10,850,15,mae,standard,0.15277654948166433,5,0.008705881255279041,Model316,annualnoflowdays
10,850,15,rmse,standard,0.19932256896409536,5,0.012914533661747534,Model316,annualnoflowdays
10,850,15,rsq,standard,0.2641498298374377,5,0.034505560089420496,Model316,annualnoflowdays
10,1050,15,mae,standard,0.15197037197435379,5,0.008558489758768037,Model317,annualnoflowdays
10,1050,15,rmse,standard,0.19903260643671253,5,0.012993548591447749,Model317,annualnoflowdays
10,1050,15,rsq,standard,0.26601299694752073,5,0.035213974001847795,Model317,annualnoflowdays
10,1250,15,mae,standard,0.15201881416466154,5,0.0089324309458198,Model318,annualnoflowdays
10,1250,15,rmse,standard,0.1988906952207796,5,0.013426650058392954,Model318,annualnoflowdays
10,1250,15,rsq,standard,0.26707991635935047,5,0.037102246344836096,Model318,annualnoflowdays
10,1450,15,mae,standard,0.15231016626716404,5,0.008594220058545505,Model319,annualnoflowdays
10,1450,15,rmse,standard,0.19899871053521376,5,0.013023618087553326,Model319,annualnoflowdays
10,1450,15,rsq,standard,0.26565966433035376,5,0.03485315842481973,Model319,annualnoflowdays
10,1650,15,mae,standard,0.15243763051633008,5,0.008499989321706581,Model320,annualnoflowdays
10,1650,15,rmse,standard,0.19935555615405576,5,0.013011696940730347,Model320,annualnoflowdays
10,1650,15,rsq,standard,0.26333159012805263,5,0.035160626953653705,Model320,annualnoflowdays
1,250,18,mae,standard,0.1502129675485634,5,0.009539561915145087,Model321,annualnoflowdays
1,250,18,rmse,standard,0.19709369998082765,5,0.013692106594934408,Model321,annualnoflowdays
1,250,18,rsq,standard,0.27881282104406663,5,0.03858133766319462,Model321,annualnoflowdays
1,450,18,mae,standard,0.15035366397024405,5,0.009167900287203273,Model322,annualnoflowdays
1,450,18,rmse,standard,0.19714384604831978,5,0.01320197713608564,Model322,annualnoflowdays
1,450,18,rsq,standard,0.27850884558277506,5,0.03457168905480794,Model322,annualnoflowdays
1,650,18,mae,standard,0.15075289810636375,5,0.009530708468578186,Model323,annualnoflowdays
1,650,18,rmse,standard,0.1977414383229645,5,0.013348294831479857,Model323,annualnoflowdays
1,650,18,rsq,standard,0.2726487622506425,5,0.03510539905149258,Model323,annualnoflowdays
1,850,18,mae,standard,0.15071229912572254,5,0.00943231123689794,Model324,annualnoflowdays
1,850,18,rmse,standard,0.19781530940223677,5,0.013367347350445924,Model324,annualnoflowdays
1,850,18,rsq,standard,0.2725953713690208,5,0.034912090280499984,Model324,annualnoflowdays
1,1050,18,mae,standard,0.15062384629019895,5,0.009363211176557851,Model325,annualnoflowdays
1,1050,18,rmse,standard,0.19744079245514923,5,0.013513789147600517,Model325,annualnoflowdays
1,1050,18,rsq,standard,0.27550877969309656,5,0.0361749965098038,Model325,annualnoflowdays
1,1250,18,mae,standard,0.15052339614184265,5,0.009154280184812763,Model326,annualnoflowdays
1,1250,18,rmse,standard,0.19745038950306254,5,0.013288559597138509,Model326,annualnoflowdays
1,1250,18,rsq,standard,0.27491076811780435,5,0.034199469329535714,Model326,annualnoflowdays
1,1450,18,mae,standard,0.15055091970848583,5,0.009443271069462815,Model327,annualnoflowdays
1,1450,18,rmse,standard,0.19776700190088095,5,0.013455080144583693,Model327,annualnoflowdays
1,1450,18,rsq,standard,0.2727403243235309,5,0.035848612843430994,Model327,annualnoflowdays
1,1650,18,mae,standard,0.15042566673530358,5,0.009389968538613238,Model328,annualnoflowdays
1,1650,18,rmse,standard,0.19725055819812712,5,0.013314108261693923,Model328,annualnoflowdays
1,1650,18,rsq,standard,0.27657098427390014,5,0.0351372130856135,Model328,annualnoflowdays
2,250,18,mae,standard,0.15153097180246333,5,0.00924573095830071,Model329,annualnoflowdays
2,250,18,rmse,standard,0.19784391780868626,5,0.013110567463262595,Model329,annualnoflowdays
2,250,18,rsq,standard,0.27019464249297925,5,0.03479224004709644,Model329,annualnoflowdays
2,450,18,mae,standard,0.15068577406710296,5,0.009151730566988021,Model330,annualnoflowdays
2,450,18,rmse,standard,0.19722948970827497,5,0.01320697581005076,Model330,annualnoflowdays
2,450,18,rsq,standard,0.2765771060949675,5,0.036576321339716014,Model330,annualnoflowdays
2,650,18,mae,standard,0.15053432944349554,5,0.009260760247690621,Model331,annualnoflowdays
2,650,18,rmse,standard,0.19743356346521773,5,0.013348616935692434,Model331,annualnoflowdays
2,650,18,rsq,standard,0.2737374088709149,5,0.034993781247492806,Model331,annualnoflowdays
2,850,18,mae,standard,0.1507769612695651,5,0.009170613456353286,Model332,annualnoflowdays
2,850,18,rmse,standard,0.19757569899315772,5,0.013269381967277673,Model332,annualnoflowdays
2,850,18,rsq,standard,0.2735061313100905,5,0.03557462875247244,Model332,annualnoflowdays
2,1050,18,mae,standard,0.15072035770138273,5,0.009038082865993472,Model333,annualnoflowdays
2,1050,18,rmse,standard,0.19735844227733704,5,0.013158634088186018,Model333,annualnoflowdays
2,1050,18,rsq,standard,0.2748065932238698,5,0.03484957383647993,Model333,annualnoflowdays
2,1250,18,mae,standard,0.15052580479200442,5,0.00932495017876792,Model334,annualnoflowdays
2,1250,18,rmse,standard,0.19734754166803278,5,0.013395611933820443,Model334,annualnoflowdays
2,1250,18,rsq,standard,0.2758480451633951,5,0.03687341847432249,Model334,annualnoflowdays
2,1450,18,mae,standard,0.1509045865745439,5,0.009203517380875584,Model335,annualnoflowdays
2,1450,18,rmse,standard,0.19740359808572563,5,0.013404759957252921,Model335,annualnoflowdays
2,1450,18,rsq,standard,0.2752751698110606,5,0.036444428021520904,Model335,annualnoflowdays
2,1650,18,mae,standard,0.15043351838710814,5,0.009211753220846842,Model336,annualnoflowdays
2,1650,18,rmse,standard,0.19727824211884837,5,0.01344715207123173,Model336,annualnoflowdays
2,1650,18,rsq,standard,0.27611818434252317,5,0.0364514731532535,Model336,annualnoflowdays
3,250,18,mae,standard,0.152018295794973,5,0.008705689191378091,Model337,annualnoflowdays
3,250,18,rmse,standard,0.1984129652093873,5,0.01284639109388983,Model337,annualnoflowdays
3,250,18,rsq,standard,0.2663296937040424,5,0.03289356528483477,Model337,annualnoflowdays
3,450,18,mae,standard,0.15107214315275239,5,0.009016816504718111,Model338,annualnoflowdays
3,450,18,rmse,standard,0.1979188917370748,5,0.013141793057810332,Model338,annualnoflowdays
3,450,18,rsq,standard,0.2717002644838984,5,0.03480180539195723,Model338,annualnoflowdays
3,650,18,mae,standard,0.15103170823526382,5,0.00908259421683427,Model339,annualnoflowdays
3,650,18,rmse,standard,0.19766495771141,5,0.013200619481871451,Model339,annualnoflowdays
3,650,18,rsq,standard,0.2732117697739778,5,0.03568394351892219,Model339,annualnoflowdays
3,850,18,mae,standard,0.15076967558275506,5,0.008949056193330208,Model340,annualnoflowdays
3,850,18,rmse,standard,0.19753598728785177,5,0.013071647333674009,Model340,annualnoflowdays
3,850,18,rsq,standard,0.2733639646944697,5,0.034268097379222096,Model340,annualnoflowdays
3,1050,18,mae,standard,0.15021580102157378,5,0.009376293883165826,Model341,annualnoflowdays
3,1050,18,rmse,standard,0.19695485071613855,5,0.01362595487869218,Model341,annualnoflowdays
3,1050,18,rsq,standard,0.2791725723299612,5,0.03829467417205379,Model341,annualnoflowdays
3,1250,18,mae,standard,0.15071372742569125,5,0.009021813549957755,Model342,annualnoflowdays
3,1250,18,rmse,standard,0.19759121295738694,5,0.013240482052542574,Model342,annualnoflowdays
3,1250,18,rsq,standard,0.27404695178233535,5,0.035619596972264245,Model342,annualnoflowdays
3,1450,18,mae,standard,0.15080573139242287,5,0.009246793549657422,Model343,annualnoflowdays
3,1450,18,rmse,standard,0.19755589211871413,5,0.013521879614407107,Model343,annualnoflowdays
3,1450,18,rsq,standard,0.2741124652832065,5,0.03718018776569089,Model343,annualnoflowdays
3,1650,18,mae,standard,0.15078718597352928,5,0.00897384611453354,Model344,annualnoflowdays
3,1650,18,rmse,standard,0.197650175472406,5,0.01315805733769327,Model344,annualnoflowdays
3,1650,18,rsq,standard,0.27372331029809394,5,0.03594935963744014,Model344,annualnoflowdays
4,250,18,mae,standard,0.15053862372768909,5,0.009264889923681557,Model345,annualnoflowdays
4,250,18,rmse,standard,0.19809196719644453,5,0.013566379201998576,Model345,annualnoflowdays
4,250,18,rsq,standard,0.271359204554527,5,0.03820740136014213,Model345,annualnoflowdays
4,450,18,mae,standard,0.15100558226668676,5,0.00887671820006999,Model346,annualnoflowdays
4,450,18,rmse,standard,0.19784865831836168,5,0.013179107840666114,Model346,annualnoflowdays
4,450,18,rsq,standard,0.2733290248327453,5,0.036544737440009384,Model346,annualnoflowdays
4,650,18,mae,standard,0.15071246240475553,5,0.009140542743851648,Model347,annualnoflowdays
4,650,18,rmse,standard,0.19718622083649592,5,0.01332849092979255,Model347,annualnoflowdays
4,650,18,rsq,standard,0.27752930368070133,5,0.036770962580109416,Model347,annualnoflowdays
4,850,18,mae,standard,0.15123399309688967,5,0.008860807908955163,Model348,annualnoflowdays
4,850,18,rmse,standard,0.19784552213496842,5,0.013217535774049303,Model348,annualnoflowdays
4,850,18,rsq,standard,0.2725768850878256,5,0.035323499174491874,Model348,annualnoflowdays
4,1050,18,mae,standard,0.15109883106199826,5,0.009077660720628244,Model349,annualnoflowdays
4,1050,18,rmse,standard,0.19766770077685372,5,0.01337336796454805,Model349,annualnoflowdays
4,1050,18,rsq,standard,0.2737426976833403,5,0.03687517911612084,Model349,annualnoflowdays
4,1250,18,mae,standard,0.15080706674818428,5,0.00897872322399307,Model350,annualnoflowdays
4,1250,18,rmse,standard,0.1975647153923743,5,0.013317470761637681,Model350,annualnoflowdays
4,1250,18,rsq,standard,0.2743812121547774,5,0.03640138464731005,Model350,annualnoflowdays
4,1450,18,mae,standard,0.15097301328424464,5,0.009111674374177474,Model351,annualnoflowdays
4,1450,18,rmse,standard,0.19763030384899577,5,0.013508516579988169,Model351,annualnoflowdays
4,1450,18,rsq,standard,0.2743409252405991,5,0.03793136049646654,Model351,annualnoflowdays
4,1650,18,mae,standard,0.1509023721106826,5,0.00906067852992314,Model352,annualnoflowdays
4,1650,18,rmse,standard,0.19757071516792732,5,0.0133801847507759,Model352,annualnoflowdays
4,1650,18,rsq,standard,0.2744335892144212,5,0.036849098611951445,Model352,annualnoflowdays
6,250,18,mae,standard,0.15234759545939786,5,0.008840045060451683,Model353,annualnoflowdays
6,250,18,rmse,standard,0.19895234999360514,5,0.013265340655244479,Model353,annualnoflowdays
6,250,18,rsq,standard,0.2659047034666261,5,0.036086258465838725,Model353,annualnoflowdays
6,450,18,mae,standard,0.15127883103622952,5,0.008702841395680108,Model354,annualnoflowdays
6,450,18,rmse,standard,0.198450835393363,5,0.01311885747417394,Model354,annualnoflowdays
6,450,18,rsq,standard,0.2681173020367785,5,0.03535854077855224,Model354,annualnoflowdays
6,650,18,mae,standard,0.15150019833313513,5,0.009024194728007565,Model355,annualnoflowdays
6,650,18,rmse,standard,0.19795497603639825,5,0.01350326016404187,Model355,annualnoflowdays
6,650,18,rsq,standard,0.27364242897370006,5,0.03851021439312271,Model355,annualnoflowdays
6,850,18,mae,standard,0.15167095872489808,5,0.008840062877570571,Model356,annualnoflowdays
6,850,18,rmse,standard,0.19852964682691265,5,0.013168516319817207,Model356,annualnoflowdays
6,850,18,rsq,standard,0.2676616094527925,5,0.03565385097999665,Model356,annualnoflowdays
6,1050,18,mae,standard,0.15122710437042236,5,0.008816153029714674,Model357,annualnoflowdays
6,1050,18,rmse,standard,0.19805356621842976,5,0.013103532607999893,Model357,annualnoflowdays
6,1050,18,rsq,standard,0.27115346440399724,5,0.03516071202412354,Model357,annualnoflowdays
6,1250,18,mae,standard,0.1517716476701591,5,0.008827547810189419,Model358,annualnoflowdays
6,1250,18,rmse,standard,0.1984169937369229,5,0.01328269420006064,Model358,annualnoflowdays
6,1250,18,rsq,standard,0.2696522731710507,5,0.03679528188780433,Model358,annualnoflowdays
6,1450,18,mae,standard,0.1516161675755096,5,0.008795625825841685,Model359,annualnoflowdays
6,1450,18,rmse,standard,0.19795414173725284,5,0.013179840407043246,Model359,annualnoflowdays
6,1450,18,rsq,standard,0.2723450827141529,5,0.03600092849430964,Model359,annualnoflowdays
6,1650,18,mae,standard,0.1513817333773038,5,0.008850615069173149,Model360,annualnoflowdays
6,1650,18,rmse,standard,0.19823513050349703,5,0.013240796133087299,Model360,annualnoflowdays
6,1650,18,rsq,standard,0.2704082029950139,5,0.03584326415443125,Model360,annualnoflowdays
7,250,18,mae,standard,0.15189620091366332,5,0.008770782462997598,Model361,annualnoflowdays
7,250,18,rmse,standard,0.19838552346780705,5,0.012991876571074923,Model361,annualnoflowdays
7,250,18,rsq,standard,0.2686469878411186,5,0.03508020125678102,Model361,annualnoflowdays
7,450,18,mae,standard,0.15242094937368558,5,0.00854099990303765,Model362,annualnoflowdays
7,450,18,rmse,standard,0.19902258417436616,5,0.01299377805128608,Model362,annualnoflowdays
7,450,18,rsq,standard,0.26484972520397115,5,0.034573510024653094,Model362,annualnoflowdays
7,650,18,mae,standard,0.1515779161113813,5,0.00849342033435104,Model363,annualnoflowdays
7,650,18,rmse,standard,0.1984880382179089,5,0.01289120567455929,Model363,annualnoflowdays
7,650,18,rsq,standard,0.2682140684561361,5,0.0335069388517903,Model363,annualnoflowdays
7,850,18,mae,standard,0.15189682651642405,5,0.008688372335942534,Model364,annualnoflowdays
7,850,18,rmse,standard,0.1988070454380508,5,0.013018841004385216,Model364,annualnoflowdays
7,850,18,rsq,standard,0.26613551397425245,5,0.03488007103649245,Model364,annualnoflowdays
7,1050,18,mae,standard,0.15175687262033558,5,0.008958808139257509,Model365,annualnoflowdays
7,1050,18,rmse,standard,0.1982249344402677,5,0.013375075032276466,Model365,annualnoflowdays
7,1050,18,rsq,standard,0.2716695982688688,5,0.037331414682319985,Model365,annualnoflowdays
7,1250,18,mae,standard,0.15179251581285788,5,0.008815363057156146,Model366,annualnoflowdays
7,1250,18,rmse,standard,0.19869788375907324,5,0.013048365406766935,Model366,annualnoflowdays
7,1250,18,rsq,standard,0.26780115021764306,5,0.03518424357684719,Model366,annualnoflowdays
7,1450,18,mae,standard,0.1517712532009658,5,0.008893330975821394,Model367,annualnoflowdays
7,1450,18,rmse,standard,0.1985256962172423,5,0.013169553797603425,Model367,annualnoflowdays
7,1450,18,rsq,standard,0.2685865822016147,5,0.03530674486366047,Model367,annualnoflowdays
7,1650,18,mae,standard,0.15197174783545808,5,0.008921758988850436,Model368,annualnoflowdays
7,1650,18,rmse,standard,0.19880099239098636,5,0.013266687121524533,Model368,annualnoflowdays
7,1650,18,rsq,standard,0.2664504931726283,5,0.03577730749440457,Model368,annualnoflowdays
8,250,18,mae,standard,0.15217916577483845,5,0.009107621028961599,Model369,annualnoflowdays
8,250,18,rmse,standard,0.19879136407209858,5,0.013772439138380055,Model369,annualnoflowdays
8,250,18,rsq,standard,0.26716354631955047,5,0.03796216975315042,Model369,annualnoflowdays
8,450,18,mae,standard,0.1520760178541582,5,0.009197211155136938,Model370,annualnoflowdays
8,450,18,rmse,standard,0.19842686516034264,5,0.013747748441081134,Model370,annualnoflowdays
8,450,18,rsq,standard,0.2706122426395009,5,0.03914060566054902,Model370,annualnoflowdays
8,650,18,mae,standard,0.15249432525605758,5,0.008748392800681203,Model371,annualnoflowdays
8,650,18,rmse,standard,0.1991712772578088,5,0.013063141396904215,Model371,annualnoflowdays
8,650,18,rsq,standard,0.263158818782531,5,0.03414459010035574,Model371,annualnoflowdays
8,850,18,mae,standard,0.15221569691323025,5,0.008653391165829558,Model372,annualnoflowdays
8,850,18,rmse,standard,0.19852729165007435,5,0.013063538781176541,Model372,annualnoflowdays
8,850,18,rsq,standard,0.2683297874952442,5,0.03574499423939175,Model372,annualnoflowdays
8,1050,18,mae,standard,0.1523945876497063,5,0.008476997482910678,Model373,annualnoflowdays
8,1050,18,rmse,standard,0.19920006856360326,5,0.012792990893648923,Model373,annualnoflowdays
8,1050,18,rsq,standard,0.2640629127762042,5,0.033430103574602646,Model373,annualnoflowdays
8,1250,18,mae,standard,0.15181480590116211,5,0.00874065822081832,Model374,annualnoflowdays
8,1250,18,rmse,standard,0.19859848125275303,5,0.013048877237173937,Model374,annualnoflowdays
8,1250,18,rsq,standard,0.26805968028372756,5,0.035772826791070966,Model374,annualnoflowdays
8,1450,18,mae,standard,0.15188122386881048,5,0.00870748653729541,Model375,annualnoflowdays
8,1450,18,rmse,standard,0.1987468817924464,5,0.013191592005451254,Model375,annualnoflowdays
8,1450,18,rsq,standard,0.26759177586936067,5,0.035916452443555,Model375,annualnoflowdays
8,1650,18,mae,standard,0.1517502305572339,5,0.008664468009668181,Model376,annualnoflowdays
8,1650,18,rmse,standard,0.19839037335421744,5,0.01309907746393751,Model376,annualnoflowdays
8,1650,18,rsq,standard,0.26973879070404655,5,0.03568627789845158,Model376,annualnoflowdays
10,250,18,mae,standard,0.15225295009617942,5,0.008554452694191292,Model377,annualnoflowdays
10,250,18,rmse,standard,0.19903382621809726,5,0.012886668942830793,Model377,annualnoflowdays
10,250,18,rsq,standard,0.26439728490464187,5,0.03300838889857395,Model377,annualnoflowdays
10,450,18,mae,standard,0.15207951409683257,5,0.008554493431106688,Model378,annualnoflowdays
10,450,18,rmse,standard,0.19887865827184456,5,0.013129189518931666,Model378,annualnoflowdays
10,450,18,rsq,standard,0.26758549001765813,5,0.0351099009958758,Model378,annualnoflowdays
10,650,18,mae,standard,0.15265886409346863,5,0.00845454826022971,Model379,annualnoflowdays
10,650,18,rmse,standard,0.19932937798173517,5,0.013079438457261505,Model379,annualnoflowdays
10,650,18,rsq,standard,0.2635942630405673,5,0.035124440938344166,Model379,annualnoflowdays
10,850,18,mae,standard,0.15253279390848673,5,0.008704338377071933,Model380,annualnoflowdays
10,850,18,rmse,standard,0.19941868691415357,5,0.013084220571562713,Model380,annualnoflowdays
10,850,18,rsq,standard,0.2632660272924673,5,0.035621521066080776,Model380,annualnoflowdays
10,1050,18,mae,standard,0.15208155962857606,5,0.008694631566370356,Model381,annualnoflowdays
10,1050,18,rmse,standard,0.19881460658655323,5,0.01307236418224131,Model381,annualnoflowdays
10,1050,18,rsq,standard,0.2673190323336137,5,0.03615025139662041,Model381,annualnoflowdays
10,1250,18,mae,standard,0.15265875301862236,5,0.00856495292627821,Model382,annualnoflowdays
10,1250,18,rmse,standard,0.1990527428298666,5,0.012941311041037023,Model382,annualnoflowdays
10,1250,18,rsq,standard,0.2649751859749795,5,0.03388804917067913,Model382,annualnoflowdays
10,1450,18,mae,standard,0.15219790347546178,5,0.00858576726568023,Model383,annualnoflowdays
10,1450,18,rmse,standard,0.1988830382011129,5,0.012979719192901975,Model383,annualnoflowdays
10,1450,18,rsq,standard,0.2657118777991885,5,0.03452203475946595,Model383,annualnoflowdays
10,1650,18,mae,standard,0.15200838819371965,5,0.008474370153994498,Model384,annualnoflowdays
10,1650,18,rmse,standard,0.19893197270268054,5,0.012956094676361779,Model384,annualnoflowdays
10,1650,18,rsq,standard,0.26621744027277144,5,0.034788372409739275,Model384,annualnoflowdays
1,250,21,mae,standard,0.15062237086373556,5,0.009596490546615287,Model385,annualnoflowdays
1,250,21,rmse,standard,0.19815640761211528,5,0.013204238666046727,Model385,annualnoflowdays
1,250,21,rsq,standard,0.2690417971510901,5,0.03218551551780094,Model385,annualnoflowdays
1,450,21,mae,standard,0.15070258551303473,5,0.008969141649200046,Model386,annualnoflowdays
1,450,21,rmse,standard,0.19751378195426358,5,0.013170769823758555,Model386,annualnoflowdays
1,450,21,rsq,standard,0.27504547145843555,5,0.033779617848253285,Model386,annualnoflowdays
1,650,21,mae,standard,0.1505316733903714,5,0.009377465211393673,Model387,annualnoflowdays
1,650,21,rmse,standard,0.19744967644522265,5,0.013300229309873419,Model387,annualnoflowdays
1,650,21,rsq,standard,0.27580195784357375,5,0.03501831663194816,Model387,annualnoflowdays
1,850,21,mae,standard,0.15109025537879844,5,0.009345982745761948,Model388,annualnoflowdays
1,850,21,rmse,standard,0.19776724837166357,5,0.013314076873776521,Model388,annualnoflowdays
1,850,21,rsq,standard,0.27355770083774594,5,0.035327741883328614,Model388,annualnoflowdays
1,1050,21,mae,standard,0.15074596406981364,5,0.00927522193931289,Model389,annualnoflowdays
1,1050,21,rmse,standard,0.19777919612011577,5,0.013228190958006135,Model389,annualnoflowdays
1,1050,21,rsq,standard,0.27312735465921384,5,0.034386598500107723,Model389,annualnoflowdays
1,1250,21,mae,standard,0.15107472322551568,5,0.00937237161781256,Model390,annualnoflowdays
1,1250,21,rmse,standard,0.19797415647142522,5,0.013322025997355954,Model390,annualnoflowdays
1,1250,21,rsq,standard,0.2716823291909343,5,0.03447308860098297,Model390,annualnoflowdays
1,1450,21,mae,standard,0.15082612245470373,5,0.009451210179028011,Model391,annualnoflowdays
1,1450,21,rmse,standard,0.19795264085800837,5,0.013433940462461474,Model391,annualnoflowdays
1,1450,21,rsq,standard,0.2711375474971254,5,0.03533637539207822,Model391,annualnoflowdays
1,1650,21,mae,standard,0.150918660270009,5,0.009331291470313235,Model392,annualnoflowdays
1,1650,21,rmse,standard,0.19767424806441747,5,0.013284400664435623,Model392,annualnoflowdays
1,1650,21,rsq,standard,0.27408396054919537,5,0.03448106269573175,Model392,annualnoflowdays
2,250,21,mae,standard,0.15145233594354895,5,0.009346045402673663,Model393,annualnoflowdays
2,250,21,rmse,standard,0.19871923282532836,5,0.013525596065316831,Model393,annualnoflowdays
2,250,21,rsq,standard,0.2658816526816652,5,0.037317439966251115,Model393,annualnoflowdays
2,450,21,mae,standard,0.15137559453187321,5,0.009357490935936347,Model394,annualnoflowdays
2,450,21,rmse,standard,0.1982748892794295,5,0.013559018464478375,Model394,annualnoflowdays
2,450,21,rsq,standard,0.26858044643785106,5,0.037080893256387,Model394,annualnoflowdays
2,650,21,mae,standard,0.15070198450388425,5,0.009019264867734276,Model395,annualnoflowdays
2,650,21,rmse,standard,0.1978252298346764,5,0.012979175289185364,Model395,annualnoflowdays
2,650,21,rsq,standard,0.27073455698343707,5,0.0331845637974199,Model395,annualnoflowdays
2,850,21,mae,standard,0.1504573773390257,5,0.009237576195459285,Model396,annualnoflowdays
2,850,21,rmse,standard,0.19714096711461027,5,0.013317160099058022,Model396,annualnoflowdays
2,850,21,rsq,standard,0.27638708933163775,5,0.03518024402850669,Model396,annualnoflowdays
2,1050,21,mae,standard,0.1508674182917798,5,0.009339035737599387,Model397,annualnoflowdays
2,1050,21,rmse,standard,0.19737172827770474,5,0.013472407738588781,Model397,annualnoflowdays
2,1050,21,rsq,standard,0.2754322588343106,5,0.036712002470447945,Model397,annualnoflowdays
2,1250,21,mae,standard,0.15041881830560927,5,0.00927820690325071,Model398,annualnoflowdays
2,1250,21,rmse,standard,0.19717542359496962,5,0.013464461846952672,Model398,annualnoflowdays
2,1250,21,rsq,standard,0.27716746167205647,5,0.03670233925522358,Model398,annualnoflowdays
2,1450,21,mae,standard,0.15092356239613522,5,0.009306417940063559,Model399,annualnoflowdays
2,1450,21,rmse,standard,0.1975567547831826,5,0.0134553599483179,Model399,annualnoflowdays
2,1450,21,rsq,standard,0.27419137173450003,5,0.03707781731085128,Model399,annualnoflowdays
2,1650,21,mae,standard,0.1507877198663382,5,0.009270610731933358,Model400,annualnoflowdays
2,1650,21,rmse,standard,0.1973302837346322,5,0.013530530531500027,Model400,annualnoflowdays
2,1650,21,rsq,standard,0.27628764697525515,5,0.03771021509098367,Model400,annualnoflowdays
3,250,21,mae,standard,0.15110990633339152,5,0.00940794084755936,Model401,annualnoflowdays
3,250,21,rmse,standard,0.1977878444467622,5,0.013744311384383234,Model401,annualnoflowdays
3,250,21,rsq,standard,0.2728264177086739,5,0.038013327104601084,Model401,annualnoflowdays
3,450,21,mae,standard,0.15078189191874425,5,0.008719707086899193,Model402,annualnoflowdays
3,450,21,rmse,standard,0.19791135007344346,5,0.012800516895841331,Model402,annualnoflowdays
3,450,21,rsq,standard,0.2719287033294612,5,0.03293621655748894,Model402,annualnoflowdays
3,650,21,mae,standard,0.15059946391014803,5,0.009133635329831413,Model403,annualnoflowdays
3,650,21,rmse,standard,0.19728136770608745,5,0.013338451279340562,Model403,annualnoflowdays
3,650,21,rsq,standard,0.27696008617661333,5,0.03652261318182988,Model403,annualnoflowdays
3,850,21,mae,standard,0.15126711421702055,5,0.00911306891264111,Model404,annualnoflowdays
3,850,21,rmse,standard,0.19758568757632972,5,0.013235908342583175,Model404,annualnoflowdays
3,850,21,rsq,standard,0.2737234669703591,5,0.03553485501910362,Model404,annualnoflowdays
3,1050,21,mae,standard,0.15050699465399303,5,0.009197452305546354,Model405,annualnoflowdays
3,1050,21,rmse,standard,0.19734349321720154,5,0.013270792370826876,Model405,annualnoflowdays
3,1050,21,rsq,standard,0.27537321157215006,5,0.03530315802463797,Model405,annualnoflowdays
3,1250,21,mae,standard,0.1507625516279924,5,0.008941342756022107,Model406,annualnoflowdays
3,1250,21,rmse,standard,0.1975622187386598,5,0.013146757867966086,Model406,annualnoflowdays
3,1250,21,rsq,standard,0.27378832324644325,5,0.03525236887032233,Model406,annualnoflowdays
