predictor,IncMSE,metric,region,iteration
T_min_c_jfm,3.8330403968254,zeroflowfirst,North Great Plains,21
T_min_c_amj,-43.280540280423295,zeroflowfirst,North Great Plains,21
pcumdist10days,-16.982206057539678,zeroflowfirst,North Great Plains,21
pcumdist50days,-17.057360879629616,zeroflowfirst,North Great Plains,21
pcumdist90days,-59.96568242328042,zeroflowfirst,North Great Plains,21
swe_mm_cy,-98.50864791269841,zeroflowfirst,North Great Plains,21
swe_mm_jas,0,zeroflowfirst,North Great Plains,21
swe_mm_ond,-40.791279598324515,zeroflowfirst,North Great Plains,21
swe_mm_jfm,-21.80724393408289,zeroflowfirst,North Great Plains,21
swe_mm_amj,0,zeroflowfirst,North Great Plains,21
srad_wm2_cy,13.27477032275132,zeroflowfirst,North Great Plains,21
srad_wm2_jas,-15.096039873677244,zeroflowfirst,North Great Plains,21
srad_wm2_ond,-47.065371649030006,zeroflowfirst,North Great Plains,21
srad_wm2_jfm,-44.569703390211636,zeroflowfirst,North Great Plains,21
srad_wm2_amj,-7.5027354497354315,zeroflowfirst,North Great Plains,21
pdsi_cy,-13.710864664021162,zeroflowfirst,North Great Plains,21
pdsi_jas,-13.743848595238084,zeroflowfirst,North Great Plains,21
pdsi_ond,21.355280058862448,zeroflowfirst,North Great Plains,21
pdsi_jfm,16.799123730158723,zeroflowfirst,North Great Plains,21
pdsi_amj,9.980788867724867,zeroflowfirst,North Great Plains,21
p.pet_cy,-35.12542935185186,zeroflowfirst,North Great Plains,21
swe.p_cy,-27.869096870811287,zeroflowfirst,North Great Plains,21
p.pet_jfm,-30.082109801587308,zeroflowfirst,North Great Plains,21
swe.p_jfm,-15.86919607671959,zeroflowfirst,North Great Plains,21
p.pet_amj,-32.98267470039682,zeroflowfirst,North Great Plains,21
swe.p_amj,0,zeroflowfirst,North Great Plains,21
p.pet_jas,-7.682358537698415,zeroflowfirst,North Great Plains,21
swe.p_jas,0,zeroflowfirst,North Great Plains,21
p.pet_ond,-76.09555720194004,zeroflowfirst,North Great Plains,21
swe.p_ond,10.401010231040551,zeroflowfirst,North Great Plains,21
DRAIN_SQKM,42.29116764285714,zeroflowfirst,North Great Plains,21
ELEV_MEAN_M_BASIN,-13.484482460317457,zeroflowfirst,North Great Plains,21
SLOPE_PCT,175.97456280952377,zeroflowfirst,North Great Plains,21
AWCAVE,-12.428127335978834,zeroflowfirst,North Great Plains,21
PERMAVE,74.66844900462961,zeroflowfirst,North Great Plains,21
TOPWET,1.235038207671947,zeroflowfirst,North Great Plains,21
depth_bedrock_m,43.09602467261905,zeroflowfirst,North Great Plains,21
CLAYAVE,43.826488454365084,zeroflowfirst,North Great Plains,21
SILTAVE,-45.66980855820105,zeroflowfirst,North Great Plains,21
SANDAVE,-2.0747016666666624,zeroflowfirst,North Great Plains,21
p_mm_cy,1.4306539682539634,zeroflowfirst,North Great Plains,22
p_mm_jas,-56.992257083333314,zeroflowfirst,North Great Plains,22
p_mm_ond,-8.54917370370369,zeroflowfirst,North Great Plains,22
p_mm_jfm,-20.394094333333324,zeroflowfirst,North Great Plains,22
p_mm_amj,-77.6584888095238,zeroflowfirst,North Great Plains,22
pet_mm_cy,-12.90604073412701,zeroflowfirst,North Great Plains,22
pet_mm_jas,-0.10929433333333509,zeroflowfirst,North Great Plains,22
pet_mm_ond,-143.3274835079365,zeroflowfirst,North Great Plains,22
pet_mm_jfm,-48.09232333333333,zeroflowfirst,North Great Plains,22
pet_mm_amj,-220.34270076190475,zeroflowfirst,North Great Plains,22
T_max_c_cy,-10.200813333333349,zeroflowfirst,North Great Plains,22
T_max_c_jas,-15.676442666666674,zeroflowfirst,North Great Plains,22
T_max_c_ond,-173.2190633611111,zeroflowfirst,North Great Plains,22
T_max_c_jfm,-75.20906846428572,zeroflowfirst,North Great Plains,22
T_max_c_amj,-20.98568833333334,zeroflowfirst,North Great Plains,22
T_min_c_cy,8.385697777777771,zeroflowfirst,North Great Plains,22
T_min_c_jas,-49.128329185185194,zeroflowfirst,North Great Plains,22
T_min_c_ond,-31.827894285714294,zeroflowfirst,North Great Plains,22
T_min_c_jfm,-170.98080954761906,zeroflowfirst,North Great Plains,22
T_min_c_amj,57.52108561507936,zeroflowfirst,North Great Plains,22
pcumdist10days,-21.01963944444444,zeroflowfirst,North Great Plains,22
pcumdist50days,-78.32076880952381,zeroflowfirst,North Great Plains,22
pcumdist90days,-81.66106966666665,zeroflowfirst,North Great Plains,22
swe_mm_cy,14.792617481481459,zeroflowfirst,North Great Plains,22
swe_mm_jas,0,zeroflowfirst,North Great Plains,22
swe_mm_ond,-2.6163658333333366,zeroflowfirst,North Great Plains,22
swe_mm_jfm,-38.61735746031746,zeroflowfirst,North Great Plains,22
swe_mm_amj,0,zeroflowfirst,North Great Plains,22
srad_wm2_cy,-56.579494703703695,zeroflowfirst,North Great Plains,22
srad_wm2_jas,-28.654783242063488,zeroflowfirst,North Great Plains,22
srad_wm2_ond,-69.01248748809523,zeroflowfirst,North Great Plains,22
srad_wm2_jfm,-146.18927542857145,zeroflowfirst,North Great Plains,22
srad_wm2_amj,144.43436574999993,zeroflowfirst,North Great Plains,22
pdsi_cy,-242.09163000000004,zeroflowfirst,North Great Plains,22
pdsi_jas,-42.33688000000001,zeroflowfirst,North Great Plains,22
pdsi_ond,-63.69888246031746,zeroflowfirst,North Great Plains,22
pdsi_jfm,-191.08965916666665,zeroflowfirst,North Great Plains,22
pdsi_amj,1.2219238095238187,zeroflowfirst,North Great Plains,22
p.pet_cy,-4.399638095238096,zeroflowfirst,North Great Plains,22
swe.p_cy,-92.43560888888891,zeroflowfirst,North Great Plains,22
p.pet_jfm,63.106696666666664,zeroflowfirst,North Great Plains,22
swe.p_jfm,-2.6850928888888776,zeroflowfirst,North Great Plains,22
p.pet_amj,-165.79837904761902,zeroflowfirst,North Great Plains,22
swe.p_amj,0,zeroflowfirst,North Great Plains,22
p.pet_jas,60.31304000000001,zeroflowfirst,North Great Plains,22
swe.p_jas,0,zeroflowfirst,North Great Plains,22
p.pet_ond,-90.20980571428571,zeroflowfirst,North Great Plains,22
swe.p_ond,34.863483968253966,zeroflowfirst,North Great Plains,22
DRAIN_SQKM,41.153629333333335,zeroflowfirst,North Great Plains,22
ELEV_MEAN_M_BASIN,-0.7661028571428533,zeroflowfirst,North Great Plains,22
SLOPE_PCT,604.9597644880953,zeroflowfirst,North Great Plains,22
AWCAVE,1.3340090277777812,zeroflowfirst,North Great Plains,22
PERMAVE,-8.255651666666669,zeroflowfirst,North Great Plains,22
TOPWET,565.3461653121692,zeroflowfirst,North Great Plains,22
depth_bedrock_m,-38.79818291666666,zeroflowfirst,North Great Plains,22
CLAYAVE,89.38604333333335,zeroflowfirst,North Great Plains,22
SILTAVE,20.970967095238088,zeroflowfirst,North Great Plains,22
SANDAVE,-169.00163022222225,zeroflowfirst,North Great Plains,22
p_mm_cy,7.337044927248678,zeroflowfirst,North Great Plains,23
p_mm_jas,-76.26554160185187,zeroflowfirst,North Great Plains,23
p_mm_ond,-71.64134111111112,zeroflowfirst,North Great Plains,23
p_mm_jfm,-18.145946952380957,zeroflowfirst,North Great Plains,23
p_mm_amj,-23.655502083333346,zeroflowfirst,North Great Plains,23
pet_mm_cy,203.71939161375664,zeroflowfirst,North Great Plains,23
pet_mm_jas,58.69919500000002,zeroflowfirst,North Great Plains,23
pet_mm_ond,-20.95954381481482,zeroflowfirst,North Great Plains,23
pet_mm_jfm,23.69813344444445,zeroflowfirst,North Great Plains,23
pet_mm_amj,-106.45395606349204,zeroflowfirst,North Great Plains,23
T_max_c_cy,55.43635303703703,zeroflowfirst,North Great Plains,23
T_max_c_jas,-86.4235038888889,zeroflowfirst,North Great Plains,23
T_max_c_ond,197.28634720634923,zeroflowfirst,North Great Plains,23
T_max_c_jfm,174.49071177777776,zeroflowfirst,North Great Plains,23
T_max_c_amj,-20.609142759259264,zeroflowfirst,North Great Plains,23
T_min_c_cy,-9.29848933333333,zeroflowfirst,North Great Plains,23
T_min_c_jas,73.19702502777777,zeroflowfirst,North Great Plains,23
T_min_c_ond,37.8765225925926,zeroflowfirst,North Great Plains,23
T_min_c_jfm,-113.43796773015873,zeroflowfirst,North Great Plains,23
T_min_c_amj,-53.08255108465611,zeroflowfirst,North Great Plains,23
pcumdist10days,-4.705121666666661,zeroflowfirst,North Great Plains,23
pcumdist50days,-80.18648314814816,zeroflowfirst,North Great Plains,23
pcumdist90days,-83.89936344444443,zeroflowfirst,North Great Plains,23
swe_mm_cy,-21.45093547619049,zeroflowfirst,North Great Plains,23
swe_mm_jas,0,zeroflowfirst,North Great Plains,23
swe_mm_ond,-5.110902564814802,zeroflowfirst,North Great Plains,23
swe_mm_jfm,49.073916865079376,zeroflowfirst,North Great Plains,23
swe_mm_amj,0,zeroflowfirst,North Great Plains,23
srad_wm2_cy,11.307171111111114,zeroflowfirst,North Great Plains,23
srad_wm2_jas,-17.29768566666667,zeroflowfirst,North Great Plains,23
srad_wm2_ond,-51.95513150793651,zeroflowfirst,North Great Plains,23
srad_wm2_jfm,-7.621330386243362,zeroflowfirst,North Great Plains,23
srad_wm2_amj,197.72320521825395,zeroflowfirst,North Great Plains,23
pdsi_cy,-164.75762886111113,zeroflowfirst,North Great Plains,23
pdsi_jas,29.304101785714284,zeroflowfirst,North Great Plains,23
pdsi_ond,-31.042792083333342,zeroflowfirst,North Great Plains,23
pdsi_jfm,-129.17253573015873,zeroflowfirst,North Great Plains,23
pdsi_amj,-11.214207999999996,zeroflowfirst,North Great Plains,23
p.pet_cy,5.280745833333332,zeroflowfirst,North Great Plains,23
swe.p_cy,-41.67960162037036,zeroflowfirst,North Great Plains,23
p.pet_jfm,4.225820435185191,zeroflowfirst,North Great Plains,23
swe.p_jfm,-6.078050481481485,zeroflowfirst,North Great Plains,23
p.pet_amj,-113.073489037037,zeroflowfirst,North Great Plains,23
swe.p_amj,0,zeroflowfirst,North Great Plains,23
p.pet_jas,0.46536285714285075,zeroflowfirst,North Great Plains,23
swe.p_jas,0,zeroflowfirst,North Great Plains,23
p.pet_ond,-5.5532344642857145,zeroflowfirst,North Great Plains,23
swe.p_ond,55.92368384259258,zeroflowfirst,North Great Plains,23
DRAIN_SQKM,-13.397378472222229,zeroflowfirst,North Great Plains,23
ELEV_MEAN_M_BASIN,-23.240588611111104,zeroflowfirst,North Great Plains,23
SLOPE_PCT,125.41592323809526,zeroflowfirst,North Great Plains,23
AWCAVE,-22.16563541666666,zeroflowfirst,North Great Plains,23
PERMAVE,26.118639999999992,zeroflowfirst,North Great Plains,23
TOPWET,89.30098458333332,zeroflowfirst,North Great Plains,23
depth_bedrock_m,-20.742818194444443,zeroflowfirst,North Great Plains,23
CLAYAVE,-30.761500071428564,zeroflowfirst,North Great Plains,23
SILTAVE,92.52971258730157,zeroflowfirst,North Great Plains,23
SANDAVE,-149.2096934537037,zeroflowfirst,North Great Plains,23
p_mm_cy,1.209380724206347,zeroflowfirst,North Great Plains,24
p_mm_jas,59.69136484004732,zeroflowfirst,North Great Plains,24
p_mm_ond,-30.56304386772487,zeroflowfirst,North Great Plains,24
p_mm_jfm,-6.480968359788362,zeroflowfirst,North Great Plains,24
p_mm_amj,5.485980410052927,zeroflowfirst,North Great Plains,24
pet_mm_cy,20.775491150793652,zeroflowfirst,North Great Plains,24
pet_mm_jas,12.912859000000001,zeroflowfirst,North Great Plains,24
pet_mm_ond,-12.534337332671962,zeroflowfirst,North Great Plains,24
pet_mm_jfm,12.600032347222221,zeroflowfirst,North Great Plains,24
pet_mm_amj,18.25741158201059,zeroflowfirst,North Great Plains,24
T_max_c_cy,21.811131341490295,zeroflowfirst,North Great Plains,24
T_max_c_jas,3.404165563492066,zeroflowfirst,North Great Plains,24
T_max_c_ond,-28.489461362213422,zeroflowfirst,North Great Plains,24
T_max_c_jfm,-55.38102830158732,zeroflowfirst,North Great Plains,24
T_max_c_amj,2.037481386904762,zeroflowfirst,North Great Plains,24
T_min_c_cy,-3.221192124999998,zeroflowfirst,North Great Plains,24
T_min_c_jas,-57.76408017658731,zeroflowfirst,North Great Plains,24
T_min_c_ond,26.009471547619047,zeroflowfirst,North Great Plains,24
T_min_c_jfm,-8.51372699272486,zeroflowfirst,North Great Plains,24
T_min_c_amj,-9.806435933862439,zeroflowfirst,North Great Plains,24
pcumdist10days,21.51071870987655,zeroflowfirst,North Great Plains,24
pcumdist50days,19.97358311000883,zeroflowfirst,North Great Plains,24
pcumdist90days,-175.15641312037042,zeroflowfirst,North Great Plains,24
swe_mm_cy,16.84438275440918,zeroflowfirst,North Great Plains,24
swe_mm_jas,0,zeroflowfirst,North Great Plains,24
swe_mm_ond,-44.489523861111124,zeroflowfirst,North Great Plains,24
swe_mm_jfm,-28.86892247464727,zeroflowfirst,North Great Plains,24
swe_mm_amj,0,zeroflowfirst,North Great Plains,24
srad_wm2_cy,-27.341184000000013,zeroflowfirst,North Great Plains,24
srad_wm2_jas,-10.63765285714286,zeroflowfirst,North Great Plains,24
srad_wm2_ond,-52.67776385912698,zeroflowfirst,North Great Plains,24
srad_wm2_jfm,-79.76455338095238,zeroflowfirst,North Great Plains,24
srad_wm2_amj,-18.914193559523817,zeroflowfirst,North Great Plains,24
pdsi_cy,-38.292874187169296,zeroflowfirst,North Great Plains,24
pdsi_jas,36.71732312962962,zeroflowfirst,North Great Plains,24
pdsi_ond,29.716124081128736,zeroflowfirst,North Great Plains,24
pdsi_jfm,-8.124906079365077,zeroflowfirst,North Great Plains,24
pdsi_amj,3.2582097387566162,zeroflowfirst,North Great Plains,24
p.pet_cy,6.721682527557325,zeroflowfirst,North Great Plains,24
swe.p_cy,-8.921235718915364,zeroflowfirst,North Great Plains,24
p.pet_jfm,-131.47125515674605,zeroflowfirst,North Great Plains,24
swe.p_jfm,21.75870263227514,zeroflowfirst,North Great Plains,24
p.pet_amj,-21.099853614197535,zeroflowfirst,North Great Plains,24
swe.p_amj,0,zeroflowfirst,North Great Plains,24
p.pet_jas,18.784399990079375,zeroflowfirst,North Great Plains,24
swe.p_jas,0,zeroflowfirst,North Great Plains,24
p.pet_ond,-149.13407983399472,zeroflowfirst,North Great Plains,24
swe.p_ond,-38.49657851322752,zeroflowfirst,North Great Plains,24
DRAIN_SQKM,245.08848765674605,zeroflowfirst,North Great Plains,24
ELEV_MEAN_M_BASIN,-4.923641555555556,zeroflowfirst,North Great Plains,24
SLOPE_PCT,161.77735619951503,zeroflowfirst,North Great Plains,24
AWCAVE,19.11737138888889,zeroflowfirst,North Great Plains,24
PERMAVE,19.673223143738966,zeroflowfirst,North Great Plains,24
TOPWET,27.344132316798945,zeroflowfirst,North Great Plains,24
depth_bedrock_m,-47.363376088624356,zeroflowfirst,North Great Plains,24
CLAYAVE,7.359444302248674,zeroflowfirst,North Great Plains,24
SILTAVE,-6.0244143650793625,zeroflowfirst,North Great Plains,24
SANDAVE,16.214893534391525,zeroflowfirst,North Great Plains,24
p_mm_cy,-4.952445648148166,zeroflowfirst,North Great Plains,25
p_mm_jas,26.143030739418,zeroflowfirst,North Great Plains,25
p_mm_ond,-57.72127688756615,zeroflowfirst,North Great Plains,25
p_mm_jfm,-4.8776065119047765,zeroflowfirst,North Great Plains,25
p_mm_amj,-3.3681450000000015,zeroflowfirst,North Great Plains,25
pet_mm_cy,-6.787314179894171,zeroflowfirst,North Great Plains,25
pet_mm_jas,1.3275716666666764,zeroflowfirst,North Great Plains,25
pet_mm_ond,-52.366694330687814,zeroflowfirst,North Great Plains,25
pet_mm_jfm,1.9418207936508036,zeroflowfirst,North Great Plains,25
pet_mm_amj,51.8009561904762,zeroflowfirst,North Great Plains,25
T_max_c_cy,-7.957473888888888,zeroflowfirst,North Great Plains,25
T_max_c_jas,-42.696797619047615,zeroflowfirst,North Great Plains,25
T_max_c_ond,-179.5683492579365,zeroflowfirst,North Great Plains,25
T_max_c_jfm,-22.083264761904758,zeroflowfirst,North Great Plains,25
T_max_c_amj,39.59271552116404,zeroflowfirst,North Great Plains,25
T_min_c_cy,31.38118278571429,zeroflowfirst,North Great Plains,25
T_min_c_jas,376.16371061640206,zeroflowfirst,North Great Plains,25
T_min_c_ond,5.490431464285715,zeroflowfirst,North Great Plains,25
T_min_c_jfm,-1.9793537566137465,zeroflowfirst,North Great Plains,25
T_min_c_amj,1328.0305078306883,zeroflowfirst,North Great Plains,25
pcumdist10days,-155.7317070304233,zeroflowfirst,North Great Plains,25
pcumdist50days,6.258106544973529,zeroflowfirst,North Great Plains,25
pcumdist90days,-79.90908733333333,zeroflowfirst,North Great Plains,25
swe_mm_cy,6.723690206349193,zeroflowfirst,North Great Plains,25
swe_mm_jas,0,zeroflowfirst,North Great Plains,25
swe_mm_ond,-36.145106439153444,zeroflowfirst,North Great Plains,25
swe_mm_jfm,30.475221296296294,zeroflowfirst,North Great Plains,25
swe_mm_amj,-4.338191296296298,zeroflowfirst,North Great Plains,25
srad_wm2_cy,1.800120370370375,zeroflowfirst,North Great Plains,25
srad_wm2_jas,-0.2789352380952382,zeroflowfirst,North Great Plains,25
srad_wm2_ond,-17.77252876190475,zeroflowfirst,North Great Plains,25
srad_wm2_jfm,130.1436049298942,zeroflowfirst,North Great Plains,25
srad_wm2_amj,5.472479212962959,zeroflowfirst,North Great Plains,25
pdsi_cy,-78.28051323214285,zeroflowfirst,North Great Plains,25
pdsi_jas,-25.010396177248683,zeroflowfirst,North Great Plains,25
pdsi_ond,-19.064630509259253,zeroflowfirst,North Great Plains,25
pdsi_jfm,-36.349465674603174,zeroflowfirst,North Great Plains,25
pdsi_amj,-10.06147979497355,zeroflowfirst,North Great Plains,25
p.pet_cy,-6.059941845238089,zeroflowfirst,North Great Plains,25
swe.p_cy,-0.2790700000000003,zeroflowfirst,North Great Plains,25
p.pet_jfm,207.4216541587302,zeroflowfirst,North Great Plains,25
swe.p_jfm,56.97804430820107,zeroflowfirst,North Great Plains,25
p.pet_amj,-9.536841851851852,zeroflowfirst,North Great Plains,25
swe.p_amj,22.336125682539684,zeroflowfirst,North Great Plains,25
p.pet_jas,-2.711018554673715,zeroflowfirst,North Great Plains,25
swe.p_jas,0,zeroflowfirst,North Great Plains,25
p.pet_ond,-76.69831282275132,zeroflowfirst,North Great Plains,25
swe.p_ond,51.363120968253995,zeroflowfirst,North Great Plains,25
DRAIN_SQKM,53.45469700396825,zeroflowfirst,North Great Plains,25
ELEV_MEAN_M_BASIN,15.86029626984127,zeroflowfirst,North Great Plains,25
SLOPE_PCT,248.07258632407408,zeroflowfirst,North Great Plains,25
AWCAVE,-0.7424478571428555,zeroflowfirst,North Great Plains,25
PERMAVE,29.147875211640205,zeroflowfirst,North Great Plains,25
TOPWET,182.7139288253968,zeroflowfirst,North Great Plains,25
depth_bedrock_m,-149.85760709523805,zeroflowfirst,North Great Plains,25
CLAYAVE,119.59487773809524,zeroflowfirst,North Great Plains,25
SILTAVE,11.152379428571424,zeroflowfirst,North Great Plains,25
SANDAVE,-20.520691,zeroflowfirst,North Great Plains,25
p_mm_cy,57.510130977893,zeroflowfirst,South Great Plains,1
p_mm_jas,12.440288379689386,zeroflowfirst,South Great Plains,1
p_mm_ond,34.559455169415905,zeroflowfirst,South Great Plains,1
p_mm_jfm,42.81114327502393,zeroflowfirst,South Great Plains,1
p_mm_amj,107.59724666945364,zeroflowfirst,South Great Plains,1
pet_mm_cy,181.27408782564154,zeroflowfirst,South Great Plains,1
pet_mm_jas,70.80770916013417,zeroflowfirst,South Great Plains,1
pet_mm_ond,22.249034986255367,zeroflowfirst,South Great Plains,1
pet_mm_jfm,135.91151622170955,zeroflowfirst,South Great Plains,1
pet_mm_amj,383.89399104842335,zeroflowfirst,South Great Plains,1
T_max_c_cy,121.72987516087946,zeroflowfirst,South Great Plains,1
T_max_c_jas,40.555802052704635,zeroflowfirst,South Great Plains,1
T_max_c_ond,51.96784427432101,zeroflowfirst,South Great Plains,1
T_max_c_jfm,64.10615519173525,zeroflowfirst,South Great Plains,1
T_max_c_amj,249.21564439454554,zeroflowfirst,South Great Plains,1
T_min_c_cy,250.29747317139484,zeroflowfirst,South Great Plains,1
T_min_c_jas,158.51083079111945,zeroflowfirst,South Great Plains,1
T_min_c_ond,195.72789531579016,zeroflowfirst,South Great Plains,1
T_min_c_jfm,56.07134092945147,zeroflowfirst,South Great Plains,1
T_min_c_amj,239.01702119631113,zeroflowfirst,South Great Plains,1
pcumdist10days,45.22871082548535,zeroflowfirst,South Great Plains,1
pcumdist50days,69.86506257467899,zeroflowfirst,South Great Plains,1
pcumdist90days,36.41584604276947,zeroflowfirst,South Great Plains,1
swe_mm_cy,25.304850806079926,zeroflowfirst,South Great Plains,1
swe_mm_jas,0,zeroflowfirst,South Great Plains,1
swe_mm_ond,36.33463036338074,zeroflowfirst,South Great Plains,1
swe_mm_jfm,14.874566346759408,zeroflowfirst,South Great Plains,1
swe_mm_amj,-0.14164562096112254,zeroflowfirst,South Great Plains,1
srad_wm2_cy,312.2771795809751,zeroflowfirst,South Great Plains,1
srad_wm2_jas,104.23275487766314,zeroflowfirst,South Great Plains,1
srad_wm2_ond,31.250224831346923,zeroflowfirst,South Great Plains,1
srad_wm2_jfm,58.59330689985194,zeroflowfirst,South Great Plains,1
srad_wm2_amj,232.33321047742913,zeroflowfirst,South Great Plains,1
pdsi_cy,26.862811279483644,zeroflowfirst,South Great Plains,1
pdsi_jas,43.31323026240305,zeroflowfirst,South Great Plains,1
pdsi_ond,15.825238620512456,zeroflowfirst,South Great Plains,1
pdsi_jfm,5.250609805983854,zeroflowfirst,South Great Plains,1
pdsi_amj,29.020158482216342,zeroflowfirst,South Great Plains,1
p.pet_cy,50.07104042668848,zeroflowfirst,South Great Plains,1
swe.p_cy,36.847158824169526,zeroflowfirst,South Great Plains,1
p.pet_jfm,45.092079123179516,zeroflowfirst,South Great Plains,1
swe.p_jfm,18.5761385090344,zeroflowfirst,South Great Plains,1
p.pet_amj,248.13540068334925,zeroflowfirst,South Great Plains,1
swe.p_amj,-0.16922352892846,zeroflowfirst,South Great Plains,1
p.pet_jas,16.635088761308484,zeroflowfirst,South Great Plains,1
swe.p_jas,0,zeroflowfirst,South Great Plains,1
p.pet_ond,23.613662832268783,zeroflowfirst,South Great Plains,1
swe.p_ond,24.327299620486723,zeroflowfirst,South Great Plains,1
DRAIN_SQKM,67.69365130966482,zeroflowfirst,South Great Plains,1
ELEV_MEAN_M_BASIN,205.9829233860749,zeroflowfirst,South Great Plains,1
SLOPE_PCT,198.04038651806957,zeroflowfirst,South Great Plains,1
AWCAVE,20.699415928000438,zeroflowfirst,South Great Plains,1
PERMAVE,388.95551872725963,zeroflowfirst,South Great Plains,1
TOPWET,205.5273319470052,zeroflowfirst,South Great Plains,1
depth_bedrock_m,288.0298425702585,zeroflowfirst,South Great Plains,1
CLAYAVE,943.4617564850892,zeroflowfirst,South Great Plains,1
SILTAVE,117.14069149619348,zeroflowfirst,South Great Plains,1
SANDAVE,100.16873784917837,zeroflowfirst,South Great Plains,1
p_mm_cy,65.11079119373753,zeroflowfirst,South Great Plains,2
p_mm_jas,-12.84678176091966,zeroflowfirst,South Great Plains,2
p_mm_ond,39.114560023508055,zeroflowfirst,South Great Plains,2
p_mm_jfm,39.659466360691376,zeroflowfirst,South Great Plains,2
p_mm_amj,131.11798980293656,zeroflowfirst,South Great Plains,2
pet_mm_cy,116.06332093930085,zeroflowfirst,South Great Plains,2
pet_mm_jas,29.807635733976948,zeroflowfirst,South Great Plains,2
pet_mm_ond,37.34961653760208,zeroflowfirst,South Great Plains,2
pet_mm_jfm,134.5022762151574,zeroflowfirst,South Great Plains,2
pet_mm_amj,417.706822208889,zeroflowfirst,South Great Plains,2
T_max_c_cy,53.95026805398048,zeroflowfirst,South Great Plains,2
T_max_c_jas,27.210537169731943,zeroflowfirst,South Great Plains,2
T_max_c_ond,29.072933131850224,zeroflowfirst,South Great Plains,2
T_max_c_jfm,79.59218694390464,zeroflowfirst,South Great Plains,2
T_max_c_amj,165.0951262344672,zeroflowfirst,South Great Plains,2
T_min_c_cy,89.66825045149919,zeroflowfirst,South Great Plains,2
T_min_c_jas,183.16839490831555,zeroflowfirst,South Great Plains,2
T_min_c_ond,79.50386594846981,zeroflowfirst,South Great Plains,2
T_min_c_jfm,62.280421722675165,zeroflowfirst,South Great Plains,2
T_min_c_amj,73.63908534671945,zeroflowfirst,South Great Plains,2
pcumdist10days,57.34336224640285,zeroflowfirst,South Great Plains,2
pcumdist50days,16.878608767137997,zeroflowfirst,South Great Plains,2
pcumdist90days,29.84382919250037,zeroflowfirst,South Great Plains,2
swe_mm_cy,19.048844529586436,zeroflowfirst,South Great Plains,2
swe_mm_jas,0,zeroflowfirst,South Great Plains,2
swe_mm_ond,19.02579305112588,zeroflowfirst,South Great Plains,2
swe_mm_jfm,24.40472119067958,zeroflowfirst,South Great Plains,2
swe_mm_amj,1.116534994902938,zeroflowfirst,South Great Plains,2
srad_wm2_cy,442.00139422059635,zeroflowfirst,South Great Plains,2
srad_wm2_jas,108.53884874032408,zeroflowfirst,South Great Plains,2
srad_wm2_ond,87.55780923261047,zeroflowfirst,South Great Plains,2
srad_wm2_jfm,120.99178018659052,zeroflowfirst,South Great Plains,2
srad_wm2_amj,586.7871052975582,zeroflowfirst,South Great Plains,2
pdsi_cy,17.20755226605002,zeroflowfirst,South Great Plains,2
pdsi_jas,12.44226876324289,zeroflowfirst,South Great Plains,2
pdsi_ond,11.048589178833971,zeroflowfirst,South Great Plains,2
pdsi_jfm,-1.6851702880130128,zeroflowfirst,South Great Plains,2
pdsi_amj,34.35453066796164,zeroflowfirst,South Great Plains,2
p.pet_cy,64.0244144650058,zeroflowfirst,South Great Plains,2
swe.p_cy,16.986460480574593,zeroflowfirst,South Great Plains,2
p.pet_jfm,81.09486696015128,zeroflowfirst,South Great Plains,2
swe.p_jfm,19.356785716707552,zeroflowfirst,South Great Plains,2
p.pet_amj,537.5015236872005,zeroflowfirst,South Great Plains,2
swe.p_amj,-1.1130966980336836,zeroflowfirst,South Great Plains,2
p.pet_jas,-4.669435541408502,zeroflowfirst,South Great Plains,2
swe.p_jas,0,zeroflowfirst,South Great Plains,2
p.pet_ond,32.54920351974538,zeroflowfirst,South Great Plains,2
swe.p_ond,17.3382181557058,zeroflowfirst,South Great Plains,2
DRAIN_SQKM,97.65119368088875,zeroflowfirst,South Great Plains,2
ELEV_MEAN_M_BASIN,387.8055557472015,zeroflowfirst,South Great Plains,2
SLOPE_PCT,284.2097370676629,zeroflowfirst,South Great Plains,2
AWCAVE,67.31678064823328,zeroflowfirst,South Great Plains,2
PERMAVE,259.28301868447016,zeroflowfirst,South Great Plains,2
TOPWET,280.7685782499389,zeroflowfirst,South Great Plains,2
depth_bedrock_m,142.63197432402941,zeroflowfirst,South Great Plains,2
CLAYAVE,718.5288979987295,zeroflowfirst,South Great Plains,2
SILTAVE,186.35405097949638,zeroflowfirst,South Great Plains,2
SANDAVE,141.26920142375903,zeroflowfirst,South Great Plains,2
p_mm_cy,21.138619431202464,zeroflowfirst,South Great Plains,3
p_mm_jas,12.303712741229923,zeroflowfirst,South Great Plains,3
p_mm_ond,25.922641338258895,zeroflowfirst,South Great Plains,3
p_mm_jfm,54.07092011721821,zeroflowfirst,South Great Plains,3
p_mm_amj,87.65449314956574,zeroflowfirst,South Great Plains,3
pet_mm_cy,110.80114166537076,zeroflowfirst,South Great Plains,3
pet_mm_jas,45.03982423005107,zeroflowfirst,South Great Plains,3
pet_mm_ond,36.24853247120392,zeroflowfirst,South Great Plains,3
pet_mm_jfm,131.9551620956883,zeroflowfirst,South Great Plains,3
pet_mm_amj,379.28889429934634,zeroflowfirst,South Great Plains,3
T_max_c_cy,35.65190141169816,zeroflowfirst,South Great Plains,3
T_max_c_jas,29.146241894717654,zeroflowfirst,South Great Plains,3
