predictor,IncMSE,metric,region,iteration
T_max_c_jas,5.095294363480578e-4,annualfractionnoflow,Western Desert,14
T_max_c_ond,0.0031619024428115286,annualfractionnoflow,Western Desert,14
T_max_c_jfm,0.0016091159724372515,annualfractionnoflow,Western Desert,14
T_max_c_amj,6.327966944314243e-4,annualfractionnoflow,Western Desert,14
T_min_c_cy,0.010290341527200592,annualfractionnoflow,Western Desert,14
T_min_c_jas,4.1659841595485765e-4,annualfractionnoflow,Western Desert,14
T_min_c_ond,0.010097262451992755,annualfractionnoflow,Western Desert,14
T_min_c_jfm,0.006411537686075715,annualfractionnoflow,Western Desert,14
T_min_c_amj,-1.0730886282972668e-4,annualfractionnoflow,Western Desert,14
pcumdist10days,3.36537978734339e-5,annualfractionnoflow,Western Desert,14
pcumdist50days,2.556078273156993e-5,annualfractionnoflow,Western Desert,14
pcumdist90days,6.262546289582732e-5,annualfractionnoflow,Western Desert,14
swe_mm_cy,4.892260411791952e-4,annualfractionnoflow,Western Desert,14
swe_mm_jas,0,annualfractionnoflow,Western Desert,14
swe_mm_ond,1.5117072186508014e-4,annualfractionnoflow,Western Desert,14
swe_mm_jfm,5.283295239691665e-4,annualfractionnoflow,Western Desert,14
swe_mm_amj,0,annualfractionnoflow,Western Desert,14
srad_wm2_cy,0.006440430543956653,annualfractionnoflow,Western Desert,14
srad_wm2_jas,0.012219923263870464,annualfractionnoflow,Western Desert,14
srad_wm2_ond,-1.299688356120564e-4,annualfractionnoflow,Western Desert,14
srad_wm2_jfm,-6.202354748274576e-5,annualfractionnoflow,Western Desert,14
srad_wm2_amj,0.0015531389197700255,annualfractionnoflow,Western Desert,14
pdsi_cy,2.0995841625022239e-4,annualfractionnoflow,Western Desert,14
pdsi_jas,2.563273168740879e-4,annualfractionnoflow,Western Desert,14
pdsi_ond,-1.2019007773842542e-4,annualfractionnoflow,Western Desert,14
pdsi_jfm,1.2831705060685117e-4,annualfractionnoflow,Western Desert,14
pdsi_amj,3.2804320401653883e-4,annualfractionnoflow,Western Desert,14
p.pet_cy,0.0030797613244745847,annualfractionnoflow,Western Desert,14
swe.p_cy,0.0018596457501599845,annualfractionnoflow,Western Desert,14
p.pet_jfm,2.458745938559865e-4,annualfractionnoflow,Western Desert,14
swe.p_jfm,0.0020460260635629932,annualfractionnoflow,Western Desert,14
p.pet_amj,0.0015573582625049405,annualfractionnoflow,Western Desert,14
swe.p_amj,0,annualfractionnoflow,Western Desert,14
p.pet_jas,0.003647469297375194,annualfractionnoflow,Western Desert,14
swe.p_jas,0,annualfractionnoflow,Western Desert,14
p.pet_ond,1.2080439167550952e-4,annualfractionnoflow,Western Desert,14
swe.p_ond,4.6943742349841416e-5,annualfractionnoflow,Western Desert,14
DRAIN_SQKM,0.021585642964769933,annualfractionnoflow,Western Desert,14
ELEV_MEAN_M_BASIN,0.014405017104204691,annualfractionnoflow,Western Desert,14
SLOPE_PCT,0.016647084662235155,annualfractionnoflow,Western Desert,14
AWCAVE,0.08543204068352328,annualfractionnoflow,Western Desert,14
PERMAVE,0.0030800330470909165,annualfractionnoflow,Western Desert,14
TOPWET,0.022155472262709648,annualfractionnoflow,Western Desert,14
depth_bedrock_m,0.07180635694702306,annualfractionnoflow,Western Desert,14
CLAYAVE,0.00507617046203689,annualfractionnoflow,Western Desert,14
SILTAVE,0.006747175457195209,annualfractionnoflow,Western Desert,14
SANDAVE,0.0026620828936947524,annualfractionnoflow,Western Desert,14
p_mm_cy,0.0013167321703014497,annualfractionnoflow,Western Desert,15
p_mm_jas,0.0027914749570877194,annualfractionnoflow,Western Desert,15
p_mm_ond,1.7625861959239344e-4,annualfractionnoflow,Western Desert,15
p_mm_jfm,7.389000067453166e-4,annualfractionnoflow,Western Desert,15
p_mm_amj,0.00117444838924572,annualfractionnoflow,Western Desert,15
pet_mm_cy,1.3893829483051676e-4,annualfractionnoflow,Western Desert,15
pet_mm_jas,6.432851471261787e-4,annualfractionnoflow,Western Desert,15
pet_mm_ond,1.0250596290587067e-4,annualfractionnoflow,Western Desert,15
pet_mm_jfm,5.440300381914009e-4,annualfractionnoflow,Western Desert,15
pet_mm_amj,2.741588588775586e-4,annualfractionnoflow,Western Desert,15
T_max_c_cy,0.0017543331436746506,annualfractionnoflow,Western Desert,15
T_max_c_jas,0.0016941944185690867,annualfractionnoflow,Western Desert,15
T_max_c_ond,0.0015231360715583977,annualfractionnoflow,Western Desert,15
T_max_c_jfm,4.949498206987232e-4,annualfractionnoflow,Western Desert,15
T_max_c_amj,6.831451494696299e-4,annualfractionnoflow,Western Desert,15
T_min_c_cy,0.01718748638521856,annualfractionnoflow,Western Desert,15
T_min_c_jas,0.001530056092445118,annualfractionnoflow,Western Desert,15
T_min_c_ond,0.011463109153159564,annualfractionnoflow,Western Desert,15
T_min_c_jfm,0.006207512609296309,annualfractionnoflow,Western Desert,15
T_min_c_amj,0.005240587237206838,annualfractionnoflow,Western Desert,15
pcumdist10days,-2.2253077218177814e-5,annualfractionnoflow,Western Desert,15
pcumdist50days,2.835213820522856e-5,annualfractionnoflow,Western Desert,15
pcumdist90days,5.319115720666124e-6,annualfractionnoflow,Western Desert,15
swe_mm_cy,8.378083659718379e-4,annualfractionnoflow,Western Desert,15
swe_mm_jas,0,annualfractionnoflow,Western Desert,15
swe_mm_ond,-2.123439622496625e-5,annualfractionnoflow,Western Desert,15
swe_mm_jfm,4.57645094182667e-4,annualfractionnoflow,Western Desert,15
swe_mm_amj,0,annualfractionnoflow,Western Desert,15
srad_wm2_cy,0.008915175935936295,annualfractionnoflow,Western Desert,15
srad_wm2_jas,0.0038613206026546433,annualfractionnoflow,Western Desert,15
srad_wm2_ond,-1.3693176292208084e-4,annualfractionnoflow,Western Desert,15
srad_wm2_jfm,-8.342389236910206e-4,annualfractionnoflow,Western Desert,15
srad_wm2_amj,0.001671571960335815,annualfractionnoflow,Western Desert,15
pdsi_cy,3.4251894372305553e-4,annualfractionnoflow,Western Desert,15
pdsi_jas,7.125484428766182e-5,annualfractionnoflow,Western Desert,15
pdsi_ond,1.1490852567896171e-4,annualfractionnoflow,Western Desert,15
pdsi_jfm,-2.1832931137891155e-4,annualfractionnoflow,Western Desert,15
pdsi_amj,1.252676254469736e-4,annualfractionnoflow,Western Desert,15
p.pet_cy,9.78574561576312e-4,annualfractionnoflow,Western Desert,15
swe.p_cy,2.615584332665493e-4,annualfractionnoflow,Western Desert,15
p.pet_jfm,3.2239089549050134e-4,annualfractionnoflow,Western Desert,15
swe.p_jfm,0.0013304517969901682,annualfractionnoflow,Western Desert,15
p.pet_amj,0.0012380341195684097,annualfractionnoflow,Western Desert,15
swe.p_amj,0,annualfractionnoflow,Western Desert,15
p.pet_jas,8.303974993993827e-4,annualfractionnoflow,Western Desert,15
swe.p_jas,0,annualfractionnoflow,Western Desert,15
p.pet_ond,2.16311864302048e-4,annualfractionnoflow,Western Desert,15
swe.p_ond,3.1242274496595055e-4,annualfractionnoflow,Western Desert,15
DRAIN_SQKM,0.068765395016329,annualfractionnoflow,Western Desert,15
ELEV_MEAN_M_BASIN,0.04416353942936394,annualfractionnoflow,Western Desert,15
SLOPE_PCT,0.04107015922956287,annualfractionnoflow,Western Desert,15
AWCAVE,0.010013716575323333,annualfractionnoflow,Western Desert,15
PERMAVE,4.548631123572594e-4,annualfractionnoflow,Western Desert,15
TOPWET,0.0703207311616435,annualfractionnoflow,Western Desert,15
depth_bedrock_m,0.010964212438257622,annualfractionnoflow,Western Desert,15
CLAYAVE,0.015239573223089534,annualfractionnoflow,Western Desert,15
SILTAVE,7.000660766818247e-4,annualfractionnoflow,Western Desert,15
SANDAVE,0.0019509435494915793,annualfractionnoflow,Western Desert,15
p_mm_cy,0.0034621412114407336,annualfractionnoflow,Western Desert,16
p_mm_jas,0.0022548317564459576,annualfractionnoflow,Western Desert,16
p_mm_ond,6.556262142465664e-4,annualfractionnoflow,Western Desert,16
p_mm_jfm,0.0011955067940885866,annualfractionnoflow,Western Desert,16
p_mm_amj,-4.289252381354537e-5,annualfractionnoflow,Western Desert,16
pet_mm_cy,2.220355995111587e-4,annualfractionnoflow,Western Desert,16
pet_mm_jas,8.483888419865042e-4,annualfractionnoflow,Western Desert,16
pet_mm_ond,1.8219647372975643e-5,annualfractionnoflow,Western Desert,16
pet_mm_jfm,4.539514415473848e-4,annualfractionnoflow,Western Desert,16
pet_mm_amj,8.736092842881125e-5,annualfractionnoflow,Western Desert,16
T_max_c_cy,0.0012896999576891396,annualfractionnoflow,Western Desert,16
T_max_c_jas,0.003494543737382917,annualfractionnoflow,Western Desert,16
T_max_c_ond,5.367916151696847e-4,annualfractionnoflow,Western Desert,16
T_max_c_jfm,0.0013046665603576872,annualfractionnoflow,Western Desert,16
T_max_c_amj,7.783730027678623e-4,annualfractionnoflow,Western Desert,16
T_min_c_cy,1.8657666961334398e-4,annualfractionnoflow,Western Desert,16
T_min_c_jas,2.2290758012817393e-5,annualfractionnoflow,Western Desert,16
T_min_c_ond,3.919218515769362e-4,annualfractionnoflow,Western Desert,16
T_min_c_jfm,6.782317674267067e-4,annualfractionnoflow,Western Desert,16
T_min_c_amj,2.9447664909662995e-5,annualfractionnoflow,Western Desert,16
pcumdist10days,3.060819001056156e-5,annualfractionnoflow,Western Desert,16
pcumdist50days,1.600493076853885e-4,annualfractionnoflow,Western Desert,16
pcumdist90days,5.583146918605274e-6,annualfractionnoflow,Western Desert,16
swe_mm_cy,0.003894045511734646,annualfractionnoflow,Western Desert,16
swe_mm_jas,0,annualfractionnoflow,Western Desert,16
swe_mm_ond,3.1318947321526077e-4,annualfractionnoflow,Western Desert,16
swe_mm_jfm,0.0020616003218849226,annualfractionnoflow,Western Desert,16
swe_mm_amj,-3.747230784357774e-6,annualfractionnoflow,Western Desert,16
srad_wm2_cy,5.216621305336375e-4,annualfractionnoflow,Western Desert,16
srad_wm2_jas,0.004992040260673029,annualfractionnoflow,Western Desert,16
srad_wm2_ond,0.002044953183514773,annualfractionnoflow,Western Desert,16
srad_wm2_jfm,4.5843298902380767e-4,annualfractionnoflow,Western Desert,16
srad_wm2_amj,9.049714642253663e-4,annualfractionnoflow,Western Desert,16
pdsi_cy,6.43910290056621e-6,annualfractionnoflow,Western Desert,16
pdsi_jas,1.2824352172949946e-5,annualfractionnoflow,Western Desert,16
pdsi_ond,9.309887491316145e-5,annualfractionnoflow,Western Desert,16
pdsi_jfm,3.2601529080562065e-5,annualfractionnoflow,Western Desert,16
pdsi_amj,-6.8563802588300816e-6,annualfractionnoflow,Western Desert,16
p.pet_cy,0.0032791467642773954,annualfractionnoflow,Western Desert,16
swe.p_cy,1.0006270242759153e-4,annualfractionnoflow,Western Desert,16
p.pet_jfm,6.59619247060422e-4,annualfractionnoflow,Western Desert,16
swe.p_jfm,2.1942610926621162e-5,annualfractionnoflow,Western Desert,16
p.pet_amj,-3.904176465446066e-6,annualfractionnoflow,Western Desert,16
swe.p_amj,0,annualfractionnoflow,Western Desert,16
p.pet_jas,0.0020166776498289417,annualfractionnoflow,Western Desert,16
swe.p_jas,0,annualfractionnoflow,Western Desert,16
p.pet_ond,2.24379253566405e-4,annualfractionnoflow,Western Desert,16
swe.p_ond,-3.11080620430105e-8,annualfractionnoflow,Western Desert,16
DRAIN_SQKM,0.008187078496318462,annualfractionnoflow,Western Desert,16
ELEV_MEAN_M_BASIN,0.017246883860399912,annualfractionnoflow,Western Desert,16
SLOPE_PCT,0.023710071854528295,annualfractionnoflow,Western Desert,16
AWCAVE,0.07094853385630379,annualfractionnoflow,Western Desert,16
PERMAVE,0.02836106486185267,annualfractionnoflow,Western Desert,16
TOPWET,0.010578183143700076,annualfractionnoflow,Western Desert,16
depth_bedrock_m,0.06317389236796055,annualfractionnoflow,Western Desert,16
CLAYAVE,0.04803029501285462,annualfractionnoflow,Western Desert,16
SILTAVE,0.0013515439353727178,annualfractionnoflow,Western Desert,16
SANDAVE,0.005208349822431986,annualfractionnoflow,Western Desert,16
p_mm_cy,9.351077666430485e-4,annualfractionnoflow,Western Desert,17
p_mm_jas,0.002661916723369936,annualfractionnoflow,Western Desert,17
p_mm_ond,-2.077055011029705e-6,annualfractionnoflow,Western Desert,17
p_mm_jfm,-3.241400891324555e-5,annualfractionnoflow,Western Desert,17
p_mm_amj,1.9528102086831663e-4,annualfractionnoflow,Western Desert,17
pet_mm_cy,0.0026223213709613293,annualfractionnoflow,Western Desert,17
pet_mm_jas,7.184427863130249e-4,annualfractionnoflow,Western Desert,17
pet_mm_ond,0.0032073583890283117,annualfractionnoflow,Western Desert,17
pet_mm_jfm,-1.1645047633365824e-4,annualfractionnoflow,Western Desert,17
pet_mm_amj,4.8421833311170236e-4,annualfractionnoflow,Western Desert,17
T_max_c_cy,0.00813299555482895,annualfractionnoflow,Western Desert,17
T_max_c_jas,0.001869278711856028,annualfractionnoflow,Western Desert,17
T_max_c_ond,0.001642699510726715,annualfractionnoflow,Western Desert,17
T_max_c_jfm,-1.3111253643855074e-5,annualfractionnoflow,Western Desert,17
T_max_c_amj,5.498060217111389e-4,annualfractionnoflow,Western Desert,17
T_min_c_cy,0.003171202204276168,annualfractionnoflow,Western Desert,17
T_min_c_jas,0.006222440542249789,annualfractionnoflow,Western Desert,17
T_min_c_ond,0.0016983664419767527,annualfractionnoflow,Western Desert,17
T_min_c_jfm,0.00126393887781847,annualfractionnoflow,Western Desert,17
T_min_c_amj,-8.07380557888024e-5,annualfractionnoflow,Western Desert,17
pcumdist10days,3.2237189489158644e-6,annualfractionnoflow,Western Desert,17
pcumdist50days,3.841831468464017e-4,annualfractionnoflow,Western Desert,17
pcumdist90days,-1.709804481790374e-4,annualfractionnoflow,Western Desert,17
swe_mm_cy,8.573427965992854e-4,annualfractionnoflow,Western Desert,17
swe_mm_jas,0,annualfractionnoflow,Western Desert,17
swe_mm_ond,2.709981725759878e-4,annualfractionnoflow,Western Desert,17
swe_mm_jfm,9.449588678392366e-4,annualfractionnoflow,Western Desert,17
swe_mm_amj,0,annualfractionnoflow,Western Desert,17
srad_wm2_cy,0.0038531427782275305,annualfractionnoflow,Western Desert,17
srad_wm2_jas,2.765056911644573e-4,annualfractionnoflow,Western Desert,17
srad_wm2_ond,-9.243514663449607e-5,annualfractionnoflow,Western Desert,17
srad_wm2_jfm,3.9561135623307226e-4,annualfractionnoflow,Western Desert,17
srad_wm2_amj,0.0011840929968402135,annualfractionnoflow,Western Desert,17
pdsi_cy,-6.988820641296229e-5,annualfractionnoflow,Western Desert,17
pdsi_jas,4.611574069388571e-5,annualfractionnoflow,Western Desert,17
pdsi_ond,-1.448580543913082e-4,annualfractionnoflow,Western Desert,17
pdsi_jfm,-0.0010052195470165867,annualfractionnoflow,Western Desert,17
pdsi_amj,-2.191789054624621e-4,annualfractionnoflow,Western Desert,17
p.pet_cy,0.0018798315473059857,annualfractionnoflow,Western Desert,17
swe.p_cy,6.704647005862405e-4,annualfractionnoflow,Western Desert,17
p.pet_jfm,1.732119992785139e-4,annualfractionnoflow,Western Desert,17
swe.p_jfm,0.0015229509328091974,annualfractionnoflow,Western Desert,17
p.pet_amj,-2.4499895462674565e-5,annualfractionnoflow,Western Desert,17
swe.p_amj,0,annualfractionnoflow,Western Desert,17
p.pet_jas,9.83630779470079e-4,annualfractionnoflow,Western Desert,17
swe.p_jas,0,annualfractionnoflow,Western Desert,17
p.pet_ond,2.0556704558267845e-5,annualfractionnoflow,Western Desert,17
swe.p_ond,8.454224609014044e-5,annualfractionnoflow,Western Desert,17
DRAIN_SQKM,0.061965954055742116,annualfractionnoflow,Western Desert,17
ELEV_MEAN_M_BASIN,0.035120431105280674,annualfractionnoflow,Western Desert,17
SLOPE_PCT,0.030701889380560798,annualfractionnoflow,Western Desert,17
AWCAVE,0.010970351253959811,annualfractionnoflow,Western Desert,17
PERMAVE,0.003418189495470612,annualfractionnoflow,Western Desert,17
TOPWET,0.0596333630959521,annualfractionnoflow,Western Desert,17
depth_bedrock_m,0.009161989136465437,annualfractionnoflow,Western Desert,17
CLAYAVE,-3.4879264699921224e-6,annualfractionnoflow,Western Desert,17
SILTAVE,0.0032279377550376563,annualfractionnoflow,Western Desert,17
SANDAVE,0.005096427788836155,annualfractionnoflow,Western Desert,17
p_mm_cy,0.0018233335400851375,annualfractionnoflow,Western Desert,18
p_mm_jas,0.007672030850858303,annualfractionnoflow,Western Desert,18
p_mm_ond,7.529311927511875e-4,annualfractionnoflow,Western Desert,18
p_mm_jfm,5.872299126753561e-4,annualfractionnoflow,Western Desert,18
p_mm_amj,1.2158370300318464e-4,annualfractionnoflow,Western Desert,18
pet_mm_cy,0.002036367604854742,annualfractionnoflow,Western Desert,18
pet_mm_jas,0.0028240921524927934,annualfractionnoflow,Western Desert,18
pet_mm_ond,0.0017211312150535844,annualfractionnoflow,Western Desert,18
pet_mm_jfm,7.38133610997482e-4,annualfractionnoflow,Western Desert,18
pet_mm_amj,-8.39164540656663e-5,annualfractionnoflow,Western Desert,18
T_max_c_cy,0.0019397705296094571,annualfractionnoflow,Western Desert,18
T_max_c_jas,0.0014218926029342866,annualfractionnoflow,Western Desert,18
T_max_c_ond,8.313642251421709e-5,annualfractionnoflow,Western Desert,18
T_max_c_jfm,9.071564318039651e-4,annualfractionnoflow,Western Desert,18
T_max_c_amj,4.894294425120422e-4,annualfractionnoflow,Western Desert,18
T_min_c_cy,0.001088339582121994,annualfractionnoflow,Western Desert,18
T_min_c_jas,0.0022726457316053807,annualfractionnoflow,Western Desert,18
T_min_c_ond,0.0021328936819202523,annualfractionnoflow,Western Desert,18
T_min_c_jfm,6.606839327871604e-4,annualfractionnoflow,Western Desert,18
T_min_c_amj,-1.6019740837923326e-4,annualfractionnoflow,Western Desert,18
pcumdist10days,2.409714457624614e-5,annualfractionnoflow,Western Desert,18
pcumdist50days,3.725576042832483e-4,annualfractionnoflow,Western Desert,18
pcumdist90days,2.4693243919625114e-4,annualfractionnoflow,Western Desert,18
swe_mm_cy,0.003171198773862356,annualfractionnoflow,Western Desert,18
swe_mm_jas,0,annualfractionnoflow,Western Desert,18
swe_mm_ond,-7.163513512942588e-5,annualfractionnoflow,Western Desert,18
swe_mm_jfm,0.0018309801920755816,annualfractionnoflow,Western Desert,18
swe_mm_amj,0,annualfractionnoflow,Western Desert,18
srad_wm2_cy,0.003135416794086235,annualfractionnoflow,Western Desert,18
srad_wm2_jas,0.003871737587791224,annualfractionnoflow,Western Desert,18
srad_wm2_ond,0.03167516237020159,annualfractionnoflow,Western Desert,18
srad_wm2_jfm,6.118348124836917e-4,annualfractionnoflow,Western Desert,18
srad_wm2_amj,9.072661410776387e-4,annualfractionnoflow,Western Desert,18
pdsi_cy,-3.2198391478335045e-5,annualfractionnoflow,Western Desert,18
pdsi_jas,-2.701726730661299e-4,annualfractionnoflow,Western Desert,18
pdsi_ond,2.5787899585066876e-4,annualfractionnoflow,Western Desert,18
pdsi_jfm,-8.002305961329903e-4,annualfractionnoflow,Western Desert,18
pdsi_amj,-1.0016835732354497e-4,annualfractionnoflow,Western Desert,18
p.pet_cy,0.0029742783480645714,annualfractionnoflow,Western Desert,18
swe.p_cy,6.756617872129745e-4,annualfractionnoflow,Western Desert,18
p.pet_jfm,2.855390955790591e-4,annualfractionnoflow,Western Desert,18
swe.p_jfm,0.002178058342586556,annualfractionnoflow,Western Desert,18
p.pet_amj,5.381311775357254e-6,annualfractionnoflow,Western Desert,18
swe.p_amj,0,annualfractionnoflow,Western Desert,18
p.pet_jas,0.002803682009891172,annualfractionnoflow,Western Desert,18
swe.p_jas,0,annualfractionnoflow,Western Desert,18
p.pet_ond,1.224228576903524e-4,annualfractionnoflow,Western Desert,18
swe.p_ond,1.0718911843328903e-5,annualfractionnoflow,Western Desert,18
DRAIN_SQKM,0.02084368713573503,annualfractionnoflow,Western Desert,18
ELEV_MEAN_M_BASIN,0.005199749966840076,annualfractionnoflow,Western Desert,18
SLOPE_PCT,0.012746126124104001,annualfractionnoflow,Western Desert,18
AWCAVE,0.03243221091520087,annualfractionnoflow,Western Desert,18
PERMAVE,0.00609697488293037,annualfractionnoflow,Western Desert,18
TOPWET,0.01895905150464149,annualfractionnoflow,Western Desert,18
depth_bedrock_m,0.031434558560052964,annualfractionnoflow,Western Desert,18
CLAYAVE,0.005733337903617127,annualfractionnoflow,Western Desert,18
SILTAVE,0.04880130946088102,annualfractionnoflow,Western Desert,18
SANDAVE,0.009588606793693192,annualfractionnoflow,Western Desert,18
p_mm_cy,0.0010912582774466153,annualfractionnoflow,Western Desert,19
p_mm_jas,0.003390285102846967,annualfractionnoflow,Western Desert,19
p_mm_ond,1.9954059012886069e-4,annualfractionnoflow,Western Desert,19
p_mm_jfm,3.256930327501608e-5,annualfractionnoflow,Western Desert,19
p_mm_amj,5.648590116050552e-4,annualfractionnoflow,Western Desert,19
pet_mm_cy,5.6648036868027766e-5,annualfractionnoflow,Western Desert,19
pet_mm_jas,5.997967446554965e-4,annualfractionnoflow,Western Desert,19
pet_mm_ond,1.2731505040195366e-4,annualfractionnoflow,Western Desert,19
pet_mm_jfm,1.3972408547272935e-4,annualfractionnoflow,Western Desert,19
pet_mm_amj,-1.4276265755007625e-6,annualfractionnoflow,Western Desert,19
T_max_c_cy,5.864823920379162e-4,annualfractionnoflow,Western Desert,19
T_max_c_jas,8.625541137104844e-4,annualfractionnoflow,Western Desert,19
T_max_c_ond,7.293139291938297e-4,annualfractionnoflow,Western Desert,19
T_max_c_jfm,1.104994149288291e-4,annualfractionnoflow,Western Desert,19
T_max_c_amj,-4.279400276229061e-5,annualfractionnoflow,Western Desert,19
T_min_c_cy,0.009757296564433868,annualfractionnoflow,Western Desert,19
T_min_c_jas,4.1299231684273444e-4,annualfractionnoflow,Western Desert,19
T_min_c_ond,0.009882806521156867,annualfractionnoflow,Western Desert,19
T_min_c_jfm,0.005476796776805048,annualfractionnoflow,Western Desert,19
T_min_c_amj,6.79315298414589e-6,annualfractionnoflow,Western Desert,19
pcumdist10days,-1.3024490886428104e-4,annualfractionnoflow,Western Desert,19
pcumdist50days,-2.065777547617836e-5,annualfractionnoflow,Western Desert,19
pcumdist90days,7.799445276124786e-5,annualfractionnoflow,Western Desert,19
swe_mm_cy,4.8174201739248747e-4,annualfractionnoflow,Western Desert,19
swe_mm_jas,0,annualfractionnoflow,Western Desert,19
swe_mm_ond,1.877424457192181e-4,annualfractionnoflow,Western Desert,19
swe_mm_jfm,-3.385021055418824e-5,annualfractionnoflow,Western Desert,19
swe_mm_amj,0,annualfractionnoflow,Western Desert,19
srad_wm2_cy,0.005929738761399652,annualfractionnoflow,Western Desert,19
srad_wm2_jas,0.005646902450398286,annualfractionnoflow,Western Desert,19
srad_wm2_ond,4.8111032896490277e-4,annualfractionnoflow,Western Desert,19
srad_wm2_jfm,-8.84783970871273e-4,annualfractionnoflow,Western Desert,19
srad_wm2_amj,0.0015531324233940436,annualfractionnoflow,Western Desert,19
pdsi_cy,1.0895151487621293e-4,annualfractionnoflow,Western Desert,19
pdsi_jas,4.9224984856931334e-5,annualfractionnoflow,Western Desert,19
pdsi_ond,5.612141784924957e-5,annualfractionnoflow,Western Desert,19
pdsi_jfm,-3.678703229937461e-4,annualfractionnoflow,Western Desert,19
pdsi_amj,-3.849128583033902e-4,annualfractionnoflow,Western Desert,19
p.pet_cy,0.001111157404809317,annualfractionnoflow,Western Desert,19
swe.p_cy,8.240069195608851e-4,annualfractionnoflow,Western Desert,19
p.pet_jfm,2.9142886471726274e-4,annualfractionnoflow,Western Desert,19
swe.p_jfm,9.725607549481831e-4,annualfractionnoflow,Western Desert,19
p.pet_amj,3.9795328806006846e-4,annualfractionnoflow,Western Desert,19
swe.p_amj,0,annualfractionnoflow,Western Desert,19
p.pet_jas,0.0011371963536032893,annualfractionnoflow,Western Desert,19
swe.p_jas,0,annualfractionnoflow,Western Desert,19
p.pet_ond,3.3573962090654884e-5,annualfractionnoflow,Western Desert,19
swe.p_ond,1.8407807157223683e-4,annualfractionnoflow,Western Desert,19
DRAIN_SQKM,0.05658354588482003,annualfractionnoflow,Western Desert,19
ELEV_MEAN_M_BASIN,0.02131945829905226,annualfractionnoflow,Western Desert,19
SLOPE_PCT,0.018997876572632504,annualfractionnoflow,Western Desert,19
AWCAVE,0.06553304042259384,annualfractionnoflow,Western Desert,19
PERMAVE,9.242242203403685e-4,annualfractionnoflow,Western Desert,19
TOPWET,0.06102658744450726,annualfractionnoflow,Western Desert,19
depth_bedrock_m,0.056348876804030376,annualfractionnoflow,Western Desert,19
CLAYAVE,0.0011714405299549913,annualfractionnoflow,Western Desert,19
SILTAVE,0.008410862489089822,annualfractionnoflow,Western Desert,19
SANDAVE,0.005954582702955033,annualfractionnoflow,Western Desert,19
p_mm_cy,7.385460126920294e-4,annualfractionnoflow,Western Desert,20
p_mm_jas,0.003721813239803311,annualfractionnoflow,Western Desert,20
p_mm_ond,5.765876813876385e-4,annualfractionnoflow,Western Desert,20
p_mm_jfm,1.5106875763914784e-4,annualfractionnoflow,Western Desert,20
p_mm_amj,9.057293858325424e-4,annualfractionnoflow,Western Desert,20
pet_mm_cy,-9.570894104597533e-5,annualfractionnoflow,Western Desert,20
pet_mm_jas,-4.601860388646132e-5,annualfractionnoflow,Western Desert,20
pet_mm_ond,1.2832207890143868e-4,annualfractionnoflow,Western Desert,20
pet_mm_jfm,-5.5094652531055195e-5,annualfractionnoflow,Western Desert,20
pet_mm_amj,-3.769177905437556e-6,annualfractionnoflow,Western Desert,20
T_max_c_cy,8.807563178874935e-4,annualfractionnoflow,Western Desert,20
T_max_c_jas,0.001482445340205533,annualfractionnoflow,Western Desert,20
T_max_c_ond,0.0011023718794442845,annualfractionnoflow,Western Desert,20
T_max_c_jfm,2.4901537914206e-5,annualfractionnoflow,Western Desert,20
T_max_c_amj,3.5372760416775553e-5,annualfractionnoflow,Western Desert,20
T_min_c_cy,0.005944627022830234,annualfractionnoflow,Western Desert,20
T_min_c_jas,0.001274602845425556,annualfractionnoflow,Western Desert,20
T_min_c_ond,0.009495541938727897,annualfractionnoflow,Western Desert,20
T_min_c_jfm,0.004595293267517218,annualfractionnoflow,Western Desert,20
T_min_c_amj,2.7260476709656484e-4,annualfractionnoflow,Western Desert,20
pcumdist10days,-4.243651296341173e-5,annualfractionnoflow,Western Desert,20
pcumdist50days,4.7257721962455576e-5,annualfractionnoflow,Western Desert,20
pcumdist90days,1.50353817247428e-5,annualfractionnoflow,Western Desert,20
swe_mm_cy,5.9220230934978e-4,annualfractionnoflow,Western Desert,20
swe_mm_jas,0,annualfractionnoflow,Western Desert,20
swe_mm_ond,4.099391928058383e-5,annualfractionnoflow,Western Desert,20
swe_mm_jfm,-2.491977726657234e-4,annualfractionnoflow,Western Desert,20
swe_mm_amj,0,annualfractionnoflow,Western Desert,20
srad_wm2_cy,0.005245696009914186,annualfractionnoflow,Western Desert,20
srad_wm2_jas,0.004341769771355722,annualfractionnoflow,Western Desert,20
srad_wm2_ond,-2.2649863775994885e-4,annualfractionnoflow,Western Desert,20
srad_wm2_jfm,-2.4199718999645318e-4,annualfractionnoflow,Western Desert,20
srad_wm2_amj,0.001922604341769019,annualfractionnoflow,Western Desert,20
pdsi_cy,4.576665322608113e-5,annualfractionnoflow,Western Desert,20
pdsi_jas,4.0133964886678443e-4,annualfractionnoflow,Western Desert,20
pdsi_ond,1.146855248011013e-4,annualfractionnoflow,Western Desert,20
pdsi_jfm,-2.2606941867038235e-4,annualfractionnoflow,Western Desert,20
pdsi_amj,1.7673650201187232e-4,annualfractionnoflow,Western Desert,20
p.pet_cy,6.544051871059227e-4,annualfractionnoflow,Western Desert,20
swe.p_cy,3.4574308585387856e-4,annualfractionnoflow,Western Desert,20
p.pet_jfm,2.1615624683039375e-4,annualfractionnoflow,Western Desert,20
