metric,n,OOBmse,OOBr2
peak2z_length,33,247.79193278145902,0.3708135670430426
peak2z_length,34,248.4560594864675,0.3691272348535105
peak2z_length,35,247.4640508091794,0.3716461158926109
peak2z_length,36,248.34588184770055,0.36940699487131756
peak2z_length,37,248.5902223022091,0.3687865723366788
peak2z_length,38,250.00511038302872,0.36519392759392455
peak2z_length,39,250.93237250505533,0.3569402571273417
peak2z_length,40,250.74143571264872,0.35742956730842423
peak2z_length,41,251.0258512614595,0.3567007008498585
peak2z_length,42,251.9518420838302,0.354327681321961
peak2z_length,43,252.3883195243089,0.3495414489758063
peak2z_length,44,257.3189042807989,0.3450190166505013
peak2z_length,45,257.8218718845811,0.3442533439490526
peak2z_length,46,258.16130906494124,0.34339001612378506
peak2z_length,47,260.1064917172432,0.3384426196506637
peak2z_length,48,257.3482468246105,0.3458430596215858
peak2z_length,49,259.18393155807166,0.34117690811848767
peak2z_length,50,259.38618424168317,0.3406627993249477
peak2z_length,51,259.5887505435733,0.3401478933409231
peak2z_length,52,260.68396805547553,0.3373639453425399
peak2z_length,53,260.87342582296674,0.3368823601169081
peak2z_length,54,260.9283123728049,0.3368953325098788
